"","Spell","Rune"
"171","Spectral Blade","Flame Blades"
"172","Frost Nova","Cold Snap"
"173","Magic Weapon","Force Weapon"
"174","Explosive Blast","Chain Reaction"
"175","Black Hole","Blazar"
"176","Blur","Unstable Anomaly"
"177","Audacity","Passive"
"178","Evocation","Passive"
"179",NA,"Passive"
"180",NA,"Passive"
"181","Blizzard","Apocalypse"
"182","Teleport","Wormhole"
"183","Meteor","Molten Impact"
"184","Black Hole","Blazar"
"185","Magic Weapon","Force Weapon"
"186","Energy Armor","Pinpoint Barrier"
"187","Astral Presence","Passive"
"188","Glass Cannon","Passive"
"189","Evocation","Passive"
"190","Illusionist","Passive"
"191","Spectral Blade","Flame Blades"
"192","Teleport","Safe Passage"
"193","Explosive Blast","Chain Reaction"
"194","Black Hole","Blazar"
"195","Magic Weapon","Force Weapon"
"196","Energy Armor","Prismatic Armor"
"197","Blur","Passive"
"198","Evocation","Passive"
"199","Illusionist","Passive"
"200","Audacity","Passive"
"201","Black Hole","Blazar"
"202","Teleport","Wormhole"
"203","Magic Weapon","Force Weapon"
"204","Energy Armor","Pinpoint Barrier"
"205","Frost Nova","Bone Chill"
"206","Explosive Blast","Chain Reaction"
"207","Glass Cannon","Passive"
"208","Audacity","Passive"
"209","Elemental Exposure","Passive"
"210","Evocation","Passive"
"211","Blizzard","Apocalypse"
"212","Teleport","Wormhole"
"213","Hydra","Mammoth Hydra"
"214","Magic Weapon","Force Weapon"
"215","Black Hole","Blazar"
"216","Energy Armor","Prismatic Armor"
"217","Illusionist","Passive"
"218","Blur","Passive"
"219","Unstable Anomaly","Passive"
"220","Evocation","Passive"
"221","Magic Missile","Conflagrate"
"222","Black Hole","Blazar"
"223","Archon","Combustion"
"224","Familiar","Sparkflint"
"225","Magic Weapon","Force Weapon"
"226","Energy Armor","Pinpoint Barrier"
"227","Blur","Passive"
"228","Conflagration","Passive"
"229","Unstable Anomaly","Passive"
"230","Evocation","Passive"
"231","Black Hole","Blazar"
"232","Blizzard","Apocalypse"
"233","Hydra","Mammoth Hydra"
"234","Teleport","Wormhole"
"235","Energy Armor","Pinpoint Barrier"
"236","Magic Weapon","Force Weapon"
"237","Unstable Anomaly","Passive"
"238","Elemental Exposure","Passive"
"239","Blur","Passive"
"240","Illusionist","Passive"
"241","Black Hole","Blazar"
"242","Blizzard","Apocalypse"
"243","Mirror Image","Duplicates"
"244","Teleport","Wormhole"
"245","Magic Weapon","Force Weapon"
"246","Energy Armor","Force Armor"
"247","Blur","Passive"
"248","Glass Cannon","Passive"
"249","Illusionist","Passive"
"250","Unstable Anomaly","Passive"
"251","Blizzard","Apocalypse"
"252","Magic Weapon","Force Weapon"
"253","Teleport","Calamity"
"254","Hydra","Mammoth Hydra"
"255","Black Hole","Blazar"
"256","Energy Armor","Force Armor"
"257","Illusionist","Passive"
"258","Unstable Anomaly","Passive"
"259","Evocation","Passive"
"260","Blur","Passive"
"261","Black Hole","Blazar"
"262","Blizzard","Apocalypse"
"263","Hydra","Mammoth Hydra"
"264","Magic Weapon","Force Weapon"
"265","Familiar","Sparkflint"
"266","Teleport","Wormhole"
"267","Illusionist","Passive"
"268","Evocation","Passive"
"269","Glass Cannon","Passive"
"270","Elemental Exposure","Passive"
"271","Blizzard","Apocalypse"
"272","Teleport","Wormhole"
"273","Black Hole","Blazar"
"274","Familiar","Sparkflint"
"275","Magic Weapon","Force Weapon"
"276","Energy Armor","Prismatic Armor"
"277","Blur","Passive"
"278","Glass Cannon","Passive"
"279","Illusionist","Passive"
"280","Unstable Anomaly","Passive"
"281","Hydra","Mammoth Hydra"
"282","Blizzard","Apocalypse"
"283","Black Hole","Blazar"
"284","Teleport","Safe Passage"
"285","Frost Nova","Bone Chill"
"286","Magic Weapon","Force Weapon"
"287","Astral Presence","Passive"
"288","Blur","Passive"
"289","Unstable Anomaly","Passive"
"290","Illusionist","Passive"
"291","Black Hole","Blazar"
"292","Blizzard","Apocalypse"
"293","Magic Weapon","Force Weapon"
"294","Teleport","Wormhole"
"295","Storm Armor","Scramble"
"296","Familiar","Arcanot"
"297","Evocation","Passive"
"298","Illusionist","Passive"
"299","Glass Cannon","Passive"
"300","Dominance","Passive"
"301","Blizzard","Apocalypse"
"302","Mirror Image","Duplicates"
"303","Teleport","Wormhole"
"304","Black Hole","Blazar"
"305","Magic Weapon","Force Weapon"
"306","Energy Armor","Pinpoint Barrier"
"307","Evocation","Passive"
"308","Illusionist","Passive"
"309","Glass Cannon","Passive"
"310","Dominance","Passive"
"311","Black Hole","Blazar"
"312","Blizzard","Apocalypse"
"313","Teleport","Safe Passage"
"314","Hydra","Blazing Hydra"
"315","Magic Weapon","Force Weapon"
"316","Energy Armor","Force Armor"
"317","Illusionist","Passive"
"318","Glass Cannon","Passive"
"319","Blur","Passive"
"320","Unstable Anomaly","Passive"
"321","Blizzard","Apocalypse"
"322","Hydra","Mammoth Hydra"
"323","Teleport","Wormhole"
"324","Magic Weapon","Force Weapon"
"325","Black Hole","Blazar"
"326","Energy Armor","Prismatic Armor"
"327","Evocation","Passive"
"328","Glass Cannon","Passive"
"329","Illusionist","Passive"
"330","Unstable Anomaly","Passive"
"331","Black Hole","Blazar"
"332","Hydra","Mammoth Hydra"
"333","Teleport","Wormhole"
"334","Magic Weapon","Force Weapon"
"335","Energy Armor","Pinpoint Barrier"
"336","Blizzard","Apocalypse"
"337","Glass Cannon","Passive"
"338","Evocation","Passive"
"339","Illusionist","Passive"
"340","Elemental Exposure","Passive"
"341","Blizzard","Apocalypse"
"342","Black Hole","Blazar"
"343","Teleport","Safe Passage"
"344","Magic Weapon","Force Weapon"
"345","Hydra","Mammoth Hydra"
"346","Energy Armor","Prismatic Armor"
"347","Illusionist","Passive"
"348","Unstable Anomaly","Passive"
"349","Evocation","Passive"
"350","Blur","Passive"
"351","Black Hole","Blazar"
"352","Blizzard","Apocalypse"
"353","Hydra","Mammoth Hydra"
"354","Teleport","Wormhole"
"355","Magic Weapon","Force Weapon"
"356","Energy Armor","Pinpoint Barrier"
"357","Glass Cannon","Passive"
"358","Conflagration","Passive"
"359","Illusionist","Passive"
"360","Evocation","Passive"
"361","Blizzard","Apocalypse"
"362","Black Hole","Blazar"
"363","Magic Weapon","Force Weapon"
"364","Teleport","Wormhole"
"365","Hydra","Mammoth Hydra"
"366","Energy Armor","Prismatic Armor"
"367","Blur","Passive"
"368","Unstable Anomaly","Passive"
"369","Evocation","Passive"
"370","Illusionist","Passive"
"371","Blizzard","Apocalypse"
"372","Familiar","Arcanot"
"373","Black Hole","Blazar"
"374","Teleport","Wormhole"
"375","Magic Weapon","Force Weapon"
"376","Storm Armor","Scramble"
"377","Unstable Anomaly","Passive"
"378","Illusionist","Passive"
"379","Conflagration","Passive"
"380","Glass Cannon","Passive"
"381","Hydra","Mammoth Hydra"
"382","Blizzard","Apocalypse"
"383","Teleport","Wormhole"
"384","Black Hole","Blazar"
"385","Magic Weapon","Force Weapon"
"386","Energy Armor","Prismatic Armor"
"387","Illusionist","Passive"
"388","Blur","Passive"
"389","Evocation","Passive"
"390","Unstable Anomaly","Passive"
"391","Blizzard","Apocalypse"
"392","Hydra","Mammoth Hydra"
"393","Black Hole","Blazar"
"394","Teleport","Wormhole"
"395","Magic Weapon","Force Weapon"
"396","Storm Armor","Scramble"
"397","Unstable Anomaly","Passive"
"398","Illusionist","Passive"
"399","Evocation","Passive"
"400","Blur","Passive"
"401","Black Hole","Blazar"
"402","Teleport","Safe Passage"
"403","Explosive Blast","Chain Reaction"
"404","Frost Nova","Cold Snap"
"405","Energy Armor","Prismatic Armor"
"406","Magic Weapon","Force Weapon"
"407","Audacity","Passive"
"408","Illusionist","Passive"
"409","Unstable Anomaly","Passive"
"410","Evocation","Passive"
"411","Black Hole","Blazar"
"412","Magic Weapon","Force Weapon"
"413","Explosive Blast","Chain Reaction"
"414","Frost Nova","Cold Snap"
"415","Teleport","Wormhole"
"416","Energy Armor","Prismatic Armor"
"417","Blur","Passive"
"418","Evocation","Passive"
"419","Dominance","Passive"
"420","Illusionist","Passive"
"421","Hydra","Mammoth Hydra"
"422","Blizzard","Apocalypse"
"423","Teleport","Safe Passage"
"424","Black Hole","Blazar"
"425","Magic Weapon","Force Weapon"
"426","Energy Armor","Pinpoint Barrier"
"427","Glass Cannon","Passive"
"428","Unstable Anomaly","Passive"
"429","Astral Presence","Passive"
"430","Illusionist","Passive"
"431","Hydra","Mammoth Hydra"
"432","Blizzard","Apocalypse"
"433","Energy Armor","Prismatic Armor"
"434","Magic Weapon","Force Weapon"
"435","Black Hole","Blazar"
"436","Teleport","Safe Passage"
"437","Blur","Passive"
"438","Evocation","Passive"
"439","Unstable Anomaly","Passive"
"440","Illusionist","Passive"
"441","Black Hole","Blazar"
"442","Teleport","Safe Passage"
"443","Frost Nova","Cold Snap"
"444","Explosive Blast","Chain Reaction"
"445","Energy Armor","Prismatic Armor"
"446","Magic Weapon","Force Weapon"
"447","Audacity","Passive"
"448","Blur","Passive"
"449","Elemental Exposure","Passive"
"450","Evocation","Passive"
"451","Blizzard","Apocalypse"
"452","Black Hole","Blazar"
"453","Teleport","Safe Passage"
"454","Hydra","Mammoth Hydra"
"455","Magic Weapon","Force Weapon"
"456","Energy Armor","Force Armor"
"457","Illusionist","Passive"
"458","Evocation","Passive"
"459","Blur","Passive"
"460","Unstable Anomaly","Passive"
"461","Electrocute","Surge of Power"
"462","Disintegrate","Convergence"
"463","Slow Time","Stretch Time"
"464","Familiar","Arcanot"
"465","Magic Weapon","Force Weapon"
"466","Hydra","Blazing Hydra"
"467","Glass Cannon","Passive"
"468","Arcane Dynamo","Passive"
"469","Unwavering Will","Passive"
"470","Elemental Exposure","Passive"
"471","Black Hole","Blazar"
"472","Blizzard","Apocalypse"
"473","Teleport","Wormhole"
"474","Hydra","Mammoth Hydra"
"475","Magic Weapon","Force Weapon"
"476","Energy Armor","Pinpoint Barrier"
"477","Glass Cannon","Passive"
"478","Blur","Passive"
"479","Illusionist","Passive"
"480","Unstable Anomaly","Passive"
"481","Black Hole","Blazar"
"482","Teleport","Safe Passage"
"483","Hydra","Mammoth Hydra"
"484","Magic Weapon","Force Weapon"
"485","Blizzard","Apocalypse"
"486","Energy Armor","Force Armor"
"487","Evocation","Passive"
"488","Blur","Passive"
"489","Unstable Anomaly","Passive"
"490","Glass Cannon","Passive"
"491","Blizzard","Apocalypse"
"492","Black Hole","Blazar"
"493","Familiar","Sparkflint"
"494","Magic Weapon","Force Weapon"
"495","Teleport","Safe Passage"
"496","Energy Armor","Prismatic Armor"
"497","Glass Cannon","Passive"
"498","Illusionist","Passive"
"499","Evocation","Passive"
"500","Unstable Anomaly","Passive"
"501","Blizzard","Apocalypse"
"502","Hydra","Mammoth Hydra"
"503","Teleport","Wormhole"
"504","Black Hole","Blazar"
"505","Magic Weapon","Force Weapon"
"506","Energy Armor","Prismatic Armor"
"507","Astral Presence","Passive"
"508","Blur","Passive"
"509","Illusionist","Passive"
"510","Unstable Anomaly","Passive"
"511","Magic Missile",NA
"512",NA,NA
"513",NA,NA
"514",NA,NA
"515",NA,NA
"516",NA,NA
"517",NA,"Passive"
"518",NA,"Passive"
"519",NA,"Passive"
"520",NA,"Passive"
"521","Blizzard","Apocalypse"
"522","Black Hole","Blazar"
"523","Hydra","Mammoth Hydra"
"524","Magic Weapon","Force Weapon"
"525","Teleport","Safe Passage"
"526","Energy Armor","Prismatic Armor"
"527","Illusionist","Passive"
"528","Conflagration","Passive"
"529","Unstable Anomaly","Passive"
"530","Glass Cannon","Passive"
"531","Black Hole","Blazar"
"532","Energy Armor","Prismatic Armor"
"533","Blizzard","Apocalypse"
"534","Hydra","Mammoth Hydra"
"535","Teleport","Safe Passage"
"536","Magic Weapon","Force Weapon"
"537","Evocation","Passive"
"538","Glass Cannon","Passive"
"539","Unstable Anomaly","Passive"
"540","Illusionist","Passive"
"541","Blizzard","Apocalypse"
"542","Black Hole","Blazar"
"543","Meteor","Molten Impact"
"544","Mirror Image","Duplicates"
"545","Teleport","Wormhole"
"546","Magic Weapon","Force Weapon"
"547","Unstable Anomaly","Passive"
"548","Glass Cannon","Passive"
"549","Evocation","Passive"
"550","Illusionist","Passive"
"551","Hydra","Mammoth Hydra"
"552","Blizzard","Apocalypse"
"553","Teleport","Safe Passage"
"554","Black Hole","Blazar"
"555","Energy Armor","Prismatic Armor"
"556","Magic Weapon","Force Weapon"
"557","Blur","Passive"
"558","Illusionist","Passive"
"559","Evocation","Passive"
"560","Unstable Anomaly","Passive"
"561","Blizzard","Apocalypse"
"562","Storm Armor","Scramble"
"563","Familiar","Arcanot"
"564","Magic Weapon","Force Weapon"
"565","Teleport","Wormhole"
"566","Black Hole","Blazar"
"567","Illusionist","Passive"
"568","Dominance","Passive"
"569","Unstable Anomaly","Passive"
"570","Evocation","Passive"
"571","Black Hole","Blazar"
"572","Blizzard","Apocalypse"
"573","Teleport","Wormhole"
"574","Meteor","Molten Impact"
"575","Magic Weapon","Force Weapon"
"576","Energy Armor","Pinpoint Barrier"
"577","Blur","Passive"
"578","Glass Cannon","Passive"
"579","Evocation","Passive"
"580","Conflagration","Passive"
"581","Black Hole","Supermassive"
"582","Diamond Skin","Sleek Shell"
"583","Magic Weapon","Force Weapon"
"584","Storm Armor","Scramble"
"585","Explosive Blast","Chain Reaction"
"586","Teleport","Wormhole"
"587","Evocation","Passive"
"588","Glass Cannon","Passive"
"589","Audacity","Passive"
"590","Illusionist","Passive"
"591","Blizzard","Apocalypse"
"592","Black Hole","Blazar"
"593","Hydra","Mammoth Hydra"
"594","Teleport","Calamity"
"595","Magic Weapon","Force Weapon"
"596","Energy Armor","Prismatic Armor"
"597","Blur","Passive"
"598","Illusionist","Passive"
"599","Evocation","Passive"
"600","Unstable Anomaly","Passive"
"601","Hydra","Mammoth Hydra"
"602","Blizzard","Apocalypse"
"603","Teleport","Wormhole"
"604","Magic Weapon","Force Weapon"
"605","Energy Armor","Prismatic Armor"
"606","Black Hole","Blazar"
"607","Blur","Passive"
"608","Unstable Anomaly","Passive"
"609","Illusionist","Passive"
"610","Evocation","Passive"
"611","Hydra","Mammoth Hydra"
"612","Blizzard","Apocalypse"
"613","Magic Weapon","Force Weapon"
"614","Energy Armor","Prismatic Armor"
"615","Teleport","Safe Passage"
"616","Black Hole","Blazar"
"617","Illusionist","Passive"
"618","Glass Cannon","Passive"
"619","Evocation","Passive"
"620","Blur","Passive"
"621","Shock Pulse","Archon"
"622","Teleport","Storm Armor"
"623","Ice Armor","Energy Armor"
"624","Pinpoint Barrier","Evocation"
"625","Galvanizing Ward","Glass Cannon"
"626","Cold Blooded",NA
"627",NA,"Passive"
"628",NA,"Passive"
"629",NA,"Passive"
"630",NA,"Passive"
"631","Electrocute","Chain Lightning"
"632","Disintegrate","Convergence"
"633","Hydra","Blazing Hydra"
"634","Slow Time","Stretch Time"
"635","Familiar","Arcanot"
"636","Magic Weapon","Conduit"
"637","Unwavering Will","Passive"
"638","Arcane Dynamo","Passive"
"639","Elemental Exposure","Passive"
"640","Glass Cannon","Passive"
"641","Blizzard","Apocalypse"
"642","Black Hole","Blazar"
"643","Hydra","Mammoth Hydra"
"644","Teleport","Safe Passage"
"645","Magic Weapon","Force Weapon"
"646","Energy Armor","Prismatic Armor"
"647","Blur","Passive"
"648","Illusionist","Passive"
"649","Glass Cannon","Passive"
"650","Unstable Anomaly","Passive"
"651","Blizzard","Apocalypse"
"652","Teleport","Calamity"
"653","Hydra","Mammoth Hydra"
"654","Black Hole","Blazar"
"655","Magic Weapon","Force Weapon"
"656","Energy Armor","Prismatic Armor"
"657","Blur","Passive"
"658","Illusionist","Passive"
"659","Unstable Anomaly","Passive"
"660","Glass Cannon","Passive"
"661","Hydra","Mammoth Hydra"
"662","Blizzard","Apocalypse"
"663","Teleport","Wormhole"
"664","Black Hole","Blazar"
"665","Magic Weapon","Force Weapon"
"666","Energy Armor","Force Armor"
"667","Evocation","Passive"
"668","Unstable Anomaly","Passive"
"669","Glass Cannon","Passive"
"670","Illusionist","Passive"
"671","Black Hole","Blazar"
"672","Blizzard","Apocalypse"
"673","Teleport","Safe Passage"
"674","Energy Armor","Prismatic Armor"
"675","Hydra","Mammoth Hydra"
"676","Magic Weapon","Force Weapon"
"677","Illusionist","Passive"
"678","Blur","Passive"
"679","Evocation","Passive"
"680","Unstable Anomaly","Passive"
"681","Hydra","Mammoth Hydra"
"682","Teleport","Wormhole"
"683","Magic Weapon","Force Weapon"
"684","Meteor","Molten Impact"
"685","Frost Nova","Bone Chill"
"686","Energy Armor","Prismatic Armor"
"687","Evocation","Passive"
"688","Illusionist","Passive"
"689","Glass Cannon","Passive"
"690","Blur","Passive"
"691","Slow Time","Stretch Time"
"692","Magic Weapon","Conduit"
"693","Electrocute","Surge of Power"
"694","Familiar","Arcanot"
"695","Hydra","Blazing Hydra"
"696","Disintegrate","Convergence"
"697","Glass Cannon","Passive"
"698","Arcane Dynamo","Passive"
"699","Elemental Exposure","Passive"
"700","Conflagration","Passive"
"701","Blizzard","Apocalypse"
"702","Black Hole","Blazar"
"703","Magic Weapon","Force Weapon"
"704","Energy Armor","Prismatic Armor"
"705","Hydra","Mammoth Hydra"
"706","Teleport","Safe Passage"
"707","Blur","Passive"
"708","Elemental Exposure","Passive"
"709","Illusionist","Passive"
"710","Unstable Anomaly","Passive"
"711","Black Hole","Event Horizon"
"712","Blizzard","Frozen Solid"
"713","Hydra","Mammoth Hydra"
"714","Energy Armor","Prismatic Armor"
"715","Teleport","Safe Passage"
"716","Magic Weapon","Force Weapon"
"717","Blur","Passive"
"718","Illusionist","Passive"
"719","Unstable Anomaly","Passive"
"720","Elemental Exposure","Passive"
"721","Magic Missile","Conflagrate"
"722","Black Hole","Spellsteal"
"723","Teleport","Wormhole"
"724","Magic Weapon","Force Weapon"
"725","Archon","Combustion"
"726","Energy Armor","Prismatic Armor"
"727","Blur","Passive"
"728","Elemental Exposure","Passive"
"729","Audacity","Passive"
"730","Evocation","Passive"
"731","Black Hole","Blazar"
"732","Teleport","Wormhole"
"733","Energy Armor","Prismatic Armor"
"734","Magic Weapon","Deflection"
"735","Explosive Blast","Chain Reaction"
"736","Frost Nova","Cold Snap"
"737","Audacity","Passive"
"738","Dominance","Passive"
"739","Blur","Passive"
"740","Evocation","Passive"
"741","Black Hole","Blazar"
"742","Teleport","Wormhole"
"743","Blizzard","Apocalypse"
"744","Hydra","Mammoth Hydra"
"745","Magic Weapon","Force Weapon"
"746","Energy Armor","Prismatic Armor"
"747","Blur","Passive"
"748","Glass Cannon","Passive"
"749","Unstable Anomaly","Passive"
"750","Illusionist","Passive"
"751","Blizzard","Apocalypse"
"752","Hydra","Mammoth Hydra"
"753","Teleport","Fracture"
"754","Black Hole","Blazar"
"755","Energy Armor","Prismatic Armor"
"756","Magic Weapon","Force Weapon"
"757","Unstable Anomaly","Passive"
"758","Blur","Passive"
"759","Illusionist","Passive"
"760","Astral Presence","Passive"
"761","Blizzard","Apocalypse"
"762","Hydra","Mammoth Hydra"
"763","Magic Weapon","Force Weapon"
"764","Teleport","Fracture"
"765","Energy Armor","Force Armor"
"766","Black Hole","Blazar"
"767","Glass Cannon","Passive"
"768","Unstable Anomaly","Passive"
"769","Illusionist","Passive"
"770","Conflagration","Passive"
"771","Black Hole","Blazar"
"772","Blizzard","Apocalypse"
"773","Teleport","Safe Passage"
"774","Hydra","Mammoth Hydra"
"775","Energy Armor","Prismatic Armor"
"776","Magic Weapon","Force Weapon"
"777","Illusionist","Passive"
"778","Blur","Passive"
"779","Glass Cannon","Passive"
"780","Unstable Anomaly","Passive"
"781","Blizzard","Apocalypse"
"782","Teleport","Wormhole"
"783","Black Hole","Blazar"
"784","Energy Armor","Pinpoint Barrier"
"785","Magic Weapon","Force Weapon"
"786","Familiar","Arcanot"
"787","Astral Presence","Passive"
"788","Illusionist","Passive"
"789","Evocation","Passive"
"790","Glass Cannon","Passive"
"791","Ray of Frost","Snow Blast"
"792","Hydra","Frost Hydra"
"793","Teleport","Wormhole"
"794","Slow Time","Time Warp"
"795","Frost Nova","Bone Chill"
"796","Ice Armor","Frozen Storm"
"797","Cold Blooded","Passive"
"798","Evocation","Passive"
"799","Unstable Anomaly","Passive"
"800","Galvanizing Ward","Passive"
"801","Blizzard","Apocalypse"
"802","Hydra","Mammoth Hydra"
"803","Teleport","Safe Passage"
"804","Magic Weapon","Force Weapon"
"805","Black Hole","Blazar"
"806","Energy Armor","Prismatic Armor"
"807","Illusionist","Passive"
"808","Blur","Passive"
"809","Unstable Anomaly","Passive"
"810","Evocation","Passive"
"811","Arcane Torrent","Cascade"
"812","Frost Nova","Deep Freeze"
"813","Black Hole","Supermassive"
"814","Familiar","Sparkflint"
"815","Magic Weapon","Force Weapon"
"816","Energy Armor","Prismatic Armor"
"817","Evocation","Passive"
"818","Blur","Passive"
"819","Elemental Exposure","Passive"
"820","Astral Presence","Passive"
"821","Blizzard","Apocalypse"
"822","Black Hole","Blazar"
"823","Teleport","Safe Passage"
"824","Hydra","Mammoth Hydra"
"825","Magic Weapon","Force Weapon"
"826","Energy Armor","Prismatic Armor"
"827","Elemental Exposure","Passive"
"828","Evocation","Passive"
"829","Unstable Anomaly","Passive"
"830","Illusionist","Passive"
"831","Blizzard","Apocalypse"
"832","Black Hole","Blazar"
"833","Magic Weapon","Force Weapon"
"834","Teleport","Safe Passage"
"835","Hydra","Mammoth Hydra"
"836","Energy Armor","Prismatic Armor"
"837","Blur","Passive"
"838","Illusionist","Passive"
"839","Dominance","Passive"
"840","Unstable Anomaly","Passive"
"841","Blizzard","Apocalypse"
"842","Teleport","Wormhole"
"843","Black Hole","Blazar"
"844","Hydra","Mammoth Hydra"
"845","Mirror Image","Duplicates"
"846","Energy Armor","Prismatic Armor"
"847","Unstable Anomaly","Passive"
"848","Blur","Passive"
"849","Illusionist","Passive"
"850","Audacity","Passive"
"851","Blizzard","Apocalypse"
"852","Hydra","Mammoth Hydra"
"853","Energy Armor","Prismatic Armor"
"854","Familiar","Sparkflint"
"855","Teleport","Wormhole"
"856","Magic Weapon","Force Weapon"
"857","Blur","Passive"
"858","Astral Presence","Passive"
"859","Illusionist","Passive"
"860","Unstable Anomaly","Passive"
"861","Blizzard","Apocalypse"
"862","Hydra","Mammoth Hydra"
"863","Black Hole","Blazar"
