"","Spell","Rune"
"257","Ruthless","Passive"
"258","Berserker Rage","Passive"
"259","Boon of Bul-Kathos","Passive"
"260","Rampage","Passive"
"261","Call of the Ancients","Together as One"
"262","Ignore Pain","Ignorance is Bliss"
"263","Battle Rage","Bloodshed"
"264","Sprint","Marathon"
"265","Furious Charge","Merciless Assault"
"266","Wrath of the Berserker","Insanity"
"267","Brawler","Passive"
"268","Berserker Rage","Passive"
"269","Boon of Bul-Kathos","Passive"
"270","Rampage","Passive"
"271","Call of the Ancients","The Council Rises"
"272","Wrath of the Berserker","Insanity"
"273","Sprint","Marathon"
"274","Battle Rage","Bloodshed"
"275","Furious Charge","Battering Ram"
"276","Frenzy","Maniac"
"277","Berserker Rage","Passive"
"278","Boon of Bul-Kathos","Passive"
"279","Rampage","Passive"
"280","Ruthless","Passive"
"281","Furious Charge","Battering Ram"
"282","Call of the Ancients","Together as One"
"283","Ignore Pain","Ignorance is Bliss"
"284","War Cry","Impunity"
"285","Battle Rage","Bloodshed"
"286","Wrath of the Berserker","Insanity"
"287","Boon of Bul-Kathos","Passive"
"288","Brawler","Passive"
"289","Berserker Rage","Passive"
"290","Rampage","Passive"
"291","Call of the Ancients","The Council Rises"
"292","Furious Charge","Battering Ram"
"293","Sprint","Forced March"
"294","Wrath of the Berserker","Striding Giant"
"295","Battle Rage","Bloodshed"
"296","War Cry","Impunity"
"297","Boon of Bul-Kathos","Passive"
"298","Rampage","Passive"
"299","Superstition","Passive"
"300","Berserker Rage","Passive"
"301","Call of the Ancients","Together as One"
"302","Ignore Pain","Ignorance is Bliss"
"303","Furious Charge","Battering Ram"
"304","War Cry","Impunity"
"305","Battle Rage","Bloodshed"
"306","Wrath of the Berserker","Striding Giant"
"307","Boon of Bul-Kathos","Passive"
"308","Superstition","Passive"
"309","Berserker Rage","Passive"
"310","Rampage","Passive"
"311","Whirlwind","Dust Devils"
"312","Wrath of the Berserker","Insanity"
"313","Sprint","Run Like the Wind"
"314","Battle Rage","Bloodshed"
"315","War Cry","Impunity"
"316","Call of the Ancients","Ancients' Fury"
"317","Brawler","Passive"
"318","Ruthless","Passive"
"319","Rampage","Passive"
"320","Unforgiving","Passive"
"321","Call of the Ancients","Together as One"
"322","Whirlwind","Hurricane"
"323","Sprint","Forced March"
"324","Wrath of the Berserker","Insanity"
"325","Leap","Call of Arreat"
"326","Earthquake","Chilling Earth"
"327","Superstition","Passive"
"328","Brawler","Passive"
"329","Tough as Nails","Passive"
"330","Boon of Bul-Kathos","Passive"
"331","Call of the Ancients","Together as One"
"332","Battle Rage","Bloodshed"
"333","Ignore Pain","Ignorance is Bliss"
"334","Furious Charge","Merciless Assault"
"335","War Cry","Impunity"
"336","Wrath of the Berserker","Striding Giant"
"337","Brawler","Passive"
"338","Berserker Rage","Passive"
"339","Rampage","Passive"
"340","Boon of Bul-Kathos","Passive"
"341","Whirlwind","Dust Devils"
"342","War Cry","Impunity"
"343","Sprint","Run Like the Wind"
"344","Wrath of the Berserker","Insanity"
"345","Battle Rage","Into the Fray"
"346","Call of the Ancients","Ancients' Fury"
"347","Rampage","Passive"
"348","Berserker Rage","Passive"
"349","Ruthless","Passive"
"350","Boon of Bul-Kathos","Passive"
"351","Call of the Ancients","The Council Rises"
"352","Sprint","Forced March"
"353","Battle Rage","Bloodshed"
"354","War Cry","Impunity"
"355","Furious Charge","Stamina"
"356","Wrath of the Berserker","Insanity"
"357","Brawler","Passive"
"358","Boon of Bul-Kathos","Passive"
"359","Berserker Rage","Passive"
"360","Rampage","Passive"
"361","Call of the Ancients","Together as One"
"362","Ignore Pain","Iron Hide"
"363","Wrath of the Berserker","Striding Giant"
"364","War Cry","Impunity"
"365","Battle Rage","Bloodshed"
"366","Furious Charge","Merciless Assault"
"367","Berserker Rage","Passive"
"368","Boon of Bul-Kathos","Passive"
"369","Ruthless","Passive"
"370","Superstition","Passive"
"371","Call of the Ancients","Together as One"
"372","War Cry","Impunity"
"373","Ignore Pain","Ignorance is Bliss"
"374","Battle Rage","Bloodshed"
"375","Wrath of the Berserker","Insanity"
"376","Furious Charge","Dreadnought"
"377","Rampage","Passive"
"378","Berserker Rage","Passive"
"379","Ruthless","Passive"
"380","Boon of Bul-Kathos","Passive"
"381","Call of the Ancients","Together as One"
"382","Furious Charge","Stamina"
"383","Ignore Pain","Ignorance is Bliss"
"384","Battle Rage","Bloodshed"
"385","War Cry","Impunity"
"386","Wrath of the Berserker","Insanity"
"387","Boon of Bul-Kathos","Passive"
"388","Brawler","Passive"
"389","Berserker Rage","Passive"
"390","Rampage","Passive"
"391","Earthquake","Chilling Earth"
"392","Leap","Death from Above"
"393","War Cry","Impunity"
"394","Wrath of the Berserker","Insanity"
"395","Call of the Ancients","The Council Rises"
"396","Hammer of the Ancients","The Devil's Anvil"
"397","Boon of Bul-Kathos","Passive"
"398","Ruthless","Passive"
"399","Relentless","Passive"
"400","Superstition","Passive"
"401","Call of the Ancients","Together as One"
"402","Furious Charge","Battering Ram"
"403","Wrath of the Berserker","Insanity"
"404","Sprint","Marathon"
"405","War Cry","Impunity"
"406","Battle Rage","Bloodshed"
"407","Boon of Bul-Kathos","Passive"
"408","Berserker Rage","Passive"
"409","Brawler","Passive"
"410","Superstition","Passive"
"411","Call of the Ancients","Together as One"
"412","Battle Rage","Bloodshed"
"413","Furious Charge","Battering Ram"
"414","Ignore Pain","Ignorance is Bliss"
"415","War Cry","Impunity"
"416","Wrath of the Berserker","Striding Giant"
"417","Brawler","Passive"
"418","Boon of Bul-Kathos","Passive"
"419","Berserker Rage","Passive"
"420","Superstition","Passive"
"421","Call of the Ancients","Together as One"
"422","Ignore Pain","Ignorance is Bliss"
"423","Battle Rage","Bloodshed"
"424","War Cry","Impunity"
"425","Furious Charge","Battering Ram"
"426","Wrath of the Berserker","Striding Giant"
"427","Berserker Rage","Passive"
"428","Brawler","Passive"
"429","Ruthless","Passive"
"430","Boon of Bul-Kathos","Passive"
"431","Frenzy","Maniac"
"432","Furious Charge","Battering Ram"
"433","Battle Rage","Bloodshed"
"434","Sprint","Marathon"
"435","Call of the Ancients","The Council Rises"
"436","War Cry","Hardened Wrath"
"437","Ruthless","Passive"
"438","Brawler","Passive"
"439","Boon of Bul-Kathos","Passive"
"440","Rampage","Passive"
"441","Seismic Slam","Shattered Ground"
"442","Call of the Ancients","Ancients' Fury"
"443","Battle Rage","Bloodshed"
"444","War Cry","Impunity"
"445","Wrath of the Berserker","Insanity"
"446","Leap","Iron Impact"
"447","Rampage","Passive"
"448","Ruthless","Passive"
"449","Bloodthirst","Passive"
"450","Boon of Bul-Kathos","Passive"
"451","Call of the Ancients","Together as One"
"452","Whirlwind","Wind Shear"
"453","Battle Rage","Bloodshed"
"454","Sprint","Run Like the Wind"
"455","Threatening Shout","Grim Harvest"
"456","War Cry","Impunity"
"457","Weapons Master","Passive"
"458","Berserker Rage","Passive"
"459","Inspiring Presence","Passive"
"460","Rampage","Passive"
"461","Call of the Ancients","Together as One"
"462","Furious Charge","Battering Ram"
"463","Ignore Pain","Ignorance is Bliss"
"464","Battle Rage","Bloodshed"
"465","War Cry","Impunity"
"466","Wrath of the Berserker","Insanity"
"467","Boon of Bul-Kathos","Passive"
"468","Berserker Rage","Passive"
"469","Tough as Nails","Passive"
"470","Brawler","Passive"
"471","Furious Charge","Merciless Assault"
"472","War Cry","Impunity"
"473","Call of the Ancients","Together as One"
"474","Ignore Pain","Ignorance is Bliss"
"475","Wrath of the Berserker","Striding Giant"
"476","Battle Rage","Bloodshed"
"477","Berserker Rage","Passive"
"478","Boon of Bul-Kathos","Passive"
"479","Relentless","Passive"
"480","Superstition","Passive"
"481","Rend","Bloodbath"
"482","Whirlwind","Dust Devils"
"483","Battle Rage","Into the Fray"
"484","Sprint","Run Like the Wind"
"485","War Cry","Invigorate"
"486","Call of the Ancients","Ancients' Fury"
"487","Brawler","Passive"
"488","Bloodthirst","Passive"
"489","Rampage","Passive"
"490","Unforgiving","Passive"
"491","Earthquake","Cave-In"
"492","Leap","Death from Above"
"493","War Cry","Impunity"
"494","Wrath of the Berserker","Insanity"
"495","Call of the Ancients","Together as One"
"496","Battle Rage","Marauder's Rage"
"497","Superstition","Passive"
"498","Berserker Rage","Passive"
"499","Weapons Master","Passive"
"500","Boon of Bul-Kathos","Passive"
"501","Whirlwind","Wind Shear"
"502","Battle Rage","Bloodshed"
"503","Call of the Ancients","Ancients' Fury"
"504","War Cry","Impunity"
"505","Sprint","Run Like the Wind"
"506","Wrath of the Berserker","Insanity"
"507","Boon of Bul-Kathos","Passive"
"508","Ruthless","Passive"
"509","Rampage","Passive"
"510","Brawler","Passive"
"511","Call of the Ancients","Together as One"
"512","Furious Charge","Battering Ram"
"513","Battle Rage","Bloodshed"
"514","Ignore Pain","Ignorance is Bliss"
"515","War Cry","Impunity"
"516","Wrath of the Berserker","Insanity"
"517","Berserker Rage","Passive"
"518","Superstition","Passive"
"519","Boon of Bul-Kathos","Passive"
"520","Brawler","Passive"
"521","Whirlwind","Dust Devils"
"522","Sprint","Run Like the Wind"
"523","Battle Rage","Marauder's Rage"
"524","Wrath of the Berserker","Insanity"
"525","Call of the Ancients","Ancients' Fury"
"526","War Cry","Impunity"
"527","Boon of Bul-Kathos","Passive"
"528","Ruthless","Passive"
"529","Rampage","Passive"
"530","Berserker Rage","Passive"
"531","Call of the Ancients","Together as One"
"532","War Cry","Impunity"
"533","Ignore Pain","Ignorance is Bliss"
"534","Battle Rage","Bloodshed"
"535","Wrath of the Berserker","Insanity"
"536","Furious Charge","Merciless Assault"
"537","Superstition","Passive"
"538","Berserker Rage","Passive"
"539","Ruthless","Passive"
"540","Rampage","Passive"
"541","Frenzy","Maniac"
"542","War Cry","Impunity"
"543","Battle Rage","Bloodshed"
"544","Furious Charge","Merciless Assault"
"545","Wrath of the Berserker","Striding Giant"
"546","Ignore Pain","Ignorance is Bliss"
"547","Tough as Nails","Passive"
"548","Berserker Rage","Passive"
"549","Brawler","Passive"
"550","Superstition","Passive"
"551","Call of the Ancients","The Council Rises"
"552","Overpower","Killing Spree"
"553","Wrath of the Berserker","Insanity"
"554","Sprint","Run Like the Wind"
"555","Furious Charge","Merciless Assault"
"556","Battle Rage","Bloodshed"
"557","Superstition","Passive"
"558","Rampage","Passive"
"559","Boon of Bul-Kathos","Passive"
"560","Ruthless","Passive"
"561","Call of the Ancients","Together as One"
"562","Battle Rage","Bloodshed"
"563","War Cry","Impunity"
"564","Ignore Pain","Iron Hide"
"565","Furious Charge","Battering Ram"
"566","Wrath of the Berserker","Striding Giant"
"567","Rampage","Passive"
"568","Berserker Rage","Passive"
"569","Brawler","Passive"
"570","Boon of Bul-Kathos","Passive"
"571","Call of the Ancients","Together as One"
"572","Furious Charge","Stamina"
"573","Wrath of the Berserker","Insanity"
"574","War Cry","Impunity"
"575","Battle Rage","Bloodshed"
"576","Sprint","Marathon"
"577","Berserker Rage","Passive"
"578","Superstition","Passive"
"579","Boon of Bul-Kathos","Passive"
"580","Brawler","Passive"
"581","Call of the Ancients","The Council Rises"
"582","Furious Charge","Stamina"
"583","Battle Rage","Bloodshed"
"584","War Cry","Impunity"
"585","Ignore Pain","Ignorance is Bliss"
"586","Wrath of the Berserker","Insanity"
"587","Boon of Bul-Kathos","Passive"
"588","Rampage","Passive"
"589","Berserker Rage","Passive"
"590","Superstition","Passive"
"591","Furious Charge","Battering Ram"
"592","Battle Rage","Bloodshed"
"593","Wrath of the Berserker","Insanity"
"594","Overpower","Killing Spree"
"595","Sprint","Forced March"
"596","War Cry","Impunity"
"597","Brawler","Passive"
"598","Rampage","Passive"
"599","Berserker Rage","Passive"
"600","Boon of Bul-Kathos","Passive"
"601","Call of the Ancients","Together as One"
"602","Furious Charge","Battering Ram"
"603","Wrath of the Berserker","Striding Giant"
"604","Battle Rage","Bloodshed"
"605","Ignore Pain","Ignorance is Bliss"
"606","War Cry","Impunity"
"607","Brawler","Passive"
"608","Berserker Rage","Passive"
"609","Rampage","Passive"
"610","Superstition","Passive"
"611","Frenzy","Maniac"
"612","Furious Charge","Merciless Assault"
"613","Ignore Pain","Iron Hide"
"614","Battle Rage","Bloodshed"
"615","Call of the Ancients","Together as One"
"616","Wrath of the Berserker","Insanity"
"617","Rampage","Passive"
"618","Brawler","Passive"
"619","Berserker Rage","Passive"
"620","Boon of Bul-Kathos","Passive"
"621","Frenzy","Maniac"
"622","Furious Charge","Merciless Assault"
"623","Ignore Pain","Ignorance is Bliss"
"624","Battle Rage","Bloodshed"
"625","Call of the Ancients","The Council Rises"
"626","Wrath of the Berserker","Insanity"
"627","Berserker Rage","Passive"
"628","Rampage","Passive"
"629","Boon of Bul-Kathos","Passive"
"630","Ruthless","Passive"
"631","Call of the Ancients","The Council Rises"
"632","Furious Charge","Merciless Assault"
"633","War Cry","Impunity"
"634","Ignore Pain","Iron Hide"
"635","Battle Rage","Bloodshed"
"636","Wrath of the Berserker","Insanity"
"637","Ruthless","Passive"
"638","Boon of Bul-Kathos","Passive"
"639","Berserker Rage","Passive"
"640","Rampage","Passive"
"641","Call of the Ancients","The Council Rises"
"642","Ignore Pain","Iron Hide"
"643","Leap","Death from Above"
"644","Earthquake","Molten Fury"
"645","War Cry","Impunity"
"646","Wrath of the Berserker","Insanity"
"647","Ruthless","Passive"
"648","Boon of Bul-Kathos","Passive"
"649","Superstition","Passive"
"650","Berserker Rage","Passive"
"651","Call of the Ancients","Together as One"
"652","Furious Charge","Battering Ram"
"653","Ignore Pain","Ignorance is Bliss"
"654","Battle Rage","Bloodshed"
"655","War Cry","Impunity"
"656","Wrath of the Berserker","Insanity"
"657","Ruthless","Passive"
"658","Boon of Bul-Kathos","Passive"
"659","Superstition","Passive"
"660","Berserker Rage","Passive"
"661","Frenzy","Maniac"
"662","Furious Charge","Battering Ram"
"663","Battle Rage","Bloodshed"
"664","Ignore Pain","Iron Hide"
"665","Call of the Ancients","The Council Rises"
"666","Wrath of the Berserker","Insanity"
"667","Berserker Rage","Passive"
"668","Ruthless","Passive"
"669","Brawler","Passive"
"670","Rampage","Passive"
"671","Call of the Ancients","The Council Rises"
"672","Furious Charge","Battering Ram"
"673","Battle Rage","Bloodshed"
"674","Overpower","Killing Spree"
"675","Ignore Pain","Ignorance is Bliss"
"676","Wrath of the Berserker","Insanity"
"677","Ruthless","Passive"
"678","Berserker Rage","Passive"
"679","Brawler","Passive"
"680","Rampage","Passive"
"681","Furious Charge","Battering Ram"
"682","Ignore Pain","Iron Hide"
"683","War Cry","Impunity"
"684","Battle Rage","Bloodshed"
"685","Call of the Ancients","The Council Rises"
"686","Wrath of the Berserker","Insanity"
"687","Berserker Rage","Passive"
"688","Superstition","Passive"
"689","Rampage","Passive"
"690","Ruthless","Passive"
"691","Frenzy","Maniac"
"692","Furious Charge","Battering Ram"
"693","Sprint","Marathon"
"694","Battle Rage","Bloodshed"
"695","Wrath of the Berserker","Insanity"
"696","Call of the Ancients","The Council Rises"
"697","Superstition","Passive"
"698","Berserker Rage","Passive"
"699","Rampage","Passive"
"700","Boon of Bul-Kathos","Passive"
"701","Frenzy","Maniac"
"702","Battle Rage","Bloodshed"
"703","Furious Charge","Battering Ram"
"704","Ignore Pain","Ignorance is Bliss"
"705","Call of the Ancients","Together as One"
"706","Wrath of the Berserker","Insanity"
"707","Berserker Rage","Passive"
"708","Ruthless","Passive"
"709","Boon of Bul-Kathos","Passive"
"710","Superstition","Passive"
"711","Call of the Ancients","Together as One"
"712","Ignore Pain","Ignorance is Bliss"
"713","Furious Charge","Battering Ram"
"714","Battle Rage","Bloodshed"
"715","War Cry","Impunity"
"716","Wrath of the Berserker","Striding Giant"
"717","Brawler","Passive"
"718","Superstition","Passive"
"719","Ruthless","Passive"
"720","Boon of Bul-Kathos","Passive"
"721","Call of the Ancients","The Council Rises"
"722","Furious Charge","Battering Ram"
"723","Battle Rage","Bloodshed"
"724","Wrath of the Berserker","Insanity"
"725","War Cry","Impunity"
"726","Ignore Pain","Ignorance is Bliss"
"727","Superstition","Passive"
"728","Boon of Bul-Kathos","Passive"
"729","Rampage","Passive"
"730","Berserker Rage","Passive"
"731","Bash","Punish"
"732","Furious Charge","Merciless Assault"
"733","Battle Rage","Bloodshed"
"734","Wrath of the Berserker","Insanity"
"735","Ignore Pain","Ignorance is Bliss"
"736","Call of the Ancients","The Council Rises"
"737","Ruthless","Passive"
"738","Berserker Rage","Passive"
"739","Boon of Bul-Kathos","Passive"
"740","Superstition","Passive"
"741","Frenzy","Maniac"
"742","Furious Charge","Battering Ram"
"743","Ignore Pain","Ignorance is Bliss"
"744","Battle Rage","Bloodshed"
"745","Call of the Ancients","The Council Rises"
"746","Wrath of the Berserker","Insanity"
"747","Rampage","Passive"
"748","Superstition","Passive"
"749","Boon of Bul-Kathos","Passive"
"750","Berserker Rage","Passive"
"751","Call of the Ancients","Together as One"
"752","Furious Charge","Battering Ram"
"753","Ignore Pain","Ignorance is Bliss"
"754","War Cry","Impunity"
"755","Wrath of the Berserker","Insanity"
"756","Battle Rage","Bloodshed"
"757","Brawler","Passive"
"758","Berserker Rage","Passive"
"759","Rampage","Passive"
"760","Ruthless","Passive"
"761","Frenzy","Maniac"
"762","Furious Charge","Battering Ram"
"763","Sprint","Marathon"
"764","War Cry","Impunity"
"765","Wrath of the Berserker","Insanity"
"766","Battle Rage","Bloodshed"
"767","Ruthless","Passive"
"768","Berserker Rage","Passive"
"769","Brawler","Passive"
"770","Boon of Bul-Kathos","Passive"
"771","Hammer of the Ancients","Smash"
"772","Furious Charge","Battering Ram"
"773","Wrath of the Berserker","Insanity"
"774","Call of the Ancients","The Council Rises"
"775","Battle Rage","Bloodshed"
"776","Ignore Pain","Iron Hide"
"777","Rampage","Passive"
"778","Ruthless","Passive"
"779","Boon of Bul-Kathos","Passive"
"780","Berserker Rage","Passive"
"781","Furious Charge","Battering Ram"
"782","Overpower","Crushing Advance"
"783","War Cry","Impunity"
"784","Ignore Pain","Iron Hide"
"785","Battle Rage","Bloodshed"
"786","Wrath of the Berserker","Insanity"
"787","Boon of Bul-Kathos","Passive"
"788","Berserker Rage","Passive"
"789","Bloodthirst","Passive"
"790","Brawler","Passive"
"791","Furious Charge","Battering Ram"
"792","Ignore Pain","Iron Hide"
"793","Wrath of the Berserker","Insanity"
"794","Battle Rage","Bloodshed"
"795","War Cry","Impunity"
"796","Call of the Ancients","Together as One"
"797","Berserker Rage","Passive"
"798","Boon of Bul-Kathos","Passive"
"799","Relentless","Passive"
"800","Rampage","Passive"
"801","Call of the Ancients","Together as One"
"802","Furious Charge","Merciless Assault"
"803","Battle Rage","Bloodshed"
"804","Ignore Pain","Ignorance is Bliss"
"805","Wrath of the Berserker","Striding Giant"
"806","War Cry","Impunity"
"807","Rampage","Passive"
"808","Superstition","Passive"
"809","Berserker Rage","Passive"
"810","Boon of Bul-Kathos","Passive"
"811","Frenzy","Maniac"
"812","Furious Charge","Battering Ram"
"813","Call of the Ancients","The Council Rises"
"814","Ignore Pain","Bravado"
"815","Battle Rage","Bloodshed"
"816","Wrath of the Berserker","Insanity"
"817","Boon of Bul-Kathos","Passive"
"818","Rampage","Passive"
"819","Superstition","Passive"
"820","Berserker Rage","Passive"
"821","Frenzy","Maniac"
