"","Spell","Rune"
"72","Vengeance","Side Cannons"
"73","Vault","Trail of Cinders"
"74","Sentry","Spitfire Turret"
"75","Companion","Caltrops"
"76","Bait the Trap","Cull the Weak"
"77","Awareness","Passive"
"78","Steady Aim","Passive"
"79","Blood Vengeance","Passive"
"80",NA,"Passive"
"81","Evasive Fire","Focus"
"82","Cluster Arrow","Maelstrom"
"83","Vault","Tumble"
"84","Sentry","Polar Station"
"85","Preparation","Punishment"
"86","Companion","Wolf Companion"
"87","Cull the Weak","Passive"
"88","Blood Vengeance","Passive"
"89","Tactical Advantage","Passive"
"90","Ballistics","Passive"
"91","Evasive Fire","Focus"
"92","Cluster Arrow","Maelstrom"
"93","Companion","Ferret Companion"
"94","Smoke Screen","Lingering Fog"
"95","Sentry","Polar Station"
"96","Preparation","Punishment"
"97","Ballistics","Passive"
"98","Awareness","Passive"
"99","Cull the Weak","Passive"
"100","Custom Engineering","Passive"
"101","Elemental Arrow","Ball Lightning"
"102","Sentry","Spitfire Turret"
"103","Caltrops","Bait the Trap"
"104","Marked for Death","Valley of Death"
"105","Spike Trap","Lightning Rod"
"106","Companion","Wolf Companion"
"107","Steady Aim","Passive"
"108","Cull the Weak","Passive"
"109","Ambush","Passive"
"110","Custom Engineering","Passive"
"111","Entangling Shot","Justice is Served"
"112","Cluster Arrow","Loaded for Bear"
"113","Sentry","Spitfire Turret"
"114","Smoke Screen","Lingering Fog"
"115","Preparation","Punishment"
"116","Companion","Wolf Companion"
"117","Cull the Weak","Passive"
"118","Custom Engineering","Passive"
"119","Blood Vengeance","Passive"
"120","Steady Aim","Passive"
"121","Cluster Arrow","Loaded for Bear"
"122","Marked for Death","Grim Reaper"
"123","Sentry","Spitfire Turret"
"124","Preparation","Punishment"
"125","Vault","Trail of Cinders"
"126","Companion","Wolf Companion"
"127","Blood Vengeance","Passive"
"128","Cull the Weak","Passive"
"129","Custom Engineering","Passive"
"130","Awareness","Passive"
"131","Cluster Arrow","Maelstrom"
"132","Evasive Fire","Focus"
"133","Sentry","Polar Station"
"134","Vault","Tumble"
"135","Companion","Wolf Companion"
"136","Preparation","Punishment"
"137","Awareness","Passive"
"138","Steady Aim","Passive"
"139","Ballistics","Passive"
"140","Cull the Weak","Passive"
"141","Evasive Fire","Focus"
"142","Companion","Wolf Companion"
"143","Vault","Tumble"
"144","Cluster Arrow","Maelstrom"
"145","Sentry","Polar Station"
"146","Preparation","Punishment"
"147","Custom Engineering","Passive"
"148","Steady Aim","Passive"
"149","Cull the Weak","Passive"
"150","Ballistics","Passive"
"151","Vault","Trail of Cinders"
"152","Multishot","Arsenal"
"153","Companion","Wolf Companion"
"154","Vengeance","Seethe"
"155","Preparation","Focused Mind"
"156","Sentry","Spitfire Turret"
"157","Custom Engineering","Passive"
"158","Ballistics","Passive"
"159","Cull the Weak","Passive"
"160","Awareness","Passive"
"161","Evasive Fire","Focus"
"162","Preparation","Punishment"
"163","Cluster Arrow","Maelstrom"
"164","Vault","Tumble"
"165","Sentry","Spitfire Turret"
"166","Companion","Wolf Companion"
"167","Tactical Advantage","Passive"
"168","Ambush","Passive"
"169","Awareness","Passive"
"170","Custom Engineering","Passive"
"171","Marked for Death","Mortal Enemy"
"172","Elemental Arrow","Ball Lightning"
"173","Smoke Screen","Lingering Fog"
"174","Sentry","Polar Station"
"175","Caltrops","Bait the Trap"
"176","Companion","Wolf Companion"
"177","Awareness","Passive"
"178","Custom Engineering","Passive"
"179","Cull the Weak","Passive"
"180","Night Stalker","Passive"
"181","Cluster Arrow","Loaded for Bear"
"182","Caltrops","Bait the Trap"
"183","Vault","Trail of Cinders"
"184","Companion","Wolf Companion"
"185","Sentry","Spitfire Turret"
"186","Preparation","Punishment"
"187","Cull the Weak","Passive"
"188","Blood Vengeance","Passive"
"189","Hot Pursuit","Passive"
"190","Awareness","Passive"
"191","Evasive Fire","Focus"
"192","Cluster Arrow","Maelstrom"
"193","Companion","Wolf Companion"
"194","Vault","Tumble"
"195","Sentry","Polar Station"
"196","Preparation","Punishment"
"197","Cull the Weak","Passive"
"198","Ballistics","Passive"
"199","Custom Engineering","Passive"
"200","Awareness","Passive"
"201","Evasive Fire","Focus"
"202","Cluster Arrow","Maelstrom"
"203","Companion","Preparation"
"204","Punishment","Vault"
"205","Tumble","Sentry"
"206","Spitfire Turret","Ballistics"
"207","Steady Aim","Passive"
"208","Cull the Weak","Passive"
"209","Custom Engineering","Passive"
"210",NA,"Passive"
"211","Sentry","Spitfire Turret"
"212","Multishot","Arsenal"
"213","Vengeance","Seethe"
"214","Companion","Ferret Companion"
"215","Vault","Trail of Cinders"
"216","Preparation","Focused Mind"
"217","Tactical Advantage","Passive"
"218","Custom Engineering","Passive"
"219","Ballistics","Passive"
"220","Blood Vengeance","Passive"
"221","Multishot","Arsenal"
"222","Elemental Arrow","Immolation Arrow"
"223","Smoke Screen","Special Recipe"
"224","Companion","Wolf Companion"
"225","Preparation","Punishment"
"226","Sentry","Polar Station"
"227","Ballistics","Passive"
"228","Cull the Weak","Passive"
"229","Awareness","Passive"
"230","Custom Engineering","Passive"
"231","Evasive Fire","Focus"
"232","Cluster Arrow","Maelstrom"
"233","Sentry","Polar Station"
"234","Preparation","Punishment"
"235","Companion","Wolf Companion"
"236","Smoke Screen","Lingering Fog"
"237","Steady Aim","Passive"
"238","Awareness","Passive"
"239","Custom Engineering","Passive"
"240","Cull the Weak","Passive"
"241","Elemental Arrow","Immolation Arrow"
"242","Cluster Arrow","Shooting Stars"
"243","Vault","Tumble"
"244","Sentry","Spitfire Turret"
"245","Preparation","Punishment"
"246","Companion","Custom Engineering"
"247","Cull the Weak","Passive"
"248","Blood Vengeance","Passive"
"249","Awareness","Passive"
"250",NA,"Passive"
"251","Evasive Fire","Focus"
"252","Cluster Arrow","Maelstrom"
"253","Companion","Vault"
"254","Tumble","Preparation"
"255","Punishment","Sentry"
"256","Polar Station","Ballistics"
"257","Awareness","Passive"
"258","Cull the Weak","Passive"
"259","Custom Engineering","Passive"
"260",NA,"Passive"
"261","Elemental Arrow","Ball Lightning"
"262","Sentry","Spitfire Turret"
"263","Companion","Wolf Companion"
"264","Vault","Tumble"
"265","Multishot","Arsenal"
"266","Cluster Arrow","Maelstrom"
"267","Awareness","Passive"
"268","Steady Aim","Passive"
"269","Cull the Weak","Passive"
"270","Ballistics","Passive"
"271","Elemental Arrow","Immolation Arrow"
"272","Smoke Screen","Lingering Fog"
"273","Caltrops","Bait the Trap"
"274","Companion","Preparation"
"275","Focused Mind","Marked for Death"
"276","Mortal Enemy","Steady Aim"
"277","Single Out","Passive"
"278","Awareness","Passive"
"279","Cull the Weak","Passive"
"280",NA,"Passive"
"281","Multishot","Arsenal"
"282","Vengeance","Seethe"
"283","Vault","Trail of Cinders"
"284","Preparation","Punishment"
"285","Sentry","Spitfire Turret"
"286","Companion","Wolf Companion"
"287","Custom Engineering","Passive"
"288","Cull the Weak","Passive"
"289","Awareness","Passive"
"290","Steady Aim","Passive"
"291","Cluster Arrow","Cluster Bombs"
"292","Caltrops","Bait the Trap"
"293","Vengeance","Personal Mortar"
"294","Sentry","Spitfire Turret"
"295","Vault","Tumble"
"296","Companion","Wolf Companion"
"297","Awareness","Passive"
"298","Blood Vengeance","Passive"
"299","Grenadier","Passive"
"300","Cull the Weak","Passive"
"301","Elemental Arrow","Frost Arrow"
"302","Cluster Arrow","Maelstrom"
"303","Sentry","Spitfire Turret"
"304","Companion","Wolf Companion"
"305","Vault","Tumble"
"306","Multishot","Arsenal"
"307","Cull the Weak","Passive"
"308","Custom Engineering","Passive"
"309","Awareness","Passive"
"310","Ballistics","Passive"
"311","Evasive Fire","Focus"
"312","Cluster Arrow","Loaded for Bear"
"313","Sentry","Spitfire Turret"
"314","Preparation","Punishment"
"315","Caltrops","Bait the Trap"
"316","Companion","Wolf Companion"
"317","Steady Aim","Passive"
"318","Custom Engineering","Passive"
"319","Cull the Weak","Passive"
"320","Awareness","Passive"
"321","Evasive Fire","Focus"
"322","Cluster Arrow","Maelstrom"
"323","Vault","Tumble"
"324","Sentry","Polar Station"
"325","Preparation","Punishment"
"326","Companion","Wolf Companion"
"327","Ballistics","Passive"
"328","Cull the Weak","Passive"
"329","Custom Engineering","Passive"
"330","Awareness","Passive"
"331","Chakram","Shuriken Cloud"
"332","Cluster Arrow","Shooting Stars"
"333","Preparation","Focused Mind"
"334","Shadow Power","Shadow Glide"
"335","Smoke Screen","Displacement"
"336","Vault","Action Shot"
"337","Archery","Passive"
"338","Tactical Advantage","Passive"
"339","Hot Pursuit","Passive"
"340","Ballistics","Passive"
"341","Evasive Fire","Focus"
"342","Cluster Arrow","Loaded for Bear"
"343","Sentry","Spitfire Turret"
"344","Smoke Screen","Displacement"
"345","Preparation","Punishment"
"346","Companion","Wolf Companion"
"347","Cull the Weak","Passive"
"348","Steady Aim","Passive"
"349","Awareness","Passive"
"350","Blood Vengeance","Passive"
"351","Evasive Fire","Focus"
"352","Cluster Arrow","Shooting Stars"
"353","Vault","Tumble"
"354","Companion","Wolf Companion"
"355","Sentry","Polar Station"
"356","Preparation","Punishment"
"357","Ballistics","Passive"
"358","Steady Aim","Passive"
"359","Cull the Weak","Passive"
"360","Awareness","Passive"
"361","Evasive Fire","Focus"
"362","Cluster Arrow","Shooting Stars"
"363","Preparation","Punishment"
"364","Caltrops","Bait the Trap"
"365","Companion","Wolf Companion"
"366","Sentry","Polar Station"
"367","Cull the Weak","Passive"
"368","Steady Aim","Passive"
"369","Ballistics","Passive"
"370","Custom Engineering","Passive"
"371","Marked for Death","Grim Reaper"
"372","Impale","Chemical Burn"
"373","Companion","Wolf Companion"
"374","Preparation","Punishment"
"375","Vault","Trail of Cinders"
"376","Sentry","Spitfire Turret"
"377","Steady Aim","Passive"
"378","Cull the Weak","Passive"
"379","Awareness","Passive"
"380","Custom Engineering","Passive"
"381","Cluster Arrow","Loaded for Bear"
"382","Caltrops","Bait the Trap"
"383","Sentry","Spitfire Turret"
"384","Preparation","Punishment"
"385","Marked for Death","Valley of Death"
"386","Companion","Custom Engineering"
"387","Steady Aim","Passive"
"388","Cull the Weak","Passive"
"389","Archery","Passive"
"390",NA,"Passive"
"391","Marked for Death","Contagion"
"392","Multishot","Arsenal"
"393","Preparation","Punishment"
"394","Companion","Wolf Companion"
"395","Vault","Trail of Cinders"
"396","Sentry","Spitfire Turret"
"397","Blood Vengeance","Passive"
"398","Custom Engineering","Passive"
"399","Archery","Passive"
"400","Tactical Advantage","Passive"
"401","Evasive Fire","Focus"
"402","Multishot","Arsenal"
"403","Companion","Wolf Companion"
"404","Vault","Trail of Cinders"
"405","Sentry","Spitfire Turret"
"406","Marked for Death","Contagion"
"407","Awareness","Passive"
"408","Tactical Advantage","Passive"
"409","Ambush","Passive"
"410","Custom Engineering","Passive"
"411","Evasive Fire","Focus"
"412","Cluster Arrow","Shooting Stars"
"413","Companion","Wolf Companion"
"414","Marked for Death","Contagion"
"415","Sentry","Polar Station"
"416","Preparation","Punishment"
"417","Ballistics","Passive"
"418","Awareness","Passive"
"419","Cull the Weak","Passive"
"420","Custom Engineering","Passive"
"421","Multishot","Arsenal"
"422","Elemental Arrow","Immolation Arrow"
"423","Vault","Trail of Cinders"
"424","Sentry","Spitfire Turret"
"425","Preparation","Focused Mind"
"426","Companion","Wolf Companion"
"427","Tactical Advantage","Passive"
"428","Custom Engineering","Passive"
"429","Blood Vengeance","Passive"
"430","Ballistics","Passive"
"431","Evasive Fire","Focus"
"432","Cluster Arrow","Shooting Stars"
"433","Sentry","Polar Station"
"434","Companion","Wolf Companion"
"435","Smoke Screen","Lingering Fog"
"436","Preparation","Punishment"
"437","Cull the Weak","Passive"
"438","Awareness","Passive"
"439","Ballistics","Passive"
"440","Custom Engineering","Passive"
"441","Evasive Fire","Focus"
"442","Cluster Arrow","Maelstrom"
"443","Vault","Tumble"
"444","Sentry","Polar Station"
"445","Companion","Wolf Companion"
"446","Preparation","Punishment"
"447","Awareness","Passive"
"448","Custom Engineering","Passive"
"449","Cull the Weak","Passive"
"450","Ballistics","Passive"
"451","Cluster Arrow","Loaded for Bear"
"452","Evasive Fire","Focus"
"453","Caltrops","Bait the Trap"
"454","Sentry","Spitfire Turret"
"455","Preparation","Punishment"
"456","Companion","Wolf Companion"
"457","Grenadier","Passive"
"458","Custom Engineering","Passive"
"459","Steady Aim","Passive"
"460","Cull the Weak","Passive"
"461","Elemental Arrow","Immolation Arrow"
"462","Multishot","Arsenal"
"463","Sentry","Spitfire Turret"
"464","Vault","Tumble"
"465","Companion","Wolf Companion"
"466","Marked for Death","Valley of Death"
"467","Steady Aim","Passive"
"468","Ballistics","Passive"
"469","Archery","Passive"
"470","Custom Engineering","Passive"
"471","Cluster Arrow","Loaded for Bear"
"472","Companion","Wolf Companion"
"473","Sentry","Spitfire Turret"
"474","Preparation","Punishment"
"475","Evasive Fire","Focus"
"476","Vengeance","Custom Engineering"
"477","Steady Aim","Passive"
"478","Cull the Weak","Passive"
"479","Blood Vengeance","Passive"
"480",NA,"Passive"
"481","Evasive Fire","Focus"
"482","Cluster Arrow","Loaded for Bear"
"483","Vault","Tumble"
"484","Sentry","Polar Station"
"485","Preparation","Punishment"
"486","Companion","Wolf Companion"
"487","Cull the Weak","Passive"
"488","Custom Engineering","Passive"
"489","Steady Aim","Passive"
"490","Tactical Advantage","Passive"
"491","Elemental Arrow","Frost Arrow"
"492","Cluster Arrow","Maelstrom"
"493","Vault","Tumble"
"494","Multishot","Arsenal"
"495","Companion","Sentry"
"496","Spitfire Turret","Awareness"
"497","Ballistics","Passive"
"498","Steady Aim","Passive"
"499","Custom Engineering","Passive"
"500",NA,"Passive"
"501","Cluster Arrow","Maelstrom"
"502","Vault","Tumble"
"503","Sentry","Polar Station"
"504","Companion","Wolf Companion"
"505","Preparation","Punishment"
"506","Evasive Fire","Focus"
"507","Awareness","Passive"
"508","Ballistics","Passive"
"509","Cull the Weak","Passive"
"510","Custom Engineering","Passive"
"511","Multishot","Arsenal"
"512","Companion","Wolf Companion"
"513","Shadow Power","Night Bane"
"514","Vault","Trail of Cinders"
"515","Preparation","Punishment"
"516","Sentry","Polar Station"
"517","Tactical Advantage","Passive"
"518","Custom Engineering","Passive"
"519","Blood Vengeance","Passive"
"520","Awareness","Passive"
"521","Evasive Fire","Focus"
"522","Multishot","Arsenal"
"523","Sentry","Polar Station"
"524","Preparation","Punishment"
"525","Vault","Tumble"
"526","Companion","Wolf Companion"
"527","Awareness","Passive"
"528","Tactical Advantage","Passive"
"529","Blood Vengeance","Passive"
"530","Hot Pursuit","Passive"
"531","Evasive Fire","Focus"
"532","Cluster Arrow","Maelstrom"
"533","Preparation","Punishment"
"534","Sentry","Polar Station"
"535","Vault","Tumble"
"536","Companion","Wolf Companion"
"537","Cull the Weak","Passive"
"538","Ballistics","Passive"
"539","Custom Engineering","Passive"
"540","Awareness","Passive"
"541","Evasive Fire","Focus"
"542","Cluster Arrow","Maelstrom"
"543","Sentry","Spitfire Turret"
"544","Vault","Tumble"
"545","Preparation","Punishment"
"546","Companion","Tactical Advantage"
"547","Awareness","Passive"
"548","Cull the Weak","Passive"
"549","Custom Engineering","Passive"
"550",NA,"Passive"
"551","Cluster Arrow","Loaded for Bear"
"552","Marked for Death","Contagion"
"553","Caltrops","Bait the Trap"
"554","Vault","Trail of Cinders"
"555","Sentry","Polar Station"
"556","Companion","Wolf Companion"
"557","Archery","Passive"
"558","Steady Aim","Passive"
"559","Cull the Weak","Passive"
"560","Awareness","Passive"
"561","Evasive Fire","Focus"
"562","Cluster Arrow","Maelstrom"
"563","Smoke Screen","Lingering Fog"
"564","Sentry","Polar Station"
"565","Companion","Wolf Companion"
"566","Preparation","Punishment"
"567","Steady Aim","Passive"
"568","Custom Engineering","Passive"
"569","Cull the Weak","Passive"
"570","Ballistics","Passive"
"571","Evasive Fire","Focus"
"572","Cluster Arrow","Maelstrom"
"573","Vault","Tumble"
"574","Preparation","Punishment"
"575","Sentry","Polar Station"
"576","Companion","Wolf Companion"
"577","Steady Aim","Passive"
"578","Custom Engineering","Passive"
"579","Ballistics","Passive"
"580","Cull the Weak","Passive"
"581","Cluster Arrow","Maelstrom"
"582","Evasive Fire","Focus"
"583","Smoke Screen","Lingering Fog"
"584","Sentry","Polar Station"
"585","Companion","Wolf Companion"
"586","Preparation","Punishment"
"587","Awareness","Passive"
"588","Steady Aim","Passive"
"589","Cull the Weak","Passive"
"590","Ballistics","Passive"
"591","Multishot","Arsenal"
"592","Vengeance","Seethe"
"593","Vault","Trail of Cinders"
"594","Sentry","Spitfire Turret"
"595","Companion","Preparation"
"596","Punishment","Tactical Advantage"
"597","Blood Vengeance","Passive"
"598","Custom Engineering","Passive"
"599","Steady Aim","Passive"
"600",NA,"Passive"
"601","Evasive Fire","Focus"
"602","Cluster Arrow","Maelstrom"
"603","Vault","Tumble"
"604","Sentry","Polar Station"
"605","Preparation","Punishment"
"606","Companion","Wolf Companion"
"607","Steady Aim","Passive"
"608","Cull the Weak","Passive"
"609","Custom Engineering","Passive"
"610","Ballistics","Passive"
"611","Evasive Fire","Focus"
"612","Cluster Arrow","Maelstrom"
"613","Vault","Rattling Roll"
"614","Companion","Wolf Companion"
"615","Preparation","Punishment"
"616","Sentry","Polar Station"
"617","Custom Engineering","Passive"
"618","Ballistics","Passive"
"619","Steady Aim","Passive"
"620","Awareness","Passive"
"621","Elemental Arrow","Immolation Arrow"
"622","Cluster Arrow","Loaded for Bear"
"623","Sentry","Spitfire Turret"
"624","Companion","Vault"
"625","Tumble","Caltrops"
"626","Bait the Trap","Steady Aim"
"627","Tactical Advantage","Passive"
"628","Cull the Weak","Passive"
"629","Custom Engineering","Passive"
"630",NA,"Passive"
"631","Evasive Fire","Focus"
"632","Cluster Arrow","Maelstrom"
"633","Sentry","Polar Station"
"634","Vault","Tumble"
"635","Preparation","Punishment"
"636","Companion","Wolf Companion"
"637","Awareness","Passive"
"638","Steady Aim","Passive"
"639","Cull the Weak","Passive"
"640","Custom Engineering","Passive"
"641","Entangling Shot","Justice is Served"
"642","Cluster Arrow","Loaded for Bear"
"643","Sentry","Spitfire Turret"
"644","Vault","Trail of Cinders"
"645","Preparation","Punishment"
"646","Companion","Wolf Companion"
"647","Cull the Weak","Passive"
"648","Custom Engineering","Passive"
"649","Steady Aim","Passive"
"650","Archery","Passive"
"651","Cluster Arrow","Maelstrom"
"652","Preparation","Punishment"
"653","Evasive Fire","Focus"
"654","Smoke Screen","Lingering Fog"
"655","Sentry","Polar Station"
"656","Companion","Wolf Companion"
"657","Custom Engineering","Passive"
"658","Steady Aim","Passive"
"659","Cull the Weak","Passive"
"660","Archery","Passive"
"661","Marked for Death","Grim Reaper"
"662","Cluster Arrow","Loaded for Bear"
"663","Vault","Trail of Cinders"
"664","Sentry","Spitfire Turret"
"665","Companion","Preparation"
"666","Punishment","Awareness"
"667","Cull the Weak","Passive"
"668","Steady Aim","Passive"
"669","Custom Engineering","Passive"
"670",NA,"Passive"
"671","Evasive Fire","Focus"
"672","Cluster Arrow","Maelstrom"
"673","Companion","Wolf Companion"
"674","Vault","Tumble"
"675","Sentry","Polar Station"
"676","Preparation","Punishment"
"677","Steady Aim","Passive"
"678","Awareness","Passive"
"679","Cull the Weak","Passive"
"680","Custom Engineering","Passive"
"681","Marked for Death","Contagion"
"682","Multishot","Arsenal"
"683","Vault","Trail of Cinders"
"684","Sentry","Polar Station"
"685","Preparation","Punishment"
"686","Companion","Wolf Companion"
"687","Custom Engineering","Passive"
"688","Steady Aim","Passive"
"689","Cull the Weak","Passive"
"690","Awareness","Passive"
"691","Elemental Arrow","Frost Arrow"
"692","Multishot","Arsenal"
"693","Cluster Arrow","Maelstrom"
"694","Vault","Tumble"
"695","Sentry","Spitfire Turret"
"696","Companion","Wolf Companion"
"697","Cull the Weak","Passive"
"698","Awareness","Passive"
"699","Steady Aim","Passive"
"700","Ballistics","Passive"
"701","Evasive Fire","Focus"
"702","Cluster Arrow","Shooting Stars"
"703","Preparation","Punishment"
"704","Vault","Tumble"
"705","Sentry","Polar Station"
"706","Companion","Wolf Companion"
"707","Custom Engineering","Passive"
"708","Awareness","Passive"
"709","Cull the Weak","Passive"
"710","Steady Aim","Passive"
"711","Strafe","Stinging Steel"
"712","Fan of Knives","Pinpoint Accuracy"
"713","Companion","Wolf Companion"
"714","Preparation","Punishment"
"715","Vault","Action Shot"
"716","Rain of Vengeance","Dark Cloud"
"717","Archery","Passive"
"718","Sharpshooter","Passive"
"719","Blood Vengeance","Passive"
"720","Tactical Advantage","Passive"
"721","Bolas","Volatile Explosives"
"722","Multishot","Suppression Fire"
"723","Companion","Bat Companion"
"724","Preparation","Punishment"
"725","Fan of Knives","Knives Expert"
"726","Vault","Tumble"
"727","Blood Vengeance","Passive"
"728","Ambush","Passive"
"729","Cull the Weak","Passive"
"730","Tactical Advantage","Passive"
"731","Marked for Death","Grim Reaper"
"732","Multishot","Arsenal"
"733","Vault","Tumble"
"734","Preparation","Punishment"
"735","Sentry","Polar Station"
"736","Companion","Wolf Companion"
"737","Cull the Weak","Passive"
"738","Steady Aim","Passive"
"739","Ballistics","Passive"
"740","Awareness","Passive"
"741","Evasive Fire","Focus"
"742","Cluster Arrow","Loaded for Bear"
"743","Companion","Wolf Companion"
"744","Vault","Tumble"
"745","Sentry","Spitfire Turret"
"746","Preparation","Punishment"
"747","Blood Vengeance","Passive"
"748","Cull the Weak","Passive"
"749","Custom Engineering","Passive"
"750","Awareness","Passive"
"751","Elemental Arrow","Immolation Arrow"
"752","Cluster Arrow","Loaded for Bear"
"753","Vault","Tumble"
"754","Sentry","Polar Station"
"755","Companion","Wolf Companion"
"756","Preparation","Punishment"
"757","Tactical Advantage","Passive"
"758","Custom Engineering","Passive"
"759","Cull the Weak","Passive"
"760","Steady Aim","Passive"
"761","Evasive Fire","Focus"
"762","Cluster Arrow","Loaded for Bear"
"763","Companion","Wolf Companion"
"764","Smoke Screen","Lingering Fog"
"765","Preparation","Punishment"
"766","Sentry","Polar Station"
"767","Cull the Weak","Passive"
"768","Steady Aim","Passive"
"769","Awareness","Passive"
"770","Blood Vengeance","Passive"
"771","Cluster Arrow","Shooting Stars"
"772","Preparation","Punishment"
"773","Sentry","Polar Station"
"774","Vault","Tumble"
"775","Evasive Fire","Focus"
"776","Companion","Wolf Companion"
"777","Cull the Weak","Passive"
"778","Steady Aim","Passive"
"779","Ballistics","Passive"
"780","Awareness","Passive"
"781","Evasive Fire","Focus"
"782","Multishot","Arsenal"
"783","Marked for Death","Mortal Enemy"
"784","Sentry","Polar Station"
"785","Preparation","Punishment"
"786","Companion","Wolf Companion"
"787","Ballistics","Passive"
"788","Cull the Weak","Passive"
"789","Steady Aim","Passive"
"790","Custom Engineering","Passive"
"791","Evasive Fire","Focus"
"792","Multishot","Arsenal"
"793","Sentry","Polar Station"
"794","Caltrops","Bait the Trap"
"795","Companion","Wolf Companion"
"796","Preparation","Punishment"
"797","Steady Aim","Passive"
"798","Custom Engineering","Passive"
"799","Cull the Weak","Passive"
"800","Ballistics","Passive"
"801","Marked for Death","Mortal Enemy"
"802","Elemental Arrow","Ball Lightning"
"803","Vault","Tumble"
"804","Sentry","Polar Station"
"805","Preparation","Punishment"
"806","Companion","Wolf Companion"
"807","Awareness","Passive"
"808","Cull the Weak","Passive"
"809","Ballistics","Passive"
"810","Custom Engineering","Passive"
"811","Hungering Arrow","Serrated Arrow"
"812","Cluster Arrow","Loaded for Bear"
"813","Preparation","Punishment"
"814","Marked for Death","Valley of Death"
"815","Companion","Wolf Companion"
"816","Sentry","Polar Station"
"817","Cull the Weak","Passive"
"818","Awareness","Passive"
"819","Custom Engineering","Passive"
"820","Steady Aim","Passive"
"821","Evasive Fire","Focus"
"822","Cluster Arrow","Maelstrom"
"823","Vault","Tumble"
"824","Sentry","Polar Station"
"825","Preparation","Punishment"
"826","Companion","Spider Companion"
"827","Awareness","Passive"
"828","Steady Aim","Passive"
"829","Ballistics","Passive"
"830","Custom Engineering","Passive"
"831","Evasive Fire","Focus"
"832","Cluster Arrow","Loaded for Bear"
"833","Preparation","Punishment"
"834","Vault","Tumble"
"835","Sentry","Spitfire Turret"
"836","Companion","Wolf Companion"
"837","Custom Engineering","Passive"
"838","Awareness","Passive"
"839","Ballistics","Passive"
"840","Steady Aim","Passive"
"841","Sentry","Spitfire Turret"
"842","Vengeance","Seethe"
"843","Multishot","Arsenal"
"844","Companion","Wolf Companion"
"845","Preparation","Punishment"
"846","Vault","Tumble"
"847","Awareness","Passive"
"848","Steady Aim","Passive"
"849","Ballistics","Passive"
"850","Custom Engineering","Passive"
"851","Evasive Fire","Focus"
"852","Companion","Wolf Companion"
"853","Vault","Tumble"
"854","Sentry","Polar Station"
"855","Preparation","Punishment"
"856","Cluster Arrow","Shooting Stars"
"857","Awareness","Passive"
"858","Custom Engineering","Passive"
"859","Cull the Weak","Passive"
"860","Ballistics","Passive"
"861","Sentry","Spitfire Turret"
"862","Cluster Arrow","Loaded for Bear"
"863","Caltrops","Bait the Trap"
"864","Preparation","Punishment"
"865","Companion","Wolf Companion"
"866","Marked for Death","Contagion"
"867","Cull the Weak","Passive"
"868","Steady Aim","Passive"
"869","Custom Engineering","Passive"
"870","Awareness","Passive"
"871","Entangling Shot","Justice is Served"
"872","Sentry","Polar Station"
"873","Companion","Wolf Companion"
"874","Vault","Rattling Roll"
"875","Preparation","Punishment"
"876","Cluster Arrow","Loaded for Bear"
"877","Cull the Weak","Passive"
"878","Archery","Passive"
