"","Spell","Rune"
"158","Heavenly Strength","Passive"
"159","Long Arm of the Law","Passive"
"160","Lord Commander","Passive"
"161","Phalanx","Stampede"
"162","Falling Sword","Rise Brothers"
"163","Akarat's Champion","Prophet"
"164","Laws of Valor","Unstoppable Force"
"165","Steed Charge","Endurance"
"166","Provoke","Too Scared to Run"
"167","Indestructible","Passive"
"168","Heavenly Strength","Passive"
"169","Finery","Passive"
"170","Long Arm of the Law","Passive"
"171","Phalanx","Stampede"
"172","Iron Skin","Steel Skin"
"173","Steed Charge","Endurance"
"174","Akarat's Champion","Prophet"
"175","Laws of Valor","Unstoppable Force"
"176","Provoke","Too Scared to Run"
"177","Heavenly Strength","Passive"
"178","Lord Commander","Passive"
"179","Indestructible","Passive"
"180","Finery","Passive"
"181","Phalanx","Stampede"
"182","Iron Skin","Steel Skin"
"183","Steed Charge","Endurance"
"184","Provoke","Charged Up"
"185","Laws of Valor","Unstoppable Force"
"186","Akarat's Champion","Prophet"
"187","Heavenly Strength","Passive"
"188","Lord Commander","Passive"
"189","Indestructible","Passive"
"190","Finery","Passive"
"191","Slash","Zeal"
"192","Condemn","Unleashed"
"193","Provoke","Too Scared to Run"
"194","Steed Charge","Endurance"
"195","Akarat's Champion","Prophet"
"196","Laws of Valor","Unstoppable Force"
"197","Heavenly Strength","Passive"
"198","Long Arm of the Law","Passive"
"199","Finery","Passive"
"200","Indestructible","Passive"
"201","Blessed Shield","Shattering Throw"
"202","Consecration","Shattered Ground"
"203","Steed Charge","Endurance"
"204","Laws of Valor","Critical"
"205","Iron Skin","Steel Skin"
"206","Akarat's Champion","Prophet"
"207","Fervor","Passive"
"208","Long Arm of the Law","Passive"
"209","Towering Shield","Passive"
"210","Indestructible","Passive"
"211","Slash","Zeal"
"212","Steed Charge","Endurance"
"213","Provoke","Too Scared to Run"
"214","Laws of Valor","Unstoppable Force"
"215","Condemn","Vacuum"
"216","Akarat's Champion","Prophet"
"217","Indestructible","Passive"
"218","Heavenly Strength","Passive"
"219","Lord Commander","Passive"
"220","Finery","Passive"
"221","Slash","Zeal"
"222","Condemn","Vacuum"
"223","Provoke","Too Scared to Run"
"224","Akarat's Champion","Prophet"
"225","Laws of Valor","Critical"
"226","Steed Charge","Endurance"
"227","Holy Cause","Passive"
"228","Indestructible","Passive"
"229","Heavenly Strength","Passive"
"230","Finery","Passive"
"231","Phalanx","Stampede"
"232","Provoke","Charged Up"
"233","Iron Skin","Steel Skin"
"234","Laws of Valor","Unstoppable Force"
"235","Steed Charge","Endurance"
"236","Akarat's Champion","Prophet"
"237","Heavenly Strength","Passive"
"238","Indestructible","Passive"
"239","Lord Commander","Passive"
"240","Finery","Passive"
"241","Bombardment","Impactful Bombardment"
"242","Condemn","Shattering Explosion"
"243","Akarat's Champion","Prophet"
"244","Laws of Valor","Unstoppable Force"
"245","Iron Skin","Steel Skin"
"246","Steed Charge","Endurance"
"247","Heavenly Strength","Passive"
"248","Long Arm of the Law","Passive"
"249","Vigilant","Passive"
"250","Finery","Passive"
"251","Phalanx","Stampede"
"252","Shield Glare","Divine Verdict"
"253","Provoke","Too Scared to Run"
"254","Steed Charge","Endurance"
"255","Laws of Valor","Critical"
"256","Akarat's Champion","Prophet"
"257","Heavenly Strength","Passive"
"258","Indestructible","Passive"
"259","Finery","Passive"
"260","Lord Commander","Passive"
"261","Phalanx","Stampede"
"262","Akarat's Champion","Prophet"
"263","Provoke","Too Scared to Run"
"264","Laws of Valor","Unstoppable Force"
"265","Shield Glare","Zealous Glare"
"266","Steed Charge","Endurance"
"267","Heavenly Strength","Passive"
"268","Finery","Passive"
"269","Wrathful","Passive"
"270","Indestructible","Passive"
"271","Phalanx","Stampede"
"272","Provoke","Too Scared to Run"
"273","Iron Skin","Steel Skin"
"274","Steed Charge","Endurance"
"275","Akarat's Champion","Prophet"
"276","Laws of Valor","Unstoppable Force"
"277","Heavenly Strength","Passive"
"278","Lord Commander","Passive"
"279","Indestructible","Passive"
"280","Long Arm of the Law","Passive"
"281","Slash","Zeal"
"282","Laws of Hope","Wings of Angels"
"283","Akarat's Champion","Prophet"
"284","Provoke","Too Scared to Run"
"285","Condemn","Vacuum"
"286","Steed Charge","Endurance"
"287","Indestructible","Passive"
"288","Heavenly Strength","Passive"
"289","Finery","Passive"
"290","Holy Cause","Passive"
"291","Slash","Guard"
"292","Steed Charge","Endurance"
"293","Condemn","Unleashed"
"294","Akarat's Champion","Prophet"
"295","Provoke","Charged Up"
"296","Laws of Valor","Critical"
"297","Indestructible","Passive"
"298","Holy Cause","Passive"
"299","Heavenly Strength","Passive"
"300","Finery","Passive"
"301","Shield Glare","Zealous Glare"
"302","Shield Bash","Shield Cross"
"303","Steed Charge","Endurance"
"304","Provoke","Charged Up"
"305","Laws of Valor","Unstoppable Force"
"306","Iron Skin","Explosive Skin"
"307","Heavenly Strength","Passive"
"308","Indestructible","Passive"
"309","Towering Shield","Passive"
"310","Finery","Passive"
"311","Slash","Zeal"
"312","Condemn","Vacuum"
"313","Provoke","Hit Me"
"314","Steed Charge","Endurance"
"315","Laws of Justice","Immovable Object"
"316","Akarat's Champion","Prophet"
"317","Heavenly Strength","Passive"
"318","Indestructible","Passive"
"319","Holy Cause","Passive"
"320","Finery","Passive"
"321","Sweep Attack","Trip Attack"
"322","Iron Skin","Steel Skin"
"323","Phalanx","Bowmen"
"324","Laws of Valor","Critical"
"325","Akarat's Champion","Prophet"
"326","Steed Charge","Endurance"
"327","Lord Commander","Passive"
"328","Indestructible","Passive"
"329","Heavenly Strength","Passive"
"330","Finery","Passive"
"331","Steed Charge","Endurance"
"332","Iron Skin","Steel Skin"
"333","Condemn","Unleashed"
"334","Akarat's Champion","Prophet"
"335","Laws of Valor","Unstoppable Force"
"336","Provoke","Charged Up"
"337","Heavenly Strength","Passive"
"338","Wrathful","Passive"
"339","Indestructible","Passive"
"340","Holy Cause","Passive"
"341",NA,NA
"342",NA,NA
"343",NA,NA
"344",NA,NA
"345",NA,NA
"346",NA,NA
"347",NA,NA
"348",NA,NA
"349",NA,NA
"350",NA,NA
"351","Phalanx","Stampede"
"352","Akarat's Champion","Prophet"
"353","Steed Charge","Endurance"
"354","Iron Skin","Steel Skin"
"355","Provoke","Too Scared to Run"
"356","Laws of Valor","Unstoppable Force"
"357","Indestructible","Passive"
"358","Finery","Passive"
"359","Lord Commander","Passive"
"360","Heavenly Strength","Passive"
"361","Shield Glare","Divine Verdict"
"362","Heaven's Fury","Fires of Heaven"
"363","Steed Charge","Endurance"
"364","Akarat's Champion","Prophet"
"365","Laws of Valor","Unstoppable Force"
"366","Provoke","Too Scared to Run"
"367","Heavenly Strength","Passive"
"368","Finery","Passive"
"369","Long Arm of the Law","Passive"
"370","Indestructible","Passive"
"371","Smite","Reaping"
"372","Condemn","Vacuum"
"373","Steed Charge","Endurance"
"374","Akarat's Champion","Prophet"
"375","Consecration","Bathed in Light"
"376","Shield Glare","Zealous Glare"
"377","Indestructible","Passive"
"378","Holy Cause","Passive"
"379","Heavenly Strength","Passive"
"380","Finery","Passive"
"381","Phalanx","Stampede"
"382","Laws of Valor","Unstoppable Force"
"383","Iron Skin","Steel Skin"
"384","Steed Charge","Rejuvenation"
"385","Provoke","Too Scared to Run"
"386","Akarat's Champion","Prophet"
"387","Heavenly Strength","Passive"
"388","Finery","Passive"
"389","Indestructible","Passive"
"390","Lord Commander","Passive"
"391","Phalanx","Stampede"
"392","Provoke","Flee Fool"
"393","Akarat's Champion","Prophet"
"394","Laws of Valor","Unstoppable Force"
"395","Iron Skin","Steel Skin"
"396","Steed Charge","Endurance"
"397","Indestructible","Passive"
"398","Heavenly Strength","Passive"
"399","Lord Commander","Passive"
"400","Finery","Passive"
"401","Shield Glare","Divine Verdict"
"402","Bombardment","Impactful Bombardment"
"403","Laws of Valor","Unstoppable Force"
"404","Steed Charge","Draw and Quarter"
"405","Provoke","Charged Up"
"406","Akarat's Champion","Prophet"
"407","Heavenly Strength","Passive"
"408","Finery","Passive"
"409","Lord Commander","Passive"
"410","Indestructible","Passive"
"411","Heaven's Fury","Fires of Heaven"
"412","Shield Glare","Zealous Glare"
"413","Steed Charge","Endurance"
"414","Laws of Hope","Wings of Angels"
"415","Provoke","Charged Up"
"416","Akarat's Champion","Prophet"
"417","Heavenly Strength","Passive"
"418","Finery","Passive"
"419","Long Arm of the Law","Passive"
"420","Indestructible","Passive"
"421","Shield Glare","Divine Verdict"
"422","Phalanx","Stampede"
"423","Steed Charge","Endurance"
"424","Akarat's Champion","Prophet"
"425","Laws of Valor","Critical"
"426","Provoke","Hit Me"
"427","Heavenly Strength","Passive"
"428","Indestructible","Passive"
"429","Finery","Passive"
"430","Lord Commander","Passive"
"431","Heaven's Fury","Fires of Heaven"
"432","Provoke","Too Scared to Run"
"433","Akarat's Champion","Prophet"
"434","Shield Glare","Zealous Glare"
"435","Steed Charge","Endurance"
"436","Laws of Valor","Unstoppable Force"
"437","Heavenly Strength","Passive"
"438","Holy Cause","Passive"
"439","Indestructible","Passive"
"440","Finery","Passive"
"441","Shield Glare","Divine Verdict"
"442","Judgment","Resolved"
"443","Akarat's Champion","Prophet"
"444","Iron Skin","Steel Skin"
"445","Laws of Valor","Critical"
"446","Steed Charge","Draw and Quarter"
"447","Long Arm of the Law","Passive"
"448","Fervor","Passive"
"449","Indestructible","Passive"
"450","Towering Shield","Passive"
"451","Shield Glare","Zealous Glare"
"452","Fist of the Heavens","Divine Well"
"453","Akarat's Champion","Fire Starter"
"454","Steed Charge","Endurance"
"455","Heaven's Fury","Ascendancy"
"456","Laws of Justice","Immovable Object"
"457","Holy Cause","Passive"
"458","Finery","Passive"
"459","Heavenly Strength","Passive"
"460","Indestructible","Passive"
"461",NA,NA
"462",NA,NA
"463",NA,NA
"464",NA,NA
"465",NA,NA
"466",NA,NA
"467",NA,NA
"468",NA,NA
"469",NA,NA
"470",NA,NA
"471","Phalanx","Stampede"
"472","Laws of Valor","Unstoppable Force"
"473","Steed Charge","Endurance"
"474","Iron Skin","Steel Skin"
"475","Provoke","Too Scared to Run"
"476","Akarat's Champion","Prophet"
"477","Indestructible","Passive"
"478","Long Arm of the Law","Passive"
"479","Lord Commander","Passive"
"480","Heavenly Strength","Passive"
"481","Phalanx","Stampede"
"482","Shield Glare","Zealous Glare"
"483","Laws of Valor","Unstoppable Force"
"484","Steed Charge","Ramming Speed"
"485","Provoke","Too Scared to Run"
"486","Akarat's Champion","Prophet"
"487","Heavenly Strength","Passive"
"488","Finery","Passive"
"489","Lord Commander","Passive"
"490","Indestructible","Passive"
"491","Heaven's Fury","Fires of Heaven"
"492","Akarat's Champion","Prophet"
"493","Steed Charge","Rejuvenation"
"494","Iron Skin","Steel Skin"
"495","Laws of Valor","Unstoppable Force"
"496","Provoke","Too Scared to Run"
"497","Holy Cause","Passive"
"498","Heavenly Strength","Passive"
"499","Indestructible","Passive"
"500","Finery","Passive"
"501","Phalanx","Stampede"
"502","Shield Glare","Zealous Glare"
"503","Steed Charge","Endurance"
"504","Provoke","Too Scared to Run"
"505","Laws of Valor","Critical"
"506","Akarat's Champion","Prophet"
"507","Finery","Passive"
"508","Indestructible","Passive"
"509","Lord Commander","Passive"
"510","Heavenly Strength","Passive"
"511",NA,NA
"512",NA,NA
"513",NA,NA
"514",NA,NA
"515",NA,NA
"516",NA,NA
"517",NA,NA
"518",NA,NA
"519",NA,NA
"520",NA,NA
"521","Phalanx","Stampede"
"522","Akarat's Champion","Prophet"
"523","Steed Charge","Endurance"
"524","Iron Skin","Charged Up"
"525","Provoke","Charged Up"
"526","Laws of Valor","Unstoppable Force"
"527","Heavenly Strength","Passive"
"528","Wrathful","Passive"
"529","Indestructible","Passive"
"530","Lord Commander","Passive"
"531","Shield Glare","Divine Verdict"
"532","Provoke","Too Scared to Run"
"533","Steed Charge","Rejuvenation"
"534","Condemn","Unleashed"
"535","Laws of Valor","Unstoppable Force"
"536","Akarat's Champion","Prophet"
"537","Heavenly Strength","Passive"
"538","Holy Cause","Passive"
"539","Indestructible","Passive"
"540","Finery","Passive"
"541","Phalanx","Stampede"
"542","Akarat's Champion","Prophet"
"543","Shield Glare","Divine Verdict"
"544","Steed Charge","Endurance"
"545","Provoke","Too Scared to Run"
"546","Laws of Valor","Critical"
"547","Finery","Passive"
"548","Holy Cause","Passive"
"549","Lord Commander","Passive"
"550","Indestructible","Passive"
"551","Punish","Retaliate"
"552","Provoke","Hit Me"
"553","Condemn","Vacuum"
"554","Steed Charge","Endurance"
"555","Laws of Justice","Immovable Object"
"556","Akarat's Champion","Prophet"
"557","Indestructible","Passive"
"558","Holy Cause","Passive"
"559","Finery","Passive"
"560","Heavenly Strength","Passive"
"561","Slash","Zeal"
"562","Laws of Valor","Unstoppable Force"
"563","Provoke","Too Scared to Run"
"564","Condemn","Vacuum"
"565","Steed Charge","Rejuvenation"
"566","Akarat's Champion","Prophet"
"567","Heavenly Strength","Passive"
"568","Indestructible","Passive"
"569","Finery","Passive"
"570","Holy Cause","Passive"
"571","Shield Glare","Divine Verdict"
"572","Phalanx","Stampede"
"573","Steed Charge","Endurance"
"574","Akarat's Champion","Prophet"
"575","Laws of Valor","Unstoppable Force"
"576","Provoke","Charged Up"
"577","Indestructible","Passive"
"578","Lord Commander","Passive"
"579","Heavenly Strength","Passive"
"580","Finery","Passive"
"581","Shield Glare","Zealous Glare"
"582","Phalanx","Stampede"
"583","Provoke","Too Scared to Run"
"584","Steed Charge","Endurance"
"585","Laws of Valor","Unstoppable Force"
"586","Akarat's Champion","Prophet"
"587","Heavenly Strength","Passive"
"588","Lord Commander","Passive"
"589","Finery","Passive"
"590","Indestructible","Passive"
"591","Shield Glare","Divine Verdict"
"592","Phalanx","Stampede"
"593","Provoke","Too Scared to Run"
"594","Steed Charge","Endurance"
"595","Laws of Valor","Critical"
"596","Akarat's Champion","Prophet"
"597","Indestructible","Passive"
"598","Heavenly Strength","Passive"
"599","Lord Commander","Passive"
"600","Finery","Passive"
"601","Phalanx","Stampede"
"602","Steed Charge","Endurance"
"603","Akarat's Champion","Prophet"
"604","Provoke","Charged Up"
"605","Laws of Valor","Critical"
"606","Shield Glare","Divine Verdict"
"607","Heavenly Strength","Passive"
"608","Long Arm of the Law","Passive"
"609","Lord Commander","Passive"
"610","Finery","Passive"
"611","Phalanx","Stampede"
"612","Akarat's Champion","Prophet"
"613","Iron Skin","Steel Skin"
"614","Consecration","Bathed in Light"
"615","Laws of Valor","Unstoppable Force"
"616","Steed Charge","Endurance"
"617","Heavenly Strength","Passive"
"618","Finery","Passive"
"619","Indestructible","Passive"
"620","Long Arm of the Law","Passive"
"621","Shield Glare","Divine Verdict"
"622","Phalanx","Stampede"
"623","Akarat's Champion","Prophet"
"624","Provoke","Charged Up"
"625","Steed Charge","Endurance"
"626","Laws of Valor","Unstoppable Force"
"627","Finery","Passive"
"628","Heavenly Strength","Passive"
"629","Indestructible","Passive"
"630","Lord Commander","Passive"
"631","Phalanx","Stampede"
"632","Steed Charge","Endurance"
"633","Laws of Hope","Wings of Angels"
"634","Akarat's Champion","Prophet"
"635","Iron Skin","Flash"
"636","Provoke","Too Scared to Run"
"637","Heavenly Strength","Passive"
"638","Indestructible","Passive"
"639","Lord Commander","Passive"
"640","Long Arm of the Law","Passive"
"641","Punish","Roar"
"642","Shield Bash","Crumble"
"643","Provoke","Hit Me"
"644","Shield Glare","Zealous Glare"
"645","Steed Charge","Nightmare"
"646","Laws of Justice","Faith's Armor"
"647","Heavenly Strength","Passive"
"648","Indestructible","Passive"
"649","Hold Your Ground","Passive"
"650","Renewal","Passive"
"651","Phalanx","Stampede"
"652","Shield Glare","Zealous Glare"
"653","Iron Skin","Steel Skin"
"654","Steed Charge","Endurance"
"655","Laws of Valor","Unstoppable Force"
"656","Akarat's Champion","Prophet"
"657","Vigilant","Passive"
"658","Finery","Passive"
"659","Indestructible","Passive"
"660","Lord Commander","Passive"
"661","Phalanx","Stampede"
"662","Provoke","Too Scared to Run"
"663","Steed Charge","Endurance"
"664","Iron Skin","Steel Skin"
"665","Laws of Valor","Unstoppable Force"
"666","Akarat's Champion","Prophet"
"667","Indestructible","Passive"
"668","Lord Commander","Passive"
"669","Heavenly Strength","Passive"
"670","Long Arm of the Law","Passive"
"671","Phalanx","Stampede"
"672","Shield Glare","Zealous Glare"
"673","Provoke","Charged Up"
"674","Akarat's Champion","Prophet"
"675","Laws of Valor","Unstoppable Force"
"676","Steed Charge","Endurance"
"677","Heavenly Strength","Passive"
"678","Indestructible","Passive"
"679","Finery","Passive"
"680","Lord Commander","Passive"
"681","Punish","Rebirth"
"682","Blessed Hammer","Thunderstruck"
"683","Falling Sword","Rise Brothers"
"684","Steed Charge","Endurance"
"685","Laws of Justice","Bravery"
"686","Phalanx","Bowmen"
"687","Heavenly Strength","Passive"
"688","Vigilant","Passive"
"689","Indestructible","Passive"
"690","Finery","Passive"
"691","Justice","Burst"
"692","Blessed Hammer","Burning Wrath"
"693","Shield Glare","Zealous Glare"
"694","Laws of Valor","Critical"
"695","Steed Charge","Endurance"
"696","Heaven's Fury","Ascendancy"
"697","Heavenly Strength","Passive"
"698","Indestructible","Passive"
"699","Finery","Passive"
"700",NA,"Passive"
"701","Shield Glare","Divine Verdict"
"702","Laws of Valor","Critical"
"703","Judgment","Resolved"
"704","Akarat's Champion","Prophet"
"705","Consecration","Bathed in Light"
"706","Condemn","Vacuum"
"707","Fervor","Passive"
"708","Long Arm of the Law","Passive"
"709","Indestructible","Passive"
"710","Vigilant","Passive"
"711","Heaven's Fury","Fires of Heaven"
"712","Akarat's Champion","Prophet"
"713","Steed Charge","Endurance"
"714","Shield Glare","Divine Verdict"
"715","Provoke","Charged Up"
"716","Laws of Valor","Unstoppable Force"
"717","Heavenly Strength","Passive"
"718","Indestructible","Passive"
"719","Finery","Passive"
"720","Long Arm of the Law","Passive"
"721","Phalanx","Stampede"
"722","Shield Glare","Divine Verdict"
"723","Steed Charge","Endurance"
"724","Provoke","Too Scared to Run"
"725","Laws of Valor","Unstoppable Force"
"726","Akarat's Champion","Prophet"
"727","Heavenly Strength","Passive"
"728","Lord Commander","Passive"
"729","Indestructible","Passive"
"730","Vigilant","Passive"
"731","Phalanx","Stampede"
"732","Steed Charge","Rejuvenation"
"733","Akarat's Champion","Prophet"
"734","Provoke","Hit Me"
"735","Laws of Valor","Unstoppable Force"
"736","Shield Glare","Divine Verdict"
"737","Lord Commander","Passive"
"738","Heavenly Strength","Passive"
"739","Indestructible","Passive"
"740","Long Arm of the Law","Passive"
"741","Phalanx","Stampede"
"742","Iron Skin","Steel Skin"
"743","Steed Charge","Endurance"
"744","Provoke","Too Scared to Run"
"745","Akarat's Champion","Prophet"
"746","Laws of Valor","Unstoppable Force"
"747","Lord Commander","Passive"
"748","Heavenly Strength","Passive"
"749","Indestructible","Passive"
"750","Finery","Passive"
"751","Phalanx","Stampede"
"752","Bombardment","Annihilate"
"753","Shield Glare","Divine Verdict"
"754","Steed Charge","Nightmare"
"755","Laws of Valor","Critical"
"756","Akarat's Champion","Prophet"
"757","Heavenly Strength","Passive"
"758","Indestructible","Passive"
"759","Lord Commander","Passive"
"760","Finery","Passive"
"761","Smite","Reaping"
"762","Shield Glare","Divine Verdict"
"763","Judgment","Resolved"
"764","Steed Charge","Draw and Quarter"
"765","Akarat's Champion","Prophet"
"766","Laws of Valor","Critical"
"767","Fervor","Passive"
"768","Indestructible","Passive"
"769","Towering Shield","Passive"
"770","Long Arm of the Law","Passive"
"771","Phalanx","Stampede"
"772","Shield Glare","Divine Verdict"
"773","Provoke","Too Scared to Run"
"774","Steed Charge","Endurance"
"775","Laws of Valor","Unstoppable Force"
"776","Akarat's Champion","Prophet"
"777","Heavenly Strength","Passive"
"778","Lord Commander","Passive"
"779","Indestructible","Passive"
"780","Finery","Passive"
"781","Slash","Zeal"
"782","Provoke","Too Scared to Run"
"783","Steed Charge","Endurance"
"784","Condemn","Vacuum"
"785","Laws of Valor","Unstoppable Force"
"786","Akarat's Champion","Prophet"
"787","Heavenly Strength","Passive"
"788","Long Arm of the Law","Passive"
"789","Indestructible","Passive"
"790","Holy Cause","Passive"
"791","Phalanx","Stampede"
"792","Shield Glare","Zealous Glare"
"793","Akarat's Champion","Prophet"
"794","Steed Charge","Endurance"
"795","Laws of Valor","Provoke"
"796","Too Scared to Run","Indestructible"
"797","Lord Commander","Passive"
"798","Vigilant","Passive"
"799","Heavenly Strength","Passive"
"800",NA,"Passive"
"801","Slash","Zeal"
"802","Steed Charge","Endurance"
"803","Condemn","Vacuum"
"804","Provoke","Charged Up"
"805","Akarat's Champion","Prophet"
"806","Laws of Valor","Critical"
"807","Holy Cause","Passive"
"808","Indestructible","Passive"
"809","Heavenly Strength","Passive"
"810","Finery","Passive"
"811","Shield Glare","Divine Verdict"
"812","Condemn","Vacuum"
"813","Iron Skin","Flash"
"814","Akarat's Champion","Prophet"
"815","Laws of Hope","Hopeful Cry"
"816","Steed Charge","Draw and Quarter"
"817","Fervor","Passive"
"818","Indestructible","Passive"
"819","Long Arm of the Law","Passive"
"820","Towering Shield","Passive"
"821","Punish","Roar"
"822","Blessed Shield","Combust"
"823","Steed Charge","Endurance"
"824","Shield Glare","Zealous Glare"
"825","Condemn","Reciprocate"
"826","Akarat's Champion","Fire Starter"
"827","Finery","Passive"
"828","Indestructible","Passive"
"829","Heavenly Strength","Passive"
"830","Towering Shield","Passive"
"831","Punish","Retaliate"
"832","Sweep Attack","Gathering Sweep"
"833","Shield Bash","Shattered Shield"
"834","Akarat's Champion","Prophet"
"835","Laws of Valor","Unstoppable Force"
"836","Shield Glare","Zealous Glare"
"837","Long Arm of the Law","Passive"
"838","Towering Shield","Passive"
"839","Heavenly Strength","Passive"
"840","Indestructible","Passive"
"841","Phalanx","Stampede"
"842","Provoke","Too Scared to Run"
"843","Iron Skin","Steel Skin"
"844","Laws of Valor","Unstoppable Force"
"845","Steed Charge","Rejuvenation"
"846","Akarat's Champion","Prophet"
"847","Finery","Passive"
"848","Heavenly Strength","Passive"
"849","Indestructible","Passive"
"850","Lord Commander","Passive"
"851","Phalanx","Stampede"
"852","Shield Glare","Zealous Glare"
"853","Steed Charge","Endurance"
"854","Akarat's Champion","Prophet"
"855","Laws of Valor","Unstoppable Force"
"856","Provoke","Too Scared to Run"
"857","Heavenly Strength","Passive"
"858","Indestructible","Passive"
"859","Long Arm of the Law","Passive"
"860","Lord Commander","Passive"
"861",NA,NA
"862",NA,NA
"863",NA,NA
"864",NA,NA
"865",NA,NA
"866",NA,NA
"867",NA,NA
"868",NA,NA
"869",NA,NA
"870",NA,NA
"871","Heaven's Fury","Fires of Heaven"
"872","Steed Charge","Endurance"
