"","Spell","Rune"
"2256","Big Bad Voodoo","Slam Dance"
"2257","Grave Injustice","Passive"
"2258","Spirit Vessel","Passive"
"2259","Creeping Death","Passive"
"2260","Tribal Rites","Passive"
"2261","Locust Swarm","Pestilence"
"2262","Acid Cloud","Acid Rain"
"2263","Spirit Walk","Honored Guest"
"2264","Soul Harvest","Vengeful Spirit"
"2265","Mass Confusion","Paranoia"
"2266","Big Bad Voodoo","Slam Dance"
"2267","Gruesome Feast","Passive"
"2268","Spiritual Attunement","Passive"
"2269","Grave Injustice","Passive"
"2270",NA,"Passive"
"2271","Mass Confusion","Paranoia"
"2272","Summon Zombie Dogs","Leeching Beasts"
"2273","Piranhas","Piranhado"
"2274","Big Bad Voodoo","Slam Dance"
"2275","Spirit Walk","Jaunt"
"2276","Horrify","Face of Death"
"2277","Spirit Vessel","Passive"
"2278","Grave Injustice","Passive"
"2279","Jungle Fortitude","Passive"
"2280","Tribal Rites","Passive"
"2281","Plague of Toads","Rain of Toads"
"2282","Fetish Army","Head Hunters"
"2283","Spirit Walk","Jaunt"
"2284","Big Bad Voodoo","Slam Dance"
"2285","Piranhas","Frozen Piranhas"
"2286","Summon Zombie Dogs","Rabid Dogs"
"2287","Fetish Sycophants","Passive"
"2288","Pierce the Veil","Passive"
"2289","Fierce Loyalty","Passive"
"2290","Midnight Feast","Passive"
"2291","Plague of Toads","Rain of Toads"
"2292","Spirit Walk","Jaunt"
"2293","Summon Zombie Dogs","Rabid Dogs"
"2294","Big Bad Voodoo","Slam Dance"
"2295","Fetish Army","Legion of Daggers"
"2296","Horrify","Face of Death"
"2297","Grave Injustice","Passive"
"2298","Fetish Sycophants","Passive"
"2299","Fierce Loyalty","Passive"
"2300","Gruesome Feast","Passive"
"2301","Haunt","Resentful Spirits"
"2302","Piranhas","Piranhado"
"2303","Soul Harvest","Siphon"
"2304","Spirit Walk","Jaunt"
"2305","Locust Swarm","Pestilence"
"2306","Horrify","Frightening Aspect"
"2307","Grave Injustice","Passive"
"2308","Pierce the Veil","Passive"
"2309","Spirit Vessel","Passive"
"2310","Creeping Death","Passive"
"2311","Haunt","Lingering Spirit"
"2312","Soul Harvest","Siphon"
"2313","Spirit Walk","Jaunt"
"2314","Locust Swarm","Pestilence"
"2315","Piranhas","Piranhado"
"2316","Horrify","Face of Death"
"2317","Creeping Death","Passive"
"2318","Pierce the Veil","Passive"
"2319","Gruesome Feast","Passive"
"2320","Spirit Vessel","Passive"
"2321","Summon Zombie Dogs","Leeching Beasts"
"2322","Plague of Toads","Rain of Toads"
"2323","Big Bad Voodoo","Slam Dance"
"2324","Spirit Walk","Jaunt"
"2325","Gargantuan","Restless Giant"
"2326","Fetish Army","Legion of Daggers"
"2327","Fetish Sycophants","Passive"
"2328","Spirit Vessel","Passive"
"2329","Pierce the Veil","Passive"
"2330","Grave Injustice","Passive"
"2331","Haunt","Resentful Spirits"
"2332","Piranhas","Piranhado"
"2333","Spirit Walk","Honored Guest"
"2334","Horrify","Face of Death"
"2335","Locust Swarm","Pestilence"
"2336","Soul Harvest","Siphon"
"2337","Grave Injustice","Passive"
"2338","Gruesome Feast","Passive"
"2339","Creeping Death","Passive"
"2340","Pierce the Veil","Passive"
"2341","Piranhas","Piranhado"
"2342","Horrify","Frightening Aspect"
"2343","Haunt","Resentful Spirits"
"2344","Soul Harvest","Swallow Your Soul"
"2345","Spirit Walk","Jaunt"
"2346","Locust Swarm","Pestilence"
"2347","Pierce the Veil","Passive"
"2348","Creeping Death","Passive"
"2349","Spirit Vessel","Passive"
"2350","Grave Injustice","Passive"
"2351","Haunt","Resentful Spirits"
"2352","Locust Swarm","Pestilence"
"2353","Piranhas","Piranhado"
"2354","Soul Harvest","Vengeful Spirit"
"2355","Spirit Walk","Jaunt"
"2356","Horrify","Frightening Aspect"
"2357","Spirit Vessel","Passive"
"2358","Creeping Death","Passive"
"2359","Grave Injustice","Passive"
"2360","Pierce the Veil","Passive"
"2361","Piranhas","Piranhado"
"2362","Horrify","Face of Death"
"2363","Mass Confusion","Paranoia"
"2364","Spirit Walk","Jaunt"
"2365","Fetish Army","Legion of Daggers"
"2366","Big Bad Voodoo","Slam Dance"
"2367","Tribal Rites","Passive"
"2368","Jungle Fortitude","Passive"
"2369","Spirit Vessel","Passive"
"2370","Creeping Death","Passive"
"2371","Haunt","Resentful Spirits"
"2372","Locust Swarm","Pestilence"
"2373","Horrify","Face of Death"
"2374","Piranhas","Piranhado"
"2375","Soul Harvest","Siphon"
"2376","Spirit Walk","Jaunt"
"2377","Grave Injustice","Passive"
"2378","Pierce the Veil","Passive"
"2379","Spirit Vessel","Passive"
"2380","Creeping Death","Passive"
"2381","Mass Confusion","Paranoia"
"2382","Horrify","Face of Death"
"2383","Piranhas","Piranhado"
"2384","Spirit Walk","Jaunt"
"2385","Fetish Army","Legion of Daggers"
"2386","Big Bad Voodoo","Slam Dance"
"2387","Jungle Fortitude","Passive"
"2388","Spirit Vessel","Passive"
"2389","Grave Injustice","Passive"
"2390","Zombie Handler","Passive"
"2391","Haunt","Resentful Spirits"
"2392","Piranhas","Piranhado"
"2393","Spirit Walk","Jaunt"
"2394","Locust Swarm","Pestilence"
"2395","Soul Harvest","Vengeful Spirit"
"2396","Horrify","Frightening Aspect"
"2397","Pierce the Veil","Passive"
"2398","Creeping Death","Passive"
"2399","Spirit Vessel","Passive"
"2400","Grave Injustice","Passive"
"2401","Haunt","Resentful Spirits"
"2402","Locust Swarm","Pestilence"
"2403","Soul Harvest","Siphon"
"2404","Piranhas","Piranhado"
"2405","Spirit Walk","Jaunt"
"2406","Horrify","Frightening Aspect"
"2407","Creeping Death","Passive"
"2408","Spirit Vessel","Passive"
"2409","Grave Injustice","Passive"
"2410","Pierce the Veil","Passive"
"2411","Piranhas","Piranhado"
"2412","Haunt","Resentful Spirits"
"2413","Horrify","Ruthless Terror"
"2414","Spirit Walk","Honored Guest"
"2415","Soul Harvest","Siphon"
"2416","Locust Swarm","Pestilence"
"2417","Grave Injustice","Passive"
"2418","Spirit Vessel","Passive"
"2419","Pierce the Veil","Passive"
"2420","Jungle Fortitude","Passive"
"2421","Plague of Toads","Rain of Toads"
"2422","Piranhas","Piranhado"
"2423","Fetish Army","Tiki Torchers"
"2424","Big Bad Voodoo","Slam Dance"
"2425","Spirit Walk","Jaunt"
"2426","Summon Zombie Dogs","Burning Dogs"
"2427","Fetish Sycophants","Passive"
"2428","Fierce Loyalty","Passive"
"2429","Pierce the Veil","Passive"
"2430","Grave Injustice","Passive"
"2431","Firebomb","Flash Fire"
"2432","Acid Cloud","Acid Rain"
"2433","Soul Harvest","Vengeful Spirit"
"2434","Summon Zombie Dogs","Burning Dogs"
"2435","Spirit Walk","Honored Guest"
"2436","Gargantuan","Big Stinker"
"2437","Grave Injustice","Passive"
"2438","Fetish Sycophants","Passive"
"2439","Pierce the Veil","Passive"
"2440",NA,"Passive"
"2441","Locust Swarm","Devouring Swarm"
"2442","Horrify","Stalker"
"2443","Haunt","Resentful Spirits"
"2444","Piranhas","Piranhado"
"2445","Spirit Walk","Jaunt"
"2446","Soul Harvest","Vengeful Spirit"
"2447","Grave Injustice","Passive"
"2448","Creeping Death","Passive"
"2449","Pierce the Veil","Passive"
"2450","Spirit Vessel","Passive"
"2451","Fetish Army","Legion of Daggers"
"2452","Piranhas","Piranhado"
"2453","Spirit Walk","Jaunt"
"2454","Horrify","Face of Death"
"2455","Mass Confusion","Paranoia"
"2456","Big Bad Voodoo","Slam Dance"
"2457","Jungle Fortitude","Passive"
"2458","Grave Injustice","Passive"
"2459","Tribal Rites","Passive"
"2460","Spirit Vessel","Passive"
"2461","Locust Swarm","Pestilence"
"2462","Haunt","Resentful Spirits"
"2463","Spirit Walk","Honored Guest"
"2464","Soul Harvest","Siphon"
"2465","Piranhas","Piranhado"
"2466","Horrify","Face of Death"
"2467","Pierce the Veil","Passive"
"2468","Creeping Death","Passive"
"2469","Spirit Vessel","Passive"
"2470","Grave Injustice","Passive"
"2471","Haunt","Resentful Spirits"
"2472","Piranhas","Piranhado"
"2473","Spirit Walk","Jaunt"
"2474","Horrify","Frightening Aspect"
"2475","Soul Harvest","Siphon"
"2476","Locust Swarm","Pestilence"
"2477","Pierce the Veil","Passive"
"2478","Spirit Vessel","Passive"
"2479","Grave Injustice","Passive"
"2480","Creeping Death","Passive"
"2481","Haunt","Resentful Spirits"
"2482","Piranhas","Piranhado"
"2483","Spirit Walk","Jaunt"
"2484","Locust Swarm","Pestilence"
"2485","Soul Harvest","Siphon"
"2486","Horrify","Ruthless Terror"
"2487","Spirit Vessel","Passive"
"2488","Grave Injustice","Passive"
"2489","Pierce the Veil","Passive"
"2490","Creeping Death","Passive"
"2491","Piranhas","Piranhado"
"2492","Fetish Army","Legion of Daggers"
"2493","Spirit Walk","Healing Journey"
"2494","Mass Confusion","Paranoia"
"2495","Horrify","Face of Death"
"2496","Big Bad Voodoo","Slam Dance"
"2497","Grave Injustice","Passive"
"2498","Fierce Loyalty","Passive"
"2499","Tribal Rites","Passive"
"2500","Spirit Vessel","Passive"
"2501","Haunt","Resentful Spirits"
"2502","Piranhas","Piranhado"
"2503","Spirit Walk","Jaunt"
"2504","Soul Harvest","Siphon"
"2505","Locust Swarm","Pestilence"
"2506","Horrify","Frightening Aspect"
"2507","Spirit Vessel","Passive"
"2508","Creeping Death","Passive"
"2509","Grave Injustice","Passive"
"2510","Pierce the Veil","Passive"
"2511","Haunt","Resentful Spirits"
"2512","Locust Swarm","Pestilence"
"2513","Soul Harvest","Swallow Your Soul"
"2514","Spirit Walk","Jaunt"
"2515","Summon Zombie Dogs","Life Link"
"2516","Horrify","Frightening Aspect"
"2517","Fierce Loyalty","Passive"
"2518","Grave Injustice","Passive"
"2519","Creeping Death","Passive"
"2520","Pierce the Veil","Passive"
"2521","Haunt","Resentful Spirits"
"2522","Locust Swarm","Pestilence"
"2523","Horrify","Face of Death"
"2524","Soul Harvest","Siphon"
"2525","Piranhas","Piranhado"
"2526","Spirit Walk","Jaunt"
"2527","Spirit Vessel","Passive"
"2528","Creeping Death","Passive"
"2529","Pierce the Veil","Passive"
"2530","Grave Injustice","Passive"
"2531","Haunt","Resentful Spirits"
"2532","Locust Swarm","Pestilence"
"2533","Spirit Walk","Jaunt"
"2534","Piranhas","Piranhado"
"2535","Horrify","Face of Death"
"2536","Soul Harvest","Siphon"
"2537","Pierce the Veil","Passive"
"2538","Spirit Vessel","Passive"
"2539","Creeping Death","Passive"
"2540","Grave Injustice","Passive"
"2541","Plague of Toads","Rain of Toads"
"2542","Sacrifice","Provoke the Pack"
"2543","Spirit Walk","Jaunt"
"2544","Horrify","Face of Death"
"2545","Fetish Army","Legion of Daggers"
"2546","Big Bad Voodoo","Slam Dance"
"2547","Pierce the Veil","Passive"
"2548","Spirit Vessel","Passive"
"2549","Gruesome Feast","Passive"
"2550","Fetish Sycophants","Passive"
"2551","Piranhas","Piranhado"
"2552","Haunt","Resentful Spirits"
"2553","Spirit Walk","Jaunt"
"2554","Soul Harvest","Siphon"
"2555","Horrify","Frightening Aspect"
"2556","Big Bad Voodoo","Slam Dance"
"2557","Grave Injustice","Passive"
"2558","Gruesome Feast","Passive"
"2559","Creeping Death","Passive"
"2560","Pierce the Veil","Passive"
"2561","Piranhas","Zombie Piranhas"
"2562","Plague of Toads","Addling Toads"
"2563","Spirit Walk","Jaunt"
"2564","Summon Zombie Dogs","Leeching Beasts"
"2565","Fetish Army","Legion of Daggers"
"2566","Gargantuan","Restless Giant"
"2567","Fierce Loyalty","Passive"
"2568","Gruesome Feast","Passive"
"2569","Fetish Sycophants","Passive"
"2570","Pierce the Veil","Passive"
"2571","Haunt","Resentful Spirits"
"2572","Locust Swarm","Pestilence"
"2573","Spirit Walk","Jaunt"
"2574","Piranhas","Piranhado"
"2575","Soul Harvest","Siphon"
"2576","Horrify","Frightening Aspect"
"2577","Gruesome Feast","Passive"
"2578","Creeping Death","Passive"
"2579","Spirit Vessel","Passive"
"2580","Grave Injustice","Passive"
"2581","Haunt","Resentful Spirits"
"2582","Locust Swarm","Pestilence"
"2583","Soul Harvest","Siphon"
"2584","Spirit Walk","Jaunt"
"2585","Piranhas","Piranhado"
"2586","Horrify","Frightening Aspect"
"2587","Pierce the Veil","Passive"
"2588","Creeping Death","Passive"
"2589","Spirit Vessel","Passive"
"2590","Gruesome Feast","Passive"
"2591","Plague of Toads","Addling Toads"
"2592","Piranhas","Frozen Piranhas"
"2593","Spirit Walk","Jaunt"
"2594","Fetish Army","Legion of Daggers"
"2595","Big Bad Voodoo","Slam Dance"
"2596","Summon Zombie Dogs","Life Link"
"2597","Gruesome Feast","Passive"
"2598","Grave Injustice","Passive"
"2599","Pierce the Veil","Passive"
"2600","Fetish Sycophants","Passive"
"2601","Locust Swarm","Pestilence"
"2602","Haunt","Resentful Spirits"
"2603","Spirit Walk","Jaunt"
"2604","Soul Harvest","Vengeful Spirit"
"2605","Piranhas","Piranhado"
"2606","Horrify","Face of Death"
"2607","Creeping Death","Passive"
"2608","Spirit Vessel","Passive"
"2609","Grave Injustice","Passive"
"2610","Pierce the Veil","Passive"
"2611","Plague of Toads","Rain of Toads"
"2612","Spirit Walk","Jaunt"
"2613","Big Bad Voodoo","Slam Dance"
"2614","Piranhas","Frozen Piranhas"
"2615","Fetish Army","Legion of Daggers"
"2616","Summon Zombie Dogs","Leeching Beasts"
"2617","Jungle Fortitude","Passive"
"2618","Grave Injustice","Passive"
"2619","Pierce the Veil","Passive"
"2620","Fetish Sycophants","Passive"
"2621","Haunt","Resentful Spirits"
"2622","Piranhas","Piranhado"
"2623","Spirit Walk","Jaunt"
"2624","Soul Harvest","Siphon"
"2625","Horrify","Face of Death"
"2626","Locust Swarm","Pestilence"
"2627","Creeping Death","Passive"
"2628","Spirit Vessel","Passive"
"2629","Pierce the Veil","Passive"
"2630","Grave Injustice","Passive"
"2631","Fetish Army","Tiki Torchers"
"2632","Piranhas","Piranhado"
"2633","Mass Confusion","Paranoia"
"2634","Spirit Walk","Jaunt"
"2635","Big Bad Voodoo","Slam Dance"
"2636","Horrify","Face of Death"
"2637","Tribal Rites","Passive"
"2638","Spirit Vessel","Passive"
"2639","Creeping Death","Passive"
"2640","Grave Injustice","Passive"
"2641","Fetish Army","Legion of Daggers"
"2642","Piranhas","Piranhado"
"2643","Big Bad Voodoo","Slam Dance"
"2644","Plague of Toads","Rain of Toads"
"2645","Spirit Walk","Jaunt"
"2646","Summon Zombie Dogs","Rabid Dogs"
"2647","Grave Injustice","Passive"
"2648","Pierce the Veil","Passive"
"2649","Midnight Feast","Passive"
"2650","Fetish Sycophants","Passive"
"2651","Fetish Army","Legion of Daggers"
"2652","Piranhas","Piranhado"
"2653","Spirit Walk","Jaunt"
"2654","Horrify","Face of Death"
"2655","Big Bad Voodoo","Slam Dance"
"2656","Mass Confusion","Paranoia"
"2657","Spirit Vessel","Passive"
"2658","Creeping Death","Passive"
"2659","Tribal Rites","Passive"
"2660","Grave Injustice","Passive"
"2661","Plague of Toads","Rain of Toads"
"2662","Spirit Walk","Healing Journey"
"2663","Big Bad Voodoo","Slam Dance"
"2664","Fetish Army","Legion of Daggers"
"2665","Horrify","Face of Death"
"2666","Sacrifice","Provoke the Pack"
"2667","Fetish Sycophants","Passive"
"2668","Gruesome Feast","Passive"
"2669","Spirit Vessel","Passive"
"2670","Pierce the Veil","Passive"
"2671","Piranhas","Piranhado"
"2672","Plague of Toads","Addling Toads"
"2673","Mass Confusion","Paranoia"
"2674","Spirit Walk","Jaunt"
"2675","Fetish Army","Legion of Daggers"
"2676","Big Bad Voodoo","Slam Dance"
"2677","Spirit Vessel","Passive"
"2678","Tribal Rites","Passive"
"2679","Fetish Sycophants","Passive"
"2680","Pierce the Veil","Passive"
"2681","Haunt","Resentful Spirits"
"2682","Locust Swarm","Pestilence"
"2683","Spirit Walk","Jaunt"
"2684","Horrify","Frightening Aspect"
"2685","Piranhas","Piranhado"
"2686","Soul Harvest","Swallow Your Soul"
"2687","Spirit Vessel","Passive"
"2688","Grave Injustice","Passive"
"2689","Creeping Death","Passive"
"2690","Pierce the Veil","Passive"
"2691","Poison Dart","Splinters"
"2692","Summon Zombie Dogs","Rabid Dogs"
"2693","Spirit Walk","Jaunt"
"2694","Fetish Army","Legion of Daggers"
"2695","Gargantuan","Big Stinker"
"2696","Big Bad Voodoo","Slam Dance"
"2697","Pierce the Veil","Passive"
"2698","Fetish Sycophants","Passive"
"2699","Grave Injustice","Passive"
"2700","Gruesome Feast","Passive"
"2701","Plague of Toads","Rain of Toads"
"2702","Horrify","Face of Death"
"2703","Spirit Walk","Jaunt"
"2704","Big Bad Voodoo","Slam Dance"
"2705","Fetish Army","Legion of Daggers"
"2706","Sacrifice","Provoke the Pack"
"2707","Spirit Vessel","Passive"
"2708","Gruesome Feast","Passive"
"2709","Fetish Sycophants","Passive"
"2710","Pierce the Veil","Passive"
"2711","Locust Swarm","Pestilence"
"2712","Soul Harvest","Siphon"
"2713","Spirit Walk","Jaunt"
"2714","Horrify","Frightening Aspect"
"2715","Haunt","Resentful Spirits"
"2716","Piranhas","Piranhado"
"2717","Grave Injustice","Passive"
"2718","Gruesome Feast","Passive"
"2719","Creeping Death","Passive"
"2720","Spirit Vessel","Passive"
"2721","Plague of Toads","Rain of Toads"
"2722","Sacrifice","Provoke the Pack"
"2723","Spirit Walk","Jaunt"
"2724","Horrify","Face of Death"
"2725","Fetish Army","Legion of Daggers"
"2726","Big Bad Voodoo","Slam Dance"
"2727","Spirit Vessel","Passive"
"2728","Pierce the Veil","Passive"
"2729","Fetish Sycophants","Passive"
"2730","Gruesome Feast","Passive"
"2731","Plague of Toads","Rain of Toads"
"2732","Horrify","Face of Death"
"2733","Spirit Walk","Jaunt"
"2734","Sacrifice","Provoke the Pack"
"2735","Fetish Army","Legion of Daggers"
"2736","Big Bad Voodoo","Slam Dance"
"2737","Pierce the Veil","Passive"
"2738","Fetish Sycophants","Passive"
"2739","Gruesome Feast","Passive"
"2740","Spirit Vessel","Passive"
"2741","Plague of Toads","Rain of Toads"
"2742","Piranhas","Frozen Piranhas"
"2743","Spirit Walk","Jaunt"
"2744","Fetish Army","Legion of Daggers"
"2745","Big Bad Voodoo","Slam Dance"
"2746","Summon Zombie Dogs","Rabid Dogs"
"2747","Pierce the Veil","Passive"
"2748","Midnight Feast","Passive"
"2749","Fierce Loyalty","Passive"
"2750","Fetish Sycophants","Passive"
"2751","Locust Swarm","Devouring Swarm"
"2752","Haunt","Resentful Spirits"
"2753","Spirit Walk","Healing Journey"
"2754","Piranhas","Piranhado"
"2755","Soul Harvest","Siphon"
"2756","Horrify","Frightening Aspect"
"2757","Pierce the Veil","Passive"
"2758","Creeping Death","Passive"
"2759","Grave Injustice","Passive"
"2760","Spirit Vessel","Passive"
"2761","Piranhas","Piranhado"
"2762","Horrify","Face of Death"
"2763","Spirit Walk","Healing Journey"
"2764","Haunt","Resentful Spirits"
"2765","Locust Swarm","Searing Locusts"
"2766","Soul Harvest","Siphon"
"2767","Creeping Death","Passive"
"2768","Grave Injustice","Passive"
"2769","Pierce the Veil","Passive"
"2770","Spirit Vessel","Passive"
"2771","Locust Swarm","Pestilence"
"2772","Haunt","Resentful Spirits"
"2773","Soul Harvest","Siphon"
"2774","Piranhas","Piranhado"
"2775","Spirit Walk","Jaunt"
"2776","Horrify","Frightening Aspect"
"2777","Spirit Vessel","Passive"
"2778","Grave Injustice","Passive"
"2779","Pierce the Veil","Passive"
"2780","Creeping Death","Passive"
"2781","Plague of Toads","Rain of Toads"
"2782","Piranhas","Wave of Mutilation"
"2783","Spirit Walk","Jaunt"
"2784","Big Bad Voodoo","Slam Dance"
"2785","Horrify","Stalker"
"2786","Fetish Army","Legion of Daggers"
"2787","Fetish Sycophants","Passive"
"2788","Pierce the Veil","Passive"
"2789","Gruesome Feast","Passive"
"2790","Grave Injustice","Passive"
"2791","Mass Confusion","Paranoia"
"2792","Horrify","Face of Death"
"2793","Spirit Walk","Healing Journey"
"2794","Big Bad Voodoo","Slam Dance"
"2795","Piranhas","Piranhado"
"2796","Fetish Army","Legion of Daggers"
"2797","Jungle Fortitude","Passive"
"2798","Spirit Vessel","Passive"
"2799","Tribal Rites","Passive"
"2800","Creeping Death","Passive"
"2801","Locust Swarm","Cloud of Insects"
"2802","Haunt","Resentful Spirits"
"2803","Spirit Walk","Jaunt"
"2804","Soul Harvest","Siphon"
"2805","Piranhas","Piranhado"
"2806","Horrify","Frightening Aspect"
"2807","Grave Injustice","Passive"
"2808","Gruesome Feast","Passive"
"2809","Creeping Death","Passive"
"2810","Spirit Vessel","Passive"
"2811","Plague of Toads","Rain of Toads"
"2812","Big Bad Voodoo","Slam Dance"
"2813","Piranhas","Piranhado"
"2814","Fetish Army","Legion of Daggers"
"2815","Spirit Walk","Jaunt"
"2816","Gargantuan","Restless Giant"
"2817","Pierce the Veil","Passive"
"2818","Fetish Sycophants","Passive"
"2819","Grave Injustice","Passive"
"2820","Midnight Feast","Passive"
"2821","Piranhas","Piranhado"
"2822","Horrify","Face of Death"
"2823","Spirit Walk","Jaunt"
"2824","Fetish Army","Legion of Daggers"
"2825","Mass Confusion","Paranoia"
"2826","Big Bad Voodoo","Slam Dance"
"2827","Jungle Fortitude","Passive"
"2828","Tribal Rites","Passive"
"2829","Spirit Vessel","Passive"
"2830","Creeping Death","Passive"
"2831","Haunt","Lingering Spirit"
"2832","Piranhas","Piranhado"
"2833","Soul Harvest","Siphon"
"2834","Horrify","Frightening Aspect"
"2835","Locust Swarm","Pestilence"
"2836","Spirit Walk","Jaunt"
"2837","Grave Injustice","Passive"
"2838","Spirit Vessel","Passive"
"2839","Gruesome Feast","Passive"
"2840","Creeping Death","Passive"
"2841","Haunt","Resentful Spirits"
"2842","Locust Swarm","Pestilence"
"2843","Spirit Walk","Jaunt"
"2844","Soul Harvest","Swallow Your Soul"
"2845","Piranhas","Piranhado"
"2846","Horrify","Stalker"
"2847","Spirit Vessel","Passive"
"2848","Pierce the Veil","Passive"
"2849","Creeping Death","Passive"
"2850","Grave Injustice","Passive"
"2851","Plague of Toads","Rain of Toads"
"2852","Horrify","Face of Death"
"2853","Summon Zombie Dogs","Leeching Beasts"
"2854","Spirit Walk","Jaunt"
"2855","Big Bad Voodoo","Slam Dance"
"2856","Fetish Army","Legion of Daggers"
"2857","Pierce the Veil","Passive"
"2858","Spirit Vessel","Passive"
"2859","Gruesome Feast","Passive"
"2860","Fetish Sycophants","Passive"
"2861","Plague of Toads","Rain of Toads"
"2862","Horrify","Face of Death"
"2863","Sacrifice","Provoke the Pack"
"2864","Spirit Walk","Jaunt"
"2865","Fetish Army","Legion of Daggers"
"2866","Big Bad Voodoo","Boogie Man"
"2867","Grave Injustice","Passive"
"2868","Fetish Sycophants","Passive"
"2869","Fierce Loyalty","Passive"
"2870","Pierce the Veil","Passive"
"2871","Haunt","Resentful Spirits"
"2872","Spirit Walk","Jaunt"
"2873","Soul Harvest","Siphon"
"2874","Horrify","Frightening Aspect"
"2875","Locust Swarm","Pestilence"
"2876","Piranhas","Piranhado"
"2877","Gruesome Feast","Passive"
"2878","Pierce the Veil","Passive"
"2879","Spirit Vessel","Passive"
"2880","Grave Injustice","Passive"
"2881","Locust Swarm","Pestilence"
"2882","Haunt","Resentful Spirits"
"2883","Spirit Walk","Jaunt"
"2884","Soul Harvest","Siphon"
"2885","Piranhas","Piranhado"
"2886","Horrify","Ruthless Terror"
"2887","Grave Injustice","Passive"
"2888","Creeping Death","Passive"
"2889","Spirit Vessel","Passive"
"2890","Pierce the Veil","Passive"
"2891","Summon Zombie Dogs","Burning Dogs"
"2892","Piranhas","Piranhado"
"2893","Spirit Walk","Jaunt"
"2894","Gargantuan","Wrathful Protector"
"2895","Fetish Army","Tiki Torchers"
"2896","Big Bad Voodoo","Slam Dance"
"2897","Midnight Feast","Passive"
"2898","Pierce the Veil","Passive"
"2899","Grave Injustice","Passive"
"2900","Zombie Handler","Passive"
"2901","Haunt","Resentful Spirits"
"2902","Locust Swarm","Devouring Swarm"
"2903","Soul Harvest","Siphon"
"2904","Spirit Walk","Jaunt"
"2905","Piranhas","Piranhado"
"2906","Horrify","Frightening Aspect"
"2907","Pierce the Veil","Passive"
"2908","Creeping Death","Passive"
"2909","Grave Injustice","Passive"
"2910","Spirit Vessel","Passive"
"2911","Plague of Toads","Addling Toads"
"2912","Piranhas","Piranhado"
"2913","Summon Zombie Dogs","Burning Dogs"
"2914","Gargantuan","Wrathful Protector"
"2915","Spirit Walk","Jaunt"
"2916","Big Bad Voodoo","Slam Dance"
"2917","Grave Injustice","Passive"
"2918","Fetish Sycophants","Passive"
"2919","Midnight Feast","Passive"
"2920","Zombie Handler","Passive"
"2921","Haunt","Resentful Spirits"
"2922","Piranhas","Piranhado"
"2923","Spirit Walk","Jaunt"
"2924","Soul Harvest","Siphon"
"2925","Locust Swarm","Pestilence"
"2926","Horrify","Frightening Aspect"
"2927","Pierce the Veil","Passive"
"2928","Creeping Death","Passive"
"2929","Grave Injustice","Passive"
"2930","Gruesome Feast","Passive"
"2931","Haunt","Resentful Spirits"
"2932","Locust Swarm","Pestilence"
"2933","Spirit Walk","Jaunt"
"2934","Horrify","Face of Death"
"2935","Piranhas","Piranhado"
"2936","Soul Harvest","Swallow Your Soul"
"2937","Spirit Vessel","Passive"
"2938","Pierce the Veil","Passive"
"2939","Grave Injustice","Passive"
"2940","Creeping Death","Passive"
"2941","Locust Swarm","Pestilence"
"2942","Piranhas","Piranhado"
"2943","Spirit Walk","Jaunt"
"2944","Haunt","Resentful Spirits"
"2945","Soul Harvest","Siphon"
"2946","Horrify","Frightening Aspect"
"2947","Grave Injustice","Passive"
"2948","Spirit Vessel","Passive"
"2949","Creeping Death","Passive"
"2950","Pierce the Veil","Passive"
"2951","Plague of Toads","Rain of Toads"
"2952","Sacrifice","Provoke the Pack"
"2953","Horrify","Face of Death"
"2954","Spirit Walk","Jaunt"
"2955","Fetish Army","Legion of Daggers"
"2956","Big Bad Voodoo","Slam Dance"
"2957","Gruesome Feast","Passive"
"2958","Fetish Sycophants","Passive"
"2959","Pierce the Veil","Passive"
"2960","Spirit Vessel","Passive"
"2961","Haunt","Resentful Spirits"
"2962","Piranhas","Piranhado"
"2963","Spirit Walk","Jaunt"
"2964","Soul Harvest","Vengeful Spirit"
"2965","Mass Confusion","Mass Hysteria"
"2966","Horrify","Frightening Aspect"
"2967","Grave Injustice","Passive"
"2968","Spirit Vessel","Passive"
"2969","Creeping Death","Passive"
"2970","Gruesome Feast","Passive"
"2971","Haunt","Lingering Spirit"
"2972","Plague of Toads","Rain of Toads"
"2973","Spirit Walk","Jaunt"
"2974","Soul Harvest","Soul to Waste"
"2975","Horrify","Phobia"
"2976","Piranhas","Piranhado"
"2977","Grave Injustice","Passive"
"2978","Creeping Death","Passive"
"2979","Spirit Vessel","Passive"
"2980","Pierce the Veil","Passive"
"2981","Plague of Toads","Rain of Toads"
"2982","Piranhas","Piranhado"
"2983","Spirit Walk","Jaunt"
"2984","Fetish Army","Legion of Daggers"
"2985","Mass Confusion","Paranoia"
"2986","Big Bad Voodoo","Slam Dance"
"2987","Spirit Vessel","Passive"
"2988","Pierce the Veil","Passive"
"2989","Fetish Sycophants","Passive"
"2990","Grave Injustice","Passive"
"2991","Haunt","Resentful Spirits"
"2992","Locust Swarm","Pestilence"
"2993","Horrify","Stalker"
"2994","Spirit Walk","Honored Guest"
"2995","Soul Harvest","Vengeful Spirit"
"2996","Spirit Barrage","Manitou"
"2997","Creeping Death","Passive"
"2998","Grave Injustice","Passive"
"2999","Pierce the Veil","Passive"
"3000","Spirit Vessel","Passive"
"3001","Plague of Toads","Rain of Toads"
"3002","Sacrifice","Provoke the Pack"
