"","Spell","Rune"
"167","Blur","Passive"
"168","Dominance","Passive"
"169","Unstable Anomaly","Passive"
"170","Evocation","Passive"
"171",NA,NA
"172",NA,NA
"173",NA,NA
"174",NA,NA
"175",NA,NA
"176",NA,NA
"177",NA,NA
"178",NA,NA
"179",NA,NA
"180",NA,NA
"181","Meteor","Meteor Shower"
"182","Hydra","Mammoth Hydra"
"183","Familiar","Sparkflint"
"184","Magic Weapon","Force Weapon"
"185","Teleport","Wormhole"
"186","Energy Armor","Prismatic Armor"
"187","Illusionist","Passive"
"188","Dominance","Passive"
"189","Unstable Anomaly","Passive"
"190","Conflagration","Passive"
"191","Blizzard","Apocalypse"
"192","Familiar","Sparkflint"
"193","Black Hole","Blazar"
"194","Teleport","Wormhole"
"195","Magic Weapon","Force Weapon"
"196","Energy Armor","Prismatic Armor"
"197","Blur","Passive"
"198","Unstable Anomaly","Passive"
"199","Illusionist","Passive"
"200","Glass Cannon","Passive"
"201","Blizzard","Apocalypse"
"202","Hydra","Mammoth Hydra"
"203","Black Hole","Blazar"
"204","Energy Armor","Prismatic Armor"
"205","Teleport","Wormhole"
"206","Magic Weapon","Force Weapon"
"207","Blur","Passive"
"208","Unstable Anomaly","Passive"
"209","Illusionist","Passive"
"210","Glass Cannon","Passive"
"211","Hydra","Mammoth Hydra"
"212","Black Hole","Blazar"
"213","Energy Armor","Prismatic Armor"
"214","Teleport","Wormhole"
"215","Blizzard","Apocalypse"
"216","Magic Weapon","Force Weapon"
"217","Unstable Anomaly","Passive"
"218","Blur","Passive"
"219","Illusionist","Passive"
"220","Dominance","Passive"
"221","Blizzard","Apocalypse"
"222","Hydra","Mammoth Hydra"
"223","Black Hole","Blazar"
"224","Magic Weapon","Force Weapon"
"225","Teleport","Wormhole"
"226","Energy Armor","Force Armor"
"227","Dominance","Passive"
"228","Unstable Anomaly","Passive"
"229","Elemental Exposure","Passive"
"230","Glass Cannon","Passive"
"231","Blizzard","Apocalypse"
"232","Hydra","Mammoth Hydra"
"233","Energy Armor","Prismatic Armor"
"234","Magic Weapon","Force Weapon"
"235","Teleport","Wormhole"
"236","Black Hole","Blazar"
"237","Unstable Anomaly","Passive"
"238","Dominance","Passive"
"239","Blur","Passive"
"240","Illusionist","Passive"
"241","Blizzard","Apocalypse"
"242","Hydra","Mammoth Hydra"
"243","Familiar","Sparkflint"
"244","Magic Weapon","Force Weapon"
"245","Teleport","Safe Passage"
"246","Energy Armor","Prismatic Armor"
"247","Illusionist","Passive"
"248","Blur","Passive"
"249","Dominance","Passive"
"250","Unstable Anomaly","Passive"
"251","Blizzard","Apocalypse"
"252","Hydra","Mammoth Hydra"
"253","Black Hole","Blazar"
"254","Teleport","Wormhole"
"255","Magic Weapon","Force Weapon"
"256","Energy Armor","Prismatic Armor"
"257","Blur","Passive"
"258","Illusionist","Passive"
"259","Unstable Anomaly","Passive"
"260","Glass Cannon","Passive"
"261","Black Hole","Blazar"
"262","Meteor","Molten Impact"
"263","Teleport","Wormhole"
"264","Blizzard","Apocalypse"
"265","Magic Weapon","Force Weapon"
"266","Energy Armor","Prismatic Armor"
"267","Blur","Passive"
"268","Evocation","Passive"
"269","Unstable Anomaly","Passive"
"270","Illusionist","Passive"
"271","Blizzard","Apocalypse"
"272","Black Hole","Blazar"
"273","Teleport","Wormhole"
"274","Magic Weapon","Force Weapon"
"275","Energy Armor","Prismatic Armor"
"276","Hydra","Mammoth Hydra"
"277","Blur","Passive"
"278","Unstable Anomaly","Passive"
"279","Illusionist","Passive"
"280","Evocation","Passive"
"281","Black Hole","Blazar"
"282","Blizzard","Apocalypse"
"283","Magic Weapon","Force Weapon"
"284","Teleport","Wormhole"
"285","Familiar","Arcanot"
"286","Energy Armor","Prismatic Armor"
"287","Dominance","Passive"
"288","Unstable Anomaly","Passive"
"289","Illusionist","Passive"
"290","Evocation","Passive"
"291",NA,NA
"292",NA,NA
"293",NA,NA
"294",NA,NA
"295",NA,NA
"296",NA,NA
"297",NA,NA
"298",NA,NA
"299",NA,NA
"300",NA,NA
"301","Black Hole","Blazar"
"302","Blizzard","Apocalypse"
"303","Teleport","Wormhole"
"304","Familiar","Sparkflint"
"305","Energy Armor","Prismatic Armor"
"306","Magic Weapon","Force Weapon"
"307","Unstable Anomaly","Passive"
"308","Blur","Passive"
"309","Illusionist","Passive"
"310","Dominance","Passive"
"311","Black Hole","Blazar"
"312","Blizzard","Apocalypse"
"313","Teleport","Fracture"
"314","Hydra","Mammoth Hydra"
"315","Magic Weapon","Force Weapon"
"316","Energy Armor","Prismatic Armor"
"317","Unstable Anomaly","Passive"
"318","Illusionist","Passive"
"319","Blur","Passive"
"320","Glass Cannon","Passive"
"321","Hydra","Mammoth Hydra"
"322","Black Hole","Blazar"
"323","Teleport","Safe Passage"
"324","Blizzard","Apocalypse"
"325","Energy Armor","Prismatic Armor"
"326","Magic Weapon","Force Weapon"
"327","Blur","Passive"
"328","Astral Presence","Passive"
"329","Unstable Anomaly","Passive"
"330","Illusionist","Passive"
"331","Electrocute","Surge of Power"
"332","Disintegrate","Convergence"
"333","Hydra","Mammoth Hydra"
"334","Familiar","Arcanot"
"335","Magic Weapon","Force Weapon"
"336","Slow Time","Stretch Time"
"337","Unstable Anomaly","Passive"
"338","Arcane Dynamo","Passive"
"339","Unwavering Will","Passive"
"340","Elemental Exposure","Passive"
"341",NA,NA
"342",NA,NA
"343",NA,NA
"344",NA,NA
"345",NA,NA
"346",NA,NA
"347",NA,NA
"348",NA,NA
"349",NA,NA
"350",NA,NA
"351","Ray of Frost","Black Ice"
"352","Teleport","Wormhole"
"353","Black Hole","Absolute Zero"
"354","Familiar","Arcanot"
"355","Magic Weapon","Force Weapon"
"356","Energy Armor","Prismatic Armor"
"357","Blur","Passive"
"358","Astral Presence","Passive"
"359","Unstable Anomaly","Passive"
"360","Cold Blooded","Passive"
"361","Blizzard","Apocalypse"
"362","Hydra","Mammoth Hydra"
"363","Teleport","Wormhole"
"364","Black Hole","Blazar"
"365","Magic Weapon","Force Weapon"
"366","Energy Armor","Prismatic Armor"
"367","Blur","Passive"
"368","Evocation","Passive"
"369","Illusionist","Passive"
"370","Unstable Anomaly","Passive"
"371","Hydra","Mammoth Hydra"
"372","Black Hole","Blazar"
"373","Teleport","Wormhole"
"374","Blizzard","Apocalypse"
"375","Energy Armor","Prismatic Armor"
"376","Magic Weapon","Force Weapon"
"377","Astral Presence","Passive"
"378","Blur","Passive"
"379","Unstable Anomaly","Passive"
"380","Evocation","Passive"
"381","Blizzard","Apocalypse"
"382","Black Hole","Blazar"
"383","Mirror Image","Duplicates"
"384","Energy Armor","Prismatic Armor"
"385","Teleport","Safe Passage"
"386","Hydra","Mammoth Hydra"
"387","Unstable Anomaly","Passive"
"388","Astral Presence","Passive"
"389","Blur","Passive"
"390","Illusionist","Passive"
"391","Blizzard","Apocalypse"
"392","Black Hole","Blazar"
"393","Hydra","Mammoth Hydra"
"394","Ice Armor","Crystallize"
"395","Magic Weapon","Force Weapon"
"396","Teleport","Wormhole"
"397","Blur","Passive"
"398","Dominance","Passive"
"399","Illusionist","Passive"
"400","Unstable Anomaly","Passive"
"401",NA,NA
"402",NA,NA
"403",NA,NA
"404",NA,NA
"405",NA,NA
"406",NA,NA
"407",NA,NA
"408",NA,NA
"409",NA,NA
"410",NA,NA
"411","Hydra","Mammoth Hydra"
"412","Blizzard","Apocalypse"
"413","Teleport","Wormhole"
"414","Energy Armor","Prismatic Armor"
"415","Magic Weapon","Force Weapon"
"416","Black Hole","Blazar"
"417","Blur","Passive"
"418","Illusionist","Passive"
"419","Dominance","Passive"
"420","Unstable Anomaly","Passive"
"421","Hydra","Mammoth Hydra"
"422","Blizzard","Apocalypse"
"423","Black Hole","Blazar"
"424","Magic Weapon","Force Weapon"
"425","Energy Armor","Prismatic Armor"
"426","Teleport","Wormhole"
"427","Unstable Anomaly","Passive"
"428","Illusionist","Passive"
"429","Blur","Passive"
"430","Dominance","Passive"
"431","Disintegrate","Convergence"
"432","Familiar","Arcanot"
"433","Black Hole","Blazar"
"434","Teleport","Wormhole"
"435","Magic Weapon","Force Weapon"
"436","Energy Armor","Pinpoint Barrier"
"437","Blur","Passive"
"438","Unstable Anomaly","Passive"
"439","Conflagration","Passive"
"440","Dominance","Passive"
"441","Blizzard","Apocalypse"
"442","Black Hole","Blazar"
"443","Magic Weapon","Force Weapon"
"444","Teleport","Safe Passage"
"445","Energy Armor","Prismatic Armor"
"446","Hydra","Mammoth Hydra"
"447","Blur","Passive"
"448","Illusionist","Passive"
"449","Evocation","Passive"
"450","Unstable Anomaly","Passive"
"451","Black Hole","Spellsteal"
"452","Archon","Combustion"
"453","Explosive Blast","Chain Reaction"
"454","Teleport","Wormhole"
"455","Magic Weapon","Deflection"
"456","Energy Armor","Prismatic Armor"
"457","Blur","Passive"
"458","Evocation","Passive"
"459","Dominance","Passive"
"460","Unstable Anomaly","Passive"
"461","Energy Twister","Gale Force"
"462","Blizzard","Apocalypse"
"463","Teleport","Wormhole"
"464","Black Hole","Blazar"
"465","Energy Armor","Prismatic Armor"
"466","Magic Weapon","Force Weapon"
"467","Blur","Passive"
"468","Dominance","Passive"
"469","Illusionist","Passive"
"470","Unstable Anomaly","Passive"
"471","Hydra","Mammoth Hydra"
"472","Blizzard","Apocalypse"
"473","Energy Armor","Force Armor"
"474","Black Hole","Blazar"
"475","Teleport","Fracture"
"476","Magic Weapon","Force Weapon"
"477","Blur","Passive"
"478","Unstable Anomaly","Passive"
"479","Illusionist","Passive"
"480","Evocation","Passive"
"481","Blizzard","Apocalypse"
"482","Hydra","Mammoth Hydra"
"483","Magic Weapon","Force Weapon"
"484","Teleport","Safe Passage"
"485","Black Hole","Blazar"
"486","Energy Armor","Prismatic Armor"
"487","Elemental Exposure","Passive"
"488","Unstable Anomaly","Passive"
"489","Illusionist","Passive"
"490","Blur","Passive"
"491","Hydra","Mammoth Hydra"
"492","Blizzard","Apocalypse"
"493","Black Hole","Blazar"
"494","Teleport","Wormhole"
"495","Energy Armor","Prismatic Armor"
"496","Magic Weapon","Force Weapon"
"497","Blur","Passive"
"498","Glass Cannon","Passive"
"499","Dominance","Passive"
"500","Unstable Anomaly","Passive"
"501","Black Hole","Blazar"
"502","Energy Armor","Prismatic Armor"
"503","Teleport","Safe Passage"
"504","Frost Nova","Bone Chill"
"505","Magic Weapon","Force Weapon"
"506","Explosive Blast","Chain Reaction"
"507","Evocation","Passive"
"508","Dominance","Passive"
"509","Unstable Anomaly","Passive"
"510","Illusionist","Passive"
"511","Blizzard","Apocalypse"
"512","Hydra","Mammoth Hydra"
"513","Magic Weapon","Force Weapon"
"514","Teleport","Wormhole"
"515","Black Hole","Blazar"
"516","Energy Armor","Prismatic Armor"
"517","Blur","Passive"
"518","Illusionist","Passive"
"519","Unstable Anomaly","Passive"
"520","Glass Cannon","Passive"
"521","Hydra","Mammoth Hydra"
"522","Blizzard","Apocalypse"
"523","Black Hole","Blazar"
"524","Teleport","Wormhole"
"525","Energy Armor","Prismatic Armor"
"526","Magic Weapon","Force Weapon"
"527","Illusionist","Passive"
"528","Unstable Anomaly","Passive"
"529","Dominance","Passive"
"530","Blur","Passive"
"531","Hydra","Mammoth Hydra"
"532","Blizzard","Apocalypse"
"533","Teleport","Wormhole"
"534","Energy Armor","Prismatic Armor"
"535","Magic Weapon","Force Weapon"
"536","Familiar","Sparkflint"
"537","Unstable Anomaly","Passive"
"538","Unwavering Will","Passive"
"539","Blur","Passive"
"540","Astral Presence","Passive"
"541","Blizzard","Apocalypse"
"542","Hydra","Mammoth Hydra"
"543","Energy Armor","Prismatic Armor"
"544","Magic Weapon","Force Weapon"
"545","Black Hole","Blazar"
"546","Teleport","Wormhole"
"547","Blur","Passive"
"548","Illusionist","Passive"
"549","Unstable Anomaly","Passive"
"550","Dominance","Passive"
"551","Black Hole","Blazar"
"552","Blizzard","Apocalypse"
"553","Energy Armor","Pinpoint Barrier"
"554","Magic Weapon","Force Weapon"
"555","Hydra","Mammoth Hydra"
"556","Teleport","Wormhole"
"557","Blur","Passive"
"558","Dominance","Passive"
"559","Unstable Anomaly","Passive"
"560","Illusionist","Passive"
"561","Blizzard","Apocalypse"
"562","Familiar","Arcanot"
"563","Teleport","Wormhole"
"564","Energy Armor","Pinpoint Barrier"
"565","Magic Weapon","Force Weapon"
"566","Black Hole","Blazar"
"567","Dominance","Passive"
"568","Unstable Anomaly","Passive"
"569","Glass Cannon","Passive"
"570","Illusionist","Passive"
"571","Hydra","Mammoth Hydra"
"572","Blizzard","Apocalypse"
"573","Energy Armor","Prismatic Armor"
"574","Magic Weapon","Force Weapon"
"575","Teleport","Wormhole"
"576","Frost Nova","Cold Snap"
"577","Unstable Anomaly","Passive"
"578","Blur","Passive"
"579","Dominance","Passive"
"580","Illusionist","Passive"
"581","Blizzard","Apocalypse"
"582","Teleport","Wormhole"
"583","Black Hole","Blazar"
"584","Hydra","Mammoth Hydra"
"585","Energy Armor","Prismatic Armor"
"586","Magic Weapon","Force Weapon"
"587","Blur","Passive"
"588","Unstable Anomaly","Passive"
"589","Glass Cannon","Passive"
"590","Illusionist","Passive"
"591","Blizzard","Apocalypse"
"592","Black Hole","Blazar"
"593","Magic Weapon","Force Weapon"
"594","Hydra","Mammoth Hydra"
"595","Teleport","Safe Passage"
"596","Energy Armor","Prismatic Armor"
"597","Blur","Passive"
"598","Glass Cannon","Passive"
"599","Unstable Anomaly","Passive"
"600","Illusionist","Passive"
"601","Blizzard","Apocalypse"
"602","Teleport","Safe Passage"
"603","Slow Time","Point of No Return"
"604","Magic Weapon","Force Weapon"
"605","Black Hole","Blazar"
"606","Energy Armor","Prismatic Armor"
"607","Unstable Anomaly","Passive"
"608","Galvanizing Ward","Passive"
"609","Illusionist","Passive"
"610","Evocation","Passive"
"611",NA,NA
"612",NA,NA
"613",NA,NA
"614",NA,NA
"615",NA,NA
"616",NA,NA
"617",NA,NA
"618",NA,NA
"619",NA,NA
"620",NA,NA
"621","Blizzard","Apocalypse"
"622","Hydra","Mammoth Hydra"
"623","Energy Armor","Prismatic Armor"
"624","Slow Time","Time Warp"
"625","Black Hole","Spellsteal"
"626","Teleport","Wormhole"
"627","Blur","Passive"
"628","Illusionist","Passive"
"629","Elemental Exposure","Passive"
"630","Unstable Anomaly","Passive"
"631","Black Hole","Blazar"
"632","Blizzard","Apocalypse"
"633","Hydra","Mammoth Hydra"
"634","Magic Weapon","Ignite"
"635","Energy Armor","Prismatic Armor"
"636","Teleport","Wormhole"
"637","Blur","Passive"
"638","Unstable Anomaly","Passive"
"639","Illusionist","Passive"
"640","Dominance","Passive"
"641","Blizzard","Apocalypse"
"642","Energy Armor","Prismatic Armor"
"643","Teleport","Safe Passage"
"644","Hydra","Mammoth Hydra"
"645","Black Hole","Blazar"
"646","Magic Weapon","Force Weapon"
"647","Blur","Passive"
"648","Evocation","Passive"
"649","Dominance","Passive"
"650","Unstable Anomaly","Passive"
"651",NA,NA
"652",NA,NA
"653",NA,NA
"654",NA,NA
"655",NA,NA
"656",NA,NA
"657",NA,NA
"658",NA,NA
"659",NA,NA
"660",NA,NA
"661","Black Hole","Blazar"
"662","Mirror Image","Duplicates"
"663","Teleport","Wormhole"
"664","Blizzard","Apocalypse"
"665","Energy Armor","Prismatic Armor"
"666","Magic Weapon","Force Weapon"
"667","Blur","Passive"
"668","Dominance","Passive"
"669","Unstable Anomaly","Passive"
"670","Illusionist","Passive"
"671","Blizzard","Apocalypse"
"672","Magic Weapon","Force Weapon"
"673","Black Hole","Event Horizon"
"674","Teleport","Wormhole"
"675","Hydra","Mammoth Hydra"
"676","Energy Armor","Force Armor"
"677","Blur","Passive"
"678","Illusionist","Passive"
"679","Unstable Anomaly","Passive"
"680","Dominance","Passive"
"681","Hydra","Mammoth Hydra"
"682","Teleport","Wormhole"
"683","Meteor","Molten Impact"
"684","Blizzard","Apocalypse"
"685","Energy Armor","Prismatic Armor"
"686","Black Hole","Blazar"
"687","Blur","Passive"
"688","Evocation","Passive"
"689","Dominance","Passive"
"690","Unstable Anomaly","Passive"
"691",NA,NA
"692",NA,NA
"693",NA,NA
"694",NA,NA
"695",NA,NA
"696",NA,NA
"697",NA,NA
"698",NA,NA
"699",NA,NA
"700",NA,NA
"701","Hydra","Mammoth Hydra"
"702","Blizzard","Apocalypse"
"703","Magic Weapon","Force Weapon"
"704","Energy Armor","Force Armor"
"705","Teleport","Wormhole"
"706","Black Hole","Blazar"
"707","Unstable Anomaly","Passive"
"708","Blur","Passive"
"709","Illusionist","Passive"
"710","Astral Presence","Passive"
"711","Black Hole","Blazar"
"712","Teleport","Wormhole"
"713","Blizzard","Apocalypse"
"714","Slow Time","Time Warp"
"715","Mirror Image","Duplicates"
"716","Energy Armor","Prismatic Armor"
"717","Blur","Passive"
"718","Illusionist","Passive"
"719","Unstable Anomaly","Passive"
"720","Evocation","Passive"
"721","Blizzard","Apocalypse"
"722","Black Hole","Blazar"
"723","Hydra","Mammoth Hydra"
"724","Ice Armor","Crystallize"
"725","Teleport","Wormhole"
"726","Magic Weapon","Force Weapon"
"727","Blur","Passive"
"728","Unstable Anomaly","Passive"
"729","Illusionist","Passive"
"730","Dominance","Passive"
"731",NA,NA
"732",NA,NA
"733",NA,NA
"734",NA,NA
"735",NA,NA
"736",NA,NA
"737",NA,NA
"738",NA,NA
"739",NA,NA
"740",NA,NA
"741","Magic Missile",NA
"742",NA,NA
"743",NA,NA
"744",NA,NA
"745",NA,NA
"746",NA,NA
"747",NA,"Passive"
"748",NA,"Passive"
"749",NA,"Passive"
"750",NA,"Passive"
"751","Hydra","Mammoth Hydra"
"752","Blizzard","Apocalypse"
"753","Teleport","Safe Passage"
"754","Black Hole","Blazar"
"755","Energy Armor","Prismatic Armor"
"756","Magic Weapon","Conduit"
"757","Blur","Passive"
"758","Evocation","Passive"
"759","Unstable Anomaly","Passive"
"760","Illusionist","Passive"
"761","Blizzard","Apocalypse"
"762","Black Hole","Blazar"
"763","Teleport","Wormhole"
"764","Hydra","Mammoth Hydra"
"765","Magic Weapon","Ignite"
"766","Energy Armor","Force Armor"
"767","Blur","Passive"
"768","Illusionist","Passive"
"769","Unstable Anomaly","Passive"
"770","Dominance","Passive"
"771","Hydra","Mammoth Hydra"
"772","Blizzard","Apocalypse"
"773","Black Hole","Blazar"
"774","Teleport","Wormhole"
"775","Magic Weapon","Force Weapon"
"776","Energy Armor","Prismatic Armor"
"777","Blur","Passive"
"778","Dominance","Passive"
"779","Unstable Anomaly","Passive"
"780","Illusionist","Passive"
"781","Black Hole","Blazar"
"782","Blizzard","Apocalypse"
"783","Hydra","Mammoth Hydra"
"784","Magic Weapon","Force Weapon"
"785","Energy Armor","Force Armor"
"786","Teleport","Wormhole"
"787","Glass Cannon","Passive"
"788","Conflagration","Passive"
"789","Dominance","Passive"
"790","Unstable Anomaly","Passive"
"791","Blizzard","Apocalypse"
"792","Teleport","Safe Passage"
"793","Mirror Image","Duplicates"
"794","Black Hole","Blazar"
"795","Magic Weapon","Force Weapon"
"796","Energy Armor","Prismatic Armor"
"797","Evocation","Passive"
"798","Illusionist","Passive"
"799","Blur","Passive"
"800","Unstable Anomaly","Passive"
"801","Hydra","Mammoth Hydra"
"802","Blizzard","Apocalypse"
"803","Black Hole","Blazar"
"804","Teleport","Safe Passage"
"805","Magic Weapon","Force Weapon"
"806","Energy Armor","Force Armor"
"807","Illusionist","Passive"
"808","Glass Cannon","Passive"
"809","Unstable Anomaly","Passive"
"810","Blur","Passive"
"811","Blizzard","Apocalypse"
"812","Hydra","Mammoth Hydra"
"813","Teleport","Wormhole"
"814","Black Hole","Blazar"
"815","Energy Armor","Prismatic Armor"
"816","Magic Weapon","Force Weapon"
"817","Blur","Passive"
"818","Dominance","Passive"
"819","Unstable Anomaly","Passive"
"820","Illusionist","Passive"
"821",NA,NA
"822",NA,NA
"823",NA,NA
"824",NA,NA
"825",NA,NA
"826",NA,NA
"827",NA,NA
"828",NA,NA
"829",NA,NA
"830",NA,NA
"831","Teleport","Wormhole"
"832","Blizzard","Apocalypse"
"833","Black Hole","Blazar"
"834","Hydra","Mammoth Hydra"
"835","Magic Weapon","Force Weapon"
"836","Energy Armor","Force Armor"
"837","Illusionist","Passive"
"838","Unstable Anomaly","Passive"
"839","Dominance","Passive"
"840","Blur","Passive"
"841","Meteor","Meteor Shower"
"842","Blizzard","Apocalypse"
"843","Teleport","Wormhole"
"844","Magic Weapon","Conduit"
"845","Black Hole","Blazar"
"846","Energy Armor","Energy Tap"
"847","Astral Presence","Passive"
"848","Dominance","Passive"
"849","Conflagration","Passive"
"850","Blur","Passive"
"851","Blizzard","Apocalypse"
"852","Teleport","Wormhole"
"853","Magic Weapon","Force Weapon"
"854","Energy Armor","Prismatic Armor"
"855","Black Hole","Blazar"
"856","Hydra","Mammoth Hydra"
"857","Blur","Passive"
"858","Unstable Anomaly","Passive"
"859","Astral Presence","Passive"
"860","Illusionist","Passive"
"861","Blizzard","Apocalypse"
"862","Black Hole","Blazar"
"863","Energy Armor","Prismatic Armor"
"864","Magic Weapon","Force Weapon"
"865","Familiar","Sparkflint"
"866","Teleport","Wormhole"
"867","Unstable Anomaly","Passive"
"868","Blur","Passive"
"869","Dominance","Passive"
"870","Illusionist","Passive"
"871","Blizzard","Apocalypse"
"872","Teleport","Wormhole"
"873","Energy Armor","Prismatic Armor"
"874","Black Hole","Blazar"
"875","Magic Weapon","Force Weapon"
"876","Hydra","Mammoth Hydra"
"877","Glass Cannon","Passive"
"878","Illusionist","Passive"
"879","Unstable Anomaly","Passive"
"880","Blur","Passive"
"881","Teleport","Wormhole"
"882","Blizzard","Apocalypse"
"883","Hydra","Mammoth Hydra"
"884","Black Hole","Blazar"
"885","Magic Weapon","Force Weapon"
"886","Energy Armor","Prismatic Armor"
"887","Blur","Passive"
"888","Unstable Anomaly","Passive"
"889","Dominance","Passive"
"890","Illusionist","Passive"
"891","Blizzard","Apocalypse"
"892","Black Hole","Blazar"
"893","Teleport","Safe Passage"
"894","Hydra","Mammoth Hydra"
"895","Magic Weapon","Conduit"
"896","Energy Armor","Prismatic Armor"
"897","Blur","Passive"
"898","Dominance","Passive"
"899","Unstable Anomaly","Passive"
"900","Illusionist","Passive"
"901","Hydra","Mammoth Hydra"
