"","Spell","Rune"
"271","Shield Glare","Divine Verdict"
"272","Akarat's Champion","Prophet"
"273","Judgment","Resolved"
"274","Condemn","Vacuum"
"275","Steed Charge","Draw and Quarter"
"276","Laws of Valor","Critical"
"277","Fervor","Passive"
"278","Long Arm of the Law","Passive"
"279","Indestructible","Passive"
"280","Towering Shield","Passive"
"281","Phalanx","Stampede"
"282","Iron Skin","Steel Skin"
"283","Akarat's Champion","Prophet"
"284","Laws of Valor","Unstoppable Force"
"285","Provoke","Charged Up"
"286","Steed Charge","Endurance"
"287","Heavenly Strength","Passive"
"288","Lord Commander","Passive"
"289","Holy Cause","Passive"
"290","Finery","Passive"
"291","Phalanx","Stampede"
"292","Iron Skin","Steel Skin"
"293","Laws of Valor","Unstoppable Force"
"294","Provoke","Charged Up"
"295","Steed Charge","Endurance"
"296","Akarat's Champion","Prophet"
"297","Long Arm of the Law","Passive"
"298","Heavenly Strength","Passive"
"299","Lord Commander","Passive"
"300","Finery","Passive"
"301","Phalanx","Stampede"
"302","Iron Skin","Steel Skin"
"303","Steed Charge","Endurance"
"304","Provoke","Too Scared to Run"
"305","Laws of Valor","Unstoppable Force"
"306","Akarat's Champion","Prophet"
"307","Lord Commander","Passive"
"308","Heavenly Strength","Passive"
"309","Long Arm of the Law","Passive"
"310","Finery","Passive"
"311","Phalanx","Stampede"
"312","Iron Skin","Steel Skin"
"313","Steed Charge","Endurance"
"314","Provoke","Charged Up"
"315","Laws of Valor","Unstoppable Force"
"316","Akarat's Champion","Prophet"
"317","Heavenly Strength","Passive"
"318","Long Arm of the Law","Passive"
"319","Finery","Passive"
"320","Lord Commander","Passive"
"321","Heaven's Fury","Fires of Heaven"
"322","Shield Glare","Divine Verdict"
"323","Steed Charge","Endurance"
"324","Provoke","Charged Up"
"325","Laws of Valor","Unstoppable Force"
"326","Akarat's Champion","Prophet"
"327","Finery","Passive"
"328","Long Arm of the Law","Passive"
"329","Heavenly Strength","Passive"
"330","Holy Cause","Passive"
"331","Phalanx","Stampede"
"332","Steed Charge","Endurance"
"333","Laws of Valor","Critical"
"334","Provoke","Charged Up"
"335","Shield Glare","Divine Verdict"
"336","Akarat's Champion","Prophet"
"337","Heavenly Strength","Passive"
"338","Finery","Passive"
"339","Long Arm of the Law","Passive"
"340","Lord Commander","Passive"
"341","Phalanx","Stampede"
"342","Provoke","Cleanse"
"343","Laws of Valor","Unstoppable Force"
"344","Steed Charge","Ramming Speed"
"345","Akarat's Champion","Prophet"
"346","Iron Skin","Steel Skin"
"347","Indestructible","Passive"
"348","Long Arm of the Law","Passive"
"349","Finery","Passive"
"350","Heavenly Strength","Passive"
"351","Phalanx","Stampede"
"352","Akarat's Champion","Prophet"
"353","Steed Charge","Endurance"
"354","Provoke","Charged Up"
"355","Laws of Valor","Unstoppable Force"
"356","Iron Skin","Steel Skin"
"357","Heavenly Strength","Passive"
"358","Lord Commander","Passive"
"359","Long Arm of the Law","Passive"
"360","Finery","Passive"
"361","Phalanx","Stampede"
"362","Akarat's Champion","Prophet"
"363","Laws of Valor","Unstoppable Force"
"364","Iron Skin","Steel Skin"
"365","Provoke","Charged Up"
"366","Steed Charge","Endurance"
"367","Long Arm of the Law","Passive"
"368","Heavenly Strength","Passive"
"369","Finery","Passive"
"370","Lord Commander","Passive"
"371","Judgment","Resolved"
"372","Condemn","Vacuum"
"373","Shield Glare","Divine Verdict"
"374","Iron Skin","Steel Skin"
"375","Laws of Valor","Critical"
"376","Akarat's Champion","Prophet"
"377","Fervor","Passive"
"378","Indestructible","Passive"
"379","Long Arm of the Law","Passive"
"380","Vigilant","Passive"
"381","Shield Glare","Zealous Glare"
"382","Phalanx","Stampede"
"383","Laws of Valor","Critical"
"384","Akarat's Champion","Fire Starter"
"385","Steed Charge","Endurance"
"386","Provoke","Charged Up"
"387","Finery","Passive"
"388","Long Arm of the Law","Passive"
"389","Lord Commander","Passive"
"390","Heavenly Strength","Passive"
"391","Judgment","Resolved"
"392","Condemn","Vacuum"
"393","Shield Glare","Divine Verdict"
"394","Steed Charge","Draw and Quarter"
"395","Akarat's Champion","Prophet"
"396","Laws of Valor","Critical"
"397","Fervor","Passive"
"398","Indestructible","Passive"
"399","Long Arm of the Law","Passive"
"400","Towering Shield","Passive"
"401","Phalanx","Stampede"
"402","Steed Charge","Endurance"
"403","Iron Skin","Steel Skin"
"404","Provoke","Charged Up"
"405","Laws of Valor","Unstoppable Force"
"406","Akarat's Champion","Prophet"
"407","Lord Commander","Passive"
"408","Long Arm of the Law","Passive"
"409","Finery","Passive"
"410","Heavenly Strength","Passive"
"411","Shield Glare","Divine Verdict"
"412","Condemn","Vacuum"
"413","Judgment","Resolved"
"414","Steed Charge","Draw and Quarter"
"415","Laws of Valor","Critical"
"416","Akarat's Champion","Prophet"
"417","Fervor","Passive"
"418","Long Arm of the Law","Passive"
"419","Towering Shield","Passive"
"420","Indestructible","Passive"
"421","Phalanx","Stampede"
"422","Iron Skin","Steel Skin"
"423","Provoke","Charged Up"
"424","Akarat's Champion","Prophet"
"425","Laws of Valor","Unstoppable Force"
"426","Steed Charge","Endurance"
"427","Heavenly Strength","Passive"
"428","Holy Cause","Passive"
"429","Finery","Passive"
"430","Long Arm of the Law","Passive"
"431","Phalanx","Stampede"
"432","Iron Skin","Steel Skin"
"433","Laws of Valor","Unstoppable Force"
"434","Steed Charge","Endurance"
"435","Provoke","Charged Up"
"436","Akarat's Champion","Prophet"
"437","Holy Cause","Passive"
"438","Heavenly Strength","Passive"
"439","Lord Commander","Passive"
"440","Long Arm of the Law","Passive"
"441","Phalanx","Stampede"
"442","Iron Skin","Steel Skin"
"443","Steed Charge","Endurance"
"444","Provoke","Charged Up"
"445","Laws of Valor","Unstoppable Force"
"446","Akarat's Champion","Prophet"
"447","Heavenly Strength","Passive"
"448","Finery","Passive"
"449","Holy Cause","Passive"
"450","Long Arm of the Law","Passive"
"451","Phalanx","Stampede"
"452","Iron Skin","Steel Skin"
"453","Provoke","Hit Me"
"454","Steed Charge","Endurance"
"455","Laws of Valor","Unstoppable Force"
"456","Akarat's Champion","Prophet"
"457","Heavenly Strength","Passive"
"458","Long Arm of the Law","Passive"
"459","Finery","Passive"
"460","Lord Commander","Passive"
"461","Phalanx","Stampede"
"462","Iron Skin","Steel Skin"
"463","Laws of Valor","Unstoppable Force"
"464","Akarat's Champion","Prophet"
"465","Provoke","Charged Up"
"466","Steed Charge","Endurance"
"467","Holy Cause","Passive"
"468","Heavenly Strength","Passive"
"469","Long Arm of the Law","Passive"
"470","Finery","Passive"
"471","Phalanx","Stampede"
"472","Provoke","Charged Up"
"473","Laws of Valor","Unstoppable Force"
"474","Akarat's Champion","Prophet"
"475","Iron Skin","Steel Skin"
"476","Steed Charge","Endurance"
"477","Finery","Passive"
"478","Lord Commander","Passive"
"479","Long Arm of the Law","Passive"
"480","Heavenly Strength","Passive"
"481","Phalanx","Stampede"
"482","Shield Glare","Divine Verdict"
"483","Laws of Valor","Unstoppable Force"
"484","Akarat's Champion","Prophet"
"485","Provoke","Charged Up"
"486","Steed Charge","Endurance"
"487","Long Arm of the Law","Passive"
"488","Heavenly Strength","Passive"
"489","Lord Commander","Passive"
"490","Finery","Passive"
"491","Phalanx","Stampede"
"492","Akarat's Champion","Prophet"
"493","Provoke","Charged Up"
"494","Iron Skin","Steel Skin"
"495","Laws of Valor","Unstoppable Force"
"496","Steed Charge","Endurance"
"497","Heavenly Strength","Passive"
"498","Long Arm of the Law","Passive"
"499","Lord Commander","Passive"
"500","Finery","Passive"
"501","Phalanx","Stampede"
"502","Provoke","Cleanse"
"503","Steed Charge","Endurance"
"504","Iron Skin","Steel Skin"
"505","Laws of Valor","Unstoppable Force"
"506","Akarat's Champion","Prophet"
"507","Heavenly Strength","Passive"
"508","Finery","Passive"
"509","Long Arm of the Law","Passive"
"510","Lord Commander","Passive"
"511","Shield Glare","Divine Verdict"
"512","Steed Charge","Draw and Quarter"
"513","Judgment","Resolved"
"514","Laws of Valor","Critical"
"515","Condemn","Vacuum"
"516","Akarat's Champion","Prophet"
"517","Fervor","Passive"
"518","Towering Shield","Passive"
"519","Long Arm of the Law","Passive"
"520","Indestructible","Passive"
"521","Phalanx","Stampede"
"522","Iron Skin","Steel Skin"
"523","Akarat's Champion","Prophet"
"524","Laws of Valor","Unstoppable Force"
"525","Provoke","Charged Up"
"526","Steed Charge","Endurance"
"527","Heavenly Strength","Passive"
"528","Finery","Passive"
"529","Lord Commander","Passive"
"530","Holy Cause","Passive"
"531","Shield Glare","Divine Verdict"
"532","Akarat's Champion","Prophet"
"533","Condemn","Vacuum"
"534","Judgment","Resolved"
"535","Consecration","Frozen Ground"
"536","Laws of Valor","Critical"
"537","Long Arm of the Law","Passive"
"538","Fervor","Passive"
"539","Towering Shield","Passive"
"540","Indestructible","Passive"
"541","Phalanx","Stampede"
"542","Provoke","Too Scared to Run"
"543","Steed Charge","Endurance"
"544","Akarat's Champion","Prophet"
"545","Iron Skin","Steel Skin"
"546","Laws of Valor","Unstoppable Force"
"547","Heavenly Strength","Passive"
"548","Lord Commander","Passive"
"549","Long Arm of the Law","Passive"
"550","Finery","Passive"
"551","Phalanx","Stampede"
"552","Steed Charge","Endurance"
"553","Provoke","Charged Up"
"554","Iron Skin","Steel Skin"
"555","Laws of Valor","Unstoppable Force"
"556","Akarat's Champion","Prophet"
"557","Finery","Passive"
"558","Long Arm of the Law","Passive"
"559","Lord Commander","Passive"
"560","Heavenly Strength","Passive"
"561","Phalanx","Stampede"
"562","Iron Skin","Steel Skin"
"563","Akarat's Champion","Prophet"
"564","Steed Charge","Endurance"
"565","Provoke","Charged Up"
"566","Laws of Valor","Unstoppable Force"
"567","Lord Commander","Passive"
"568","Heavenly Strength","Passive"
"569","Long Arm of the Law","Passive"
"570","Finery","Passive"
"571","Phalanx","Stampede"
"572","Provoke","Too Scared to Run"
"573","Steed Charge","Endurance"
"574","Iron Skin","Steel Skin"
"575","Laws of Valor","Unstoppable Force"
"576","Akarat's Champion","Prophet"
"577","Heavenly Strength","Passive"
"578","Long Arm of the Law","Passive"
"579","Lord Commander","Passive"
"580","Indestructible","Passive"
"581","Phalanx","Stampede"
"582","Steed Charge","Endurance"
"583","Laws of Hope","Wings of Angels"
"584","Shield Glare","Divine Verdict"
"585","Provoke","Too Scared to Run"
"586","Akarat's Champion","Prophet"
"587","Long Arm of the Law","Passive"
"588","Lord Commander","Passive"
"589","Holy Cause","Passive"
"590","Heavenly Strength","Passive"
"591","Steed Charge","Endurance"
"592","Phalanx","Stampede"
"593","Provoke","Charged Up"
"594","Laws of Valor","Unstoppable Force"
"595","Iron Skin","Steel Skin"
"596","Akarat's Champion","Prophet"
"597","Heavenly Strength","Passive"
"598","Lord Commander","Passive"
"599","Finery","Passive"
"600","Long Arm of the Law","Passive"
"601","Steed Charge","Endurance"
"602","Phalanx","Stampede"
"603","Provoke","Charged Up"
"604","Laws of Valor","Unstoppable Force"
"605","Iron Skin","Steel Skin"
"606","Akarat's Champion","Prophet"
"607","Heavenly Strength","Passive"
"608","Finery","Passive"
"609","Lord Commander","Passive"
"610","Holy Cause","Passive"
"611","Judgment","Resolved"
"612","Condemn","Vacuum"
"613","Laws of Valor","Critical"
"614","Shield Glare","Divine Verdict"
"615","Steed Charge","Draw and Quarter"
"616","Akarat's Champion","Prophet"
"617","Fervor","Passive"
"618","Vigilant","Passive"
"619","Long Arm of the Law","Passive"
"620","Indestructible","Passive"
"621","Shield Glare","Divine Verdict"
"622","Steed Charge","Draw and Quarter"
"623","Laws of Valor","Critical"
"624","Judgment","Resolved"
"625","Akarat's Champion","Prophet"
"626","Condemn","Vacuum"
"627","Fervor","Passive"
"628","Indestructible","Passive"
"629","Long Arm of the Law","Passive"
"630","Towering Shield","Passive"
"631","Shield Glare","Divine Verdict"
"632","Phalanx","Bowmen"
"633","Judgment","Resolved"
"634","Akarat's Champion","Prophet"
"635","Steed Charge","Endurance"
"636","Laws of Valor","Critical"
"637","Heavenly Strength","Passive"
"638","Lord Commander","Passive"
"639","Long Arm of the Law","Passive"
"640","Finery","Passive"
"641","Heaven's Fury","Fires of Heaven"
"642","Steed Charge","Endurance"
"643","Shield Glare","Divine Verdict"
"644","Provoke","Charged Up"
"645","Laws of Valor","Unstoppable Force"
"646","Akarat's Champion","Prophet"
"647","Heavenly Strength","Passive"
"648","Finery","Passive"
"649","Long Arm of the Law","Passive"
"650","Holy Cause","Passive"
"651","Shield Glare","Divine Verdict"
"652","Condemn","Vacuum"
"653","Judgment","Resolved"
"654","Consecration","Frozen Ground"
"655","Laws of Valor","Critical"
"656","Akarat's Champion","Prophet"
"657","Fervor","Passive"
"658","Indestructible","Passive"
"659","Towering Shield","Passive"
"660","Long Arm of the Law","Passive"
"661","Judgment","Resolved"
"662","Condemn","Vacuum"
"663","Consecration","Frozen Ground"
"664","Shield Glare","Divine Verdict"
"665","Laws of Valor","Critical"
"666","Akarat's Champion","Prophet"
"667","Fervor","Passive"
"668","Vigilant","Passive"
"669","Indestructible","Passive"
"670","Long Arm of the Law","Passive"
"671","Phalanx","Stampede"
"672","Steed Charge","Endurance"
"673","Laws of Valor","Unstoppable Force"
"674","Provoke","Charged Up"
"675","Iron Skin","Steel Skin"
"676","Akarat's Champion","Prophet"
"677","Finery","Passive"
"678","Lord Commander","Passive"
"679","Heavenly Strength","Passive"
"680","Long Arm of the Law","Passive"
"681","Steed Charge","Endurance"
"682","Phalanx","Stampede"
"683","Iron Skin","Steel Skin"
"684","Provoke","Too Scared to Run"
"685","Laws of Valor","Unstoppable Force"
"686","Akarat's Champion","Prophet"
"687","Heavenly Strength","Passive"
"688","Lord Commander","Passive"
"689","Finery","Passive"
"690","Long Arm of the Law","Passive"
"691","Judgment","Resolved"
"692","Akarat's Champion","Prophet"
"693","Shield Glare","Divine Verdict"
"694","Steed Charge","Draw and Quarter"
"695","Laws of Valor","Critical"
"696","Condemn","Vacuum"
"697","Fervor","Passive"
"698","Towering Shield","Passive"
"699","Long Arm of the Law","Passive"
"700","Indestructible","Passive"
"701","Phalanx","Stampede"
"702","Provoke","Too Scared to Run"
"703","Iron Skin","Steel Skin"
"704","Steed Charge","Endurance"
"705","Laws of Valor","Unstoppable Force"
"706","Akarat's Champion","Prophet"
"707","Holy Cause","Passive"
"708","Lord Commander","Passive"
"709","Finery","Passive"
"710","Heavenly Strength","Passive"
"711","Phalanx","Stampede"
"712","Provoke","Too Scared to Run"
"713","Steed Charge","Endurance"
"714","Laws of Valor","Unstoppable Force"
"715","Iron Skin","Steel Skin"
"716","Akarat's Champion","Prophet"
"717","Heavenly Strength","Passive"
"718","Holy Cause","Passive"
"719","Lord Commander","Passive"
"720","Finery","Passive"
"721","Phalanx","Stampede"
"722","Provoke","Too Scared to Run"
"723","Steed Charge","Endurance"
"724","Laws of Valor","Unstoppable Force"
"725","Akarat's Champion","Prophet"
"726","Iron Skin","Steel Skin"
"727","Heavenly Strength","Passive"
"728","Long Arm of the Law","Passive"
"729","Finery","Passive"
"730","Lord Commander","Passive"
"731","Slash","Zeal"
"732","Condemn","Unleashed"
"733","Laws of Valor","Critical"
"734","Provoke","Too Scared to Run"
"735","Steed Charge","Endurance"
"736","Akarat's Champion","Prophet"
"737","Heavenly Strength","Passive"
"738","Holy Cause","Passive"
"739","Long Arm of the Law","Passive"
"740","Finery","Passive"
"741","Phalanx","Stampede"
"742","Iron Skin","Steel Skin"
"743","Akarat's Champion","Prophet"
"744","Laws of Valor","Unstoppable Force"
"745","Provoke","Too Scared to Run"
"746","Steed Charge","Endurance"
"747","Finery","Passive"
"748","Heavenly Strength","Passive"
"749","Lord Commander","Passive"
"750","Long Arm of the Law","Passive"
"751","Phalanx","Stampede"
"752","Steed Charge","Endurance"
"753","Provoke","Too Scared to Run"
"754","Iron Skin","Steel Skin"
"755","Laws of Valor","Unstoppable Force"
"756","Akarat's Champion","Prophet"
"757","Holy Cause","Passive"
"758","Finery","Passive"
"759","Long Arm of the Law","Passive"
"760","Lord Commander","Passive"
"761","Phalanx","Stampede"
"762","Judgment","Resolved"
"763","Steed Charge","Endurance"
"764","Provoke","Too Scared to Run"
"765","Laws of Valor","Unstoppable Force"
"766","Akarat's Champion","Prophet"
"767","Finery","Passive"
"768","Lord Commander","Passive"
"769","Long Arm of the Law","Passive"
"770","Heavenly Strength","Passive"
"771","Phalanx","Stampede"
"772","Iron Skin","Steel Skin"
"773","Provoke","Charged Up"
"774","Steed Charge","Endurance"
"775","Laws of Valor","Unstoppable Force"
"776","Akarat's Champion","Prophet"
"777","Heavenly Strength","Passive"
"778","Long Arm of the Law","Passive"
"779","Lord Commander","Passive"
"780","Finery","Passive"
"781","Phalanx","Stampede"
"782","Akarat's Champion","Prophet"
"783","Laws of Valor","Unstoppable Force"
"784","Provoke","Cleanse"
"785","Iron Skin","Steel Skin"
"786","Steed Charge","Endurance"
"787","Long Arm of the Law","Passive"
"788","Finery","Passive"
"789","Lord Commander","Passive"
"790","Heavenly Strength","Passive"
"791","Phalanx","Stampede"
"792","Iron Skin","Steel Skin"
"793","Provoke","Charged Up"
"794","Laws of Valor","Unstoppable Force"
"795","Steed Charge","Endurance"
"796","Akarat's Champion","Prophet"
"797","Finery","Passive"
"798","Heavenly Strength","Passive"
"799","Holy Cause","Passive"
"800","Lord Commander","Passive"
"801","Phalanx","Stampede"
"802","Iron Skin","Steel Skin"
"803","Laws of Valor","Unstoppable Force"
"804","Provoke","Charged Up"
"805","Steed Charge","Endurance"
"806","Akarat's Champion","Prophet"
"807","Heavenly Strength","Passive"
"808","Lord Commander","Passive"
"809","Finery","Passive"
"810","Long Arm of the Law","Passive"
"811","Slash","Zeal"
"812","Phalanx","Stampede"
"813","Akarat's Champion","Prophet"
"814","Steed Charge","Endurance"
"815","Laws of Valor","Unstoppable Force"
"816","Shield Glare","Zealous Glare"
"817","Finery","Passive"
"818","Lord Commander","Passive"
"819","Long Arm of the Law","Passive"
"820","Heavenly Strength","Passive"
"821","Phalanx","Stampede"
"822","Steed Charge","Endurance"
"823","Akarat's Champion","Prophet"
"824","Provoke","Too Scared to Run"
"825","Laws of Valor","Critical"
"826","Iron Skin","Flash"
"827","Heavenly Strength","Passive"
"828","Lord Commander","Passive"
"829","Long Arm of the Law","Passive"
"830","Finery","Passive"
"831","Phalanx","Stampede"
"832","Shield Glare","Divine Verdict"
"833","Steed Charge","Endurance"
"834","Provoke","Too Scared to Run"
"835","Laws of Valor","Unstoppable Force"
"836","Akarat's Champion","Prophet"
"837","Heavenly Strength","Passive"
"838","Finery","Passive"
"839","Long Arm of the Law","Passive"
"840","Lord Commander","Passive"
"841","Phalanx","Stampede"
"842","Steed Charge","Endurance"
"843","Iron Skin","Steel Skin"
"844","Provoke","Charged Up"
"845","Akarat's Champion","Prophet"
"846","Laws of Valor","Unstoppable Force"
"847","Heavenly Strength","Passive"
"848","Indestructible","Passive"
