"","Spell","Rune"
"72","Cyclone Strike","Implosion"
"73","Epiphany","Desert Shroud"
"74","Dashing Strike","Way of the Falling Star"
"75","Serenity","Ascension"
"76","Mantra of Conviction","Annihilation"
"77","Beacon of Ytar","Passive"
"78","Seize the Initiative","Passive"
"79","Exalted Soul","Passive"
"80",NA,"Passive"
"81","Fists of Thunder","Thunderclap"
"82","Dashing Strike","Quicksilver"
"83","Breath of Heaven","Infused with Light"
"84","Lashing Tail Kick","Scorpion Sting"
"85","Epiphany","Insight"
"86","Mantra of Conviction","Annihilation"
"87","Harmony","Passive"
"88","Beacon of Ytar","Passive"
"89","Transcendence","Passive"
"90","Seize the Initiative","Passive"
"91","Crippling Wave","Rising Tide"
"92","Cyclone Strike","Implosion"
"93","Epiphany","Desert Shroud"
"94","Dashing Strike","Radiance"
"95","Sweeping Wind","Inner Storm"
"96","Mantra of Salvation","Agility"
"97","Seize the Initiative","Passive"
"98","Alacrity","Passive"
"99","Sixth Sense","Passive"
"100","Harmony","Passive"
"101","Crippling Wave","Breaking Wave"
"102","Mantra of Conviction","Overawe"
"103","Cyclone Strike","Implosion"
"104","Exploding Palm","The Flesh is Weak"
"105","Inner Sanctuary","Forbidden Palace"
"106","Serenity","Ascension"
"107","Beacon of Ytar","Passive"
"108","Chant of Resonance","Passive"
"109","Exalted Soul","Passive"
"110","Near Death Experience","Passive"
"111","Deadly Reach","Scattered Blows"
"112","Mystic Ally","Fire Ally"
"113","Epiphany","Inner Fire"
"114","Blinding Flash","Faith in the Light"
"115","Lashing Tail Kick","Scorpion Sting"
"116","Mantra of Retribution","Transgression"
"117","Alacrity","Passive"
"118","Seize the Initiative","Passive"
"119","Unity","Passive"
"120","Beacon of Ytar","Passive"
"121","Fists of Thunder","Wind Blast"
"122","Dashing Strike","Way of the Falling Star"
"123","Epiphany","Desert Shroud"
"124","Breath of Heaven","Infused with Light"
"125","Sweeping Wind","Inner Storm"
"126","Mantra of Salvation","Agility"
"127","Alacrity","Passive"
"128","Harmony","Passive"
"129","Beacon of Ytar","Passive"
"130","Seize the Initiative","Passive"
"131","Seven-Sided Strike","Sudden Assault"
"132","Dashing Strike","Quicksilver"
"133","Epiphany","Desert Shroud"
"134","Cyclone Strike","Implosion"
"135","Exploding Palm","Shocking Grasp"
"136","Mantra of Salvation","Agility"
"137","Harmony","Passive"
"138","Momentum","Passive"
"139","Beacon of Ytar","Passive"
"140","Near Death Experience","Passive"
"141","Way of the Hundred Fists","Fists of Fury"
"142","Dashing Strike","Radiance"
"143","Mantra of Conviction","Annihilation"
"144","Cyclone Strike","Implosion"
"145","Breath of Heaven","Infused with Light"
"146","Epiphany","Desert Shroud"
"147","Seize the Initiative","Passive"
"148","Harmony","Passive"
"149","Beacon of Ytar","Passive"
"150","Alacrity","Passive"
"151","Way of the Hundred Fists","Fists of Fury"
"152","Epiphany","Desert Shroud"
"153","Dashing Strike","Way of the Falling Star"
"154","Sweeping Wind","Inner Storm"
"155","Breath of Heaven","Infused with Light"
"156","Mantra of Conviction","Overawe"
"157","Beacon of Ytar","Passive"
"158","Alacrity","Passive"
"159","Seize the Initiative","Passive"
"160","Harmony","Passive"
"161","Way of the Hundred Fists","Fists of Fury"
"162","Mystic Ally","Fire Ally"
"163","Breath of Heaven","Infused with Light"
"164","Sweeping Wind","Inner Storm"
"165","Mantra of Conviction","Overawe"
"166","Dashing Strike","Radiance"
"167","Seize the Initiative","Passive"
"168","Transcendence","Passive"
"169","Harmony","Passive"
"170","Beacon of Ytar","Passive"
"171","Way of the Hundred Fists","Fists of Fury"
"172","Dashing Strike","Radiance"
"173","Sweeping Wind","Inner Storm"
"174","Mystic Ally","Air Ally"
"175","Epiphany","Desert Shroud"
"176","Mantra of Salvation","Agility"
"177","Alacrity","Passive"
"178","Chant of Resonance","Passive"
"179","Seize the Initiative","Passive"
"180","Harmony","Passive"
"181","Way of the Hundred Fists","Fists of Fury"
"182","Dashing Strike","Way of the Falling Star"
"183","Epiphany","Desert Shroud"
"184","Sweeping Wind","Inner Storm"
"185","Breath of Heaven","Infused with Light"
"186","Mantra of Conviction","Annihilation"
"187","Harmony","Passive"
"188","Alacrity","Passive"
"189","Seize the Initiative","Passive"
"190","Beacon of Ytar","Passive"
"191","Tempest Rush","Tailwind"
"192","Blinding Flash","Faith in the Light"
"193","Epiphany","Insight"
"194","Sweeping Wind","Inner Storm"
"195","Mystic Ally","Air Ally"
"196","Mantra of Conviction","Annihilation"
"197","Exalted Soul","Passive"
"198","The Guardian's Path","Passive"
"199","Momentum","Passive"
"200","Beacon of Ytar","Passive"
"201","Way of the Hundred Fists","Fists of Fury"
"202","Dashing Strike","Radiance"
"203","Breath of Heaven","Infused with Light"
"204","Sweeping Wind","Inner Storm"
"205","Mantra of Salvation","Agility"
"206","Epiphany","Desert Shroud"
"207","Harmony","Passive"
"208","Seize the Initiative","Passive"
"209","Beacon of Ytar","Passive"
"210","Alacrity","Passive"
"211","Lashing Tail Kick","Vulture Claw Kick"
"212","Epiphany","Inner Fire"
"213","Exploding Palm","Strong Spirit"
"214","Mantra of Conviction","Intimidation"
"215","Mystic Ally","Air Ally"
"216","Dashing Strike","Way of the Falling Star"
"217","Seize the Initiative","Passive"
"218","Transcendence","Passive"
"219","Beacon of Ytar","Passive"
"220",NA,"Passive"
"221","Fists of Thunder","Quickening"
"222","Breath of Heaven","Infused with Light"
"223","Mantra of Conviction","Annihilation"
"224","Dashing Strike","Radiance"
"225","Epiphany","Desert Shroud"
"226","Sweeping Wind","Inner Storm"
"227","Alacrity","Passive"
"228","Seize the Initiative","Passive"
"229","Beacon of Ytar","Passive"
"230","Harmony","Passive"
"231","Crippling Wave","Breaking Wave"
"232","Serenity","Ascension"
"233","Inner Sanctuary","Forbidden Palace"
"234","Cyclone Strike","Implosion"
"235","Mantra of Conviction","Overawe"
"236","Epiphany","Desert Shroud"
"237","Near Death Experience","Passive"
"238","Harmony","Passive"
"239","Beacon of Ytar","Passive"
"240","Alacrity","Passive"
"241","Way of the Hundred Fists","Fists of Fury"
"242","Breath of Heaven","Infused with Light"
"243","Dashing Strike","Way of the Falling Star"
"244","Epiphany","Insight"
"245","Mantra of Salvation","Wind through the Reeds"
"246","Sweeping Wind","Inner Storm"
"247","Harmony","Passive"
"248","Alacrity","Passive"
"249","Fleet Footed","Passive"
"250","Beacon of Ytar","Passive"
"251","Fists of Thunder","Quickening"
"252","Dashing Strike","Blinding Speed"
"253","Sweeping Wind","Inner Storm"
"254","Epiphany","Desert Shroud"
"255","Mantra of Salvation","Agility"
"256","Breath of Heaven","Infused with Light"
"257","Beacon of Ytar","Passive"
"258","Alacrity","Passive"
"259","Seize the Initiative","Passive"
"260","Sixth Sense","Passive"
"261","Way of the Hundred Fists","Fists of Fury"
"262","Dashing Strike","Radiance"
"263","Epiphany","Desert Shroud"
"264","Breath of Heaven","Infused with Light"
"265","Sweeping Wind","Inner Storm"
"266","Mantra of Salvation","Agility"
"267","Seize the Initiative","Passive"
"268","Harmony","Passive"
"269","Alacrity","Passive"
"270","Beacon of Ytar","Passive"
"271","Way of the Hundred Fists","Fists of Fury"
"272","Dashing Strike","Way of the Falling Star"
"273","Mantra of Salvation","Agility"
"274","Sweeping Wind","Inner Storm"
"275","Breath of Heaven","Infused with Light"
"276","Epiphany","Desert Shroud"
"277","Harmony","Passive"
"278","Beacon of Ytar","Passive"
"279","Alacrity","Passive"
"280","Seize the Initiative","Passive"
"281","Way of the Hundred Fists","Fists of Fury"
"282","Dashing Strike","Way of the Falling Star"
"283","Epiphany","Insight"
"284","Sweeping Wind","Inner Storm"
"285","Breath of Heaven","Infused with Light"
"286","Mantra of Conviction","Annihilation"
"287","Fleet Footed","Passive"
"288","Seize the Initiative","Passive"
"289","Alacrity","Passive"
"290","Beacon of Ytar","Passive"
"291","Lashing Tail Kick","Scorpion Sting"
"292","Mystic Ally","Fire Ally"
"293","Blinding Flash","Faith in the Light"
"294","Dashing Strike","Blinding Speed"
"295","Serenity","Instant Karma"
"296","Mantra of Conviction","Dishearten"
"297","Harmony","Passive"
"298","Beacon of Ytar","Passive"
"299","Momentum","Passive"
"300","Fleet Footed","Passive"
"301","Way of the Hundred Fists","Fists of Fury"
"302","Dashing Strike","Way of the Falling Star"
"303","Mantra of Conviction","Annihilation"
"304","Sweeping Wind","Inner Storm"
"305","Breath of Heaven","Infused with Light"
"306","Epiphany","Desert Shroud"
"307","Fleet Footed","Passive"
"308","Seize the Initiative","Passive"
"309","Alacrity","Passive"
"310","Beacon of Ytar","Passive"
"311","Way of the Hundred Fists","Hands of Lightning"
"312","Exploding Palm","The Flesh is Weak"
"313","Dashing Strike","Radiance"
"314","Epiphany","Desert Shroud"
"315","Sweeping Wind","Cyclone"
"316","Mantra of Salvation","Agility"
"317","Harmony","Passive"
"318","Seize the Initiative","Passive"
"319","Beacon of Ytar","Passive"
"320","Alacrity","Passive"
"321","Tempest Rush","Tailwind"
"322","Epiphany","Insight"
"323","Blinding Flash","Faith in the Light"
"324","Mantra of Conviction","Annihilation"
"325","Sweeping Wind","Inner Storm"
"326","Mystic Ally","Air Ally"
"327","Momentum","Passive"
"328","The Guardian's Path","Passive"
"329","Exalted Soul","Passive"
"330","Beacon of Ytar","Passive"
"331","Way of the Hundred Fists","Fists of Fury"
"332","Breath of Heaven","Infused with Light"
"333","Dashing Strike","Radiance"
"334","Mantra of Conviction","Annihilation"
"335","Sweeping Wind","Inner Storm"
"336","Epiphany","Desert Shroud"
"337","Seize the Initiative","Passive"
"338","Alacrity","Passive"
"339","Harmony","Passive"
"340","Beacon of Ytar","Passive"
"341","Way of the Hundred Fists","Fists of Fury"
"342","Sweeping Wind","Inner Storm"
"343","Dashing Strike","Way of the Falling Star"
"344","Breath of Heaven","Infused with Light"
"345","Epiphany","Desert Shroud"
"346","Mantra of Conviction","Annihilation"
"347","Seize the Initiative","Passive"
"348","Harmony","Passive"
"349","Beacon of Ytar","Passive"
"350","Alacrity","Passive"
"351","Way of the Hundred Fists","Fists of Fury"
"352","Dashing Strike","Blinding Speed"
"353","Mantra of Salvation","Agility"
"354","Breath of Heaven","Infused with Light"
"355","Epiphany","Desert Shroud"
"356","Sweeping Wind","Inner Storm"
"357","Harmony","Passive"
"358","Beacon of Ytar","Passive"
"359","Alacrity","Passive"
"360","Seize the Initiative","Passive"
"361","Fists of Thunder","Quickening"
"362","Dashing Strike","Radiance"
"363","Breath of Heaven","Infused with Light"
"364","Sweeping Wind","Inner Storm"
"365","Mantra of Conviction","Annihilation"
"366","Epiphany","Insight"
"367","Alacrity","Passive"
"368","Seize the Initiative","Passive"
"369","Beacon of Ytar","Passive"
"370","Fleet Footed","Passive"
"371","Way of the Hundred Fists","Fists of Fury"
"372","Sweeping Wind","Inner Storm"
"373","Dashing Strike","Radiance"
"374","Mantra of Conviction","Annihilation"
"375","Epiphany","Desert Shroud"
"376","Breath of Heaven","Infused with Light"
"377","Harmony","Passive"
"378","Sixth Sense","Passive"
"379","Alacrity","Passive"
"380","Beacon of Ytar","Passive"
"381","Way of the Hundred Fists","Fists of Fury"
"382","Sweeping Wind","Inner Storm"
"383","Dashing Strike","Blinding Speed"
"384","Mantra of Salvation","Agility"
"385","Breath of Heaven","Infused with Light"
"386","Epiphany","Desert Shroud"
"387","Seize the Initiative","Passive"
"388","Beacon of Ytar","Passive"
"389","Harmony","Passive"
"390","Alacrity","Passive"
"391","Way of the Hundred Fists","Fists of Fury"
"392","Dashing Strike","Blinding Speed"
"393","Sweeping Wind","Inner Storm"
"394","Breath of Heaven","Infused with Light"
"395","Mantra of Salvation","Agility"
"396","Epiphany","Insight"
"397","Harmony","Passive"
"398","Beacon of Ytar","Passive"
"399","Seize the Initiative","Passive"
"400","Alacrity","Passive"
"401","Way of the Hundred Fists","Fists of Fury"
"402","Epiphany","Desert Shroud"
"403","Inner Sanctuary","Forbidden Palace"
"404","Serenity","Ascension"
"405","Mantra of Conviction","Overawe"
"406","Dashing Strike","Quicksilver"
"407","Harmony","Passive"
"408","Near Death Experience","Passive"
"409","Beacon of Ytar","Passive"
"410","Sixth Sense","Passive"
"411","Wave of Light","Pillar of the Ancients"
"412","Dashing Strike","Blinding Speed"
"413","Sweeping Wind","Inner Storm"
"414","Mystic Ally","Air Ally"
"415","Inner Sanctuary","Forbidden Palace"
"416","Epiphany","Desert Shroud"
"417","Harmony","Passive"
"418","Beacon of Ytar","Passive"
"419","Unity","Passive"
"420","Sixth Sense","Passive"
"421","Crippling Wave","Breaking Wave"
"422","Dashing Strike","Way of the Falling Star"
"423","Cyclone Strike","Implosion"
"424","Serenity","Ascension"
"425","Epiphany","Desert Shroud"
"426","Mantra of Conviction","Overawe"
"427","Harmony","Passive"
"428","Near Death Experience","Passive"
"429","Beacon of Ytar","Passive"
"430","Sixth Sense","Passive"
"431","Way of the Hundred Fists","Fists of Fury"
"432","Epiphany","Insight"
"433","Sweeping Wind","Inner Storm"
"434","Breath of Heaven","Infused with Light"
"435","Dashing Strike","Way of the Falling Star"
"436","Mantra of Conviction","Annihilation"
"437","Beacon of Ytar","Passive"
"438","Harmony","Passive"
"439","Momentum","Passive"
"440","Seize the Initiative","Passive"
"441","Way of the Hundred Fists","Fists of Fury"
"442","Breath of Heaven","Infused with Light"
"443","Epiphany","Desert Shroud"
"444","Sweeping Wind","Inner Storm"
"445","Mantra of Conviction","Annihilation"
"446","Dashing Strike","Way of the Falling Star"
"447","Harmony","Passive"
"448","Seize the Initiative","Passive"
"449","Beacon of Ytar","Passive"
"450","Alacrity","Passive"
"451","Wave of Light","Empowered Wave"
"452","Inner Sanctuary","Forbidden Palace"
"453","Exploding Palm","The Flesh is Weak"
"454","Mystic Ally","Fire Ally"
"455","Epiphany","Insight"
"456","Mantra of Conviction","Overawe"
"457","Harmony","Passive"
"458","Seize the Initiative","Passive"
"459","Relentless Assault","Passive"
"460","Fleet Footed","Passive"
"461","Way of the Hundred Fists","Fists of Fury"
"462","Dashing Strike","Radiance"
"463","Mantra of Salvation","Agility"
"464","Sweeping Wind","Inner Storm"
"465","Breath of Heaven","Infused with Light"
"466","Epiphany","Desert Shroud"
"467","Beacon of Ytar","Passive"
"468","Alacrity","Passive"
"469","Harmony","Passive"
"470","Seize the Initiative","Passive"
"471","Fists of Thunder","Quickening"
"472","Dashing Strike","Way of the Falling Star"
"473","Sweeping Wind","Inner Storm"
"474","Epiphany","Desert Shroud"
"475","Mantra of Salvation","Agility"
"476","Breath of Heaven","Infused with Light"
"477","Seize the Initiative","Passive"
"478","Alacrity","Passive"
"479","Beacon of Ytar","Passive"
"480","Harmony","Passive"
"481","Way of the Hundred Fists","Fists of Fury"
"482","Epiphany","Desert Shroud"
"483","Breath of Heaven","Infused with Light"
"484","Mantra of Salvation","Agility"
"485","Sweeping Wind","Inner Storm"
"486","Dashing Strike","Blinding Speed"
"487","Seize the Initiative","Passive"
"488","Alacrity","Passive"
"489","Harmony","Passive"
"490","Beacon of Ytar","Passive"
"491","Way of the Hundred Fists","Fists of Fury"
"492","Dashing Strike","Blinding Speed"
"493","Mantra of Salvation","Agility"
"494","Sweeping Wind","Inner Storm"
"495","Breath of Heaven","Infused with Light"
"496","Epiphany","Desert Shroud"
"497","Beacon of Ytar","Passive"
"498","Seize the Initiative","Passive"
"499","Harmony","Passive"
"500","Alacrity","Passive"
"501","Fists of Thunder","Quickening"
"502","Sweeping Wind","Inner Storm"
"503","Dashing Strike","Blinding Speed"
"504","Breath of Heaven","Infused with Light"
"505","Mantra of Salvation","Agility"
"506","Epiphany","Desert Shroud"
"507","Harmony","Passive"
"508","Beacon of Ytar","Passive"
"509","Seize the Initiative","Passive"
"510","Alacrity","Passive"
"511","Seven-Sided Strike","Sudden Assault"
"512","Serenity","Ascension"
"513","Epiphany","Insight"
"514","Mantra of Retribution","Retaliation"
"515","Lashing Tail Kick","Scorpion Sting"
"516","Dashing Strike","Way of the Falling Star"
"517","Near Death Experience","Passive"
"518","The Guardian's Path","Passive"
"519","Sixth Sense","Passive"
"520","Harmony","Passive"
"521","Way of the Hundred Fists","Fists of Fury"
"522","Dashing Strike","Radiance"
"523","Breath of Heaven","Infused with Light"
"524","Sweeping Wind","Inner Storm"
"525","Mantra of Conviction","Annihilation"
"526","Epiphany","Desert Shroud"
"527","Beacon of Ytar","Passive"
"528","Harmony","Passive"
"529","Determination","Passive"
"530","Alacrity","Passive"
"531","Fists of Thunder","Quickening"
"532","Breath of Heaven","Infused with Light"
"533","Sweeping Wind","Inner Storm"
"534","Dashing Strike","Blinding Speed"
"535","Epiphany","Desert Shroud"
"536","Mantra of Salvation","Agility"
"537","Seize the Initiative","Passive"
"538","Beacon of Ytar","Passive"
"539","Harmony","Passive"
"540","Alacrity","Passive"
"541","Fists of Thunder","Quickening"
"542","Dashing Strike","Blinding Speed"
"543","Sweeping Wind","Inner Storm"
"544","Mantra of Salvation","Agility"
"545","Breath of Heaven","Infused with Light"
"546","Epiphany","Desert Shroud"
"547","Beacon of Ytar","Passive"
"548","Seize the Initiative","Passive"
"549","Alacrity","Passive"
"550","Harmony","Passive"
"551","Way of the Hundred Fists","Fists of Fury"
"552","Dashing Strike","Radiance"
"553","Epiphany","Insight"
"554","Sweeping Wind","Inner Storm"
"555","Mantra of Conviction","Annihilation"
"556","Breath of Heaven","Infused with Light"
"557","Harmony","Passive"
"558","Alacrity","Passive"
"559","Beacon of Ytar","Passive"
"560","Seize the Initiative","Passive"
"561","Deadly Reach","Foresight"
"562","Tempest Rush","Electric Field"
"563","Breath of Heaven","Blazing Wrath"
"564","Epiphany","Inner Fire"
"565","Sweeping Wind","Inner Storm"
"566","Mantra of Conviction","Annihilation"
"567","Transcendence","Passive"
"568","Harmony","Passive"
"569","Fleet Footed","Passive"
"570","Beacon of Ytar","Passive"
"571","Deadly Reach","Scattered Blows"
"572","Cyclone Strike","Implosion"
"573","Serenity","Ascension"
"574","Lashing Tail Kick","Scorpion Sting"
"575","Dashing Strike","Radiance"
"576","Sweeping Wind","Cyclone"
"577","Sixth Sense","Passive"
"578","Harmony","Passive"
"579","Alacrity","Passive"
"580","Near Death Experience","Passive"
"581","Crippling Wave","Breaking Wave"
"582","Dashing Strike","Quicksilver"
"583","Epiphany","Desert Shroud"
"584","Inner Sanctuary","Forbidden Palace"
"585","Cyclone Strike","Implosion"
"586","Serenity","Ascension"
"587","Beacon of Ytar","Passive"
"588","Alacrity","Passive"
"589","Near Death Experience","Passive"
"590","Unity","Passive"
"591","Cyclone Strike","Implosion"
"592","Crippling Wave","Breaking Wave"
"593","Serenity","Ascension"
"594","Epiphany","Insight"
"595","Inner Sanctuary","Forbidden Palace"
"596","Mantra of Conviction","Overawe"
"597","Beacon of Ytar","Passive"
"598","Near Death Experience","Passive"
"599","The Guardian's Path","Passive"
"600","Chant of Resonance","Passive"
"601","Way of the Hundred Fists","Fists of Fury"
"602","Dashing Strike","Radiance"
"603","Mantra of Salvation","Agility"
"604","Epiphany","Desert Shroud"
"605","Sweeping Wind","Inner Storm"
"606","Breath of Heaven","Infused with Light"
"607","Harmony","Passive"
"608","Beacon of Ytar","Passive"
"609","Alacrity","Passive"
"610","Seize the Initiative","Passive"
"611","Crippling Wave","Breaking Wave"
"612","Cyclone Strike","Implosion"
"613","Epiphany","Desert Shroud"
"614","Mantra of Conviction","Overawe"
"615","Serenity","Ascension"
"616","Inner Sanctuary","Forbidden Palace"
"617","Sixth Sense","Passive"
"618","Harmony","Passive"
"619","Beacon of Ytar","Passive"
"620","Near Death Experience","Passive"
"621","Way of the Hundred Fists","Fists of Fury"
"622","Breath of Heaven","Infused with Light"
"623","Mantra of Salvation","Agility"
"624","Dashing Strike","Radiance"
"625","Sweeping Wind","Inner Storm"
"626","Epiphany","Desert Shroud"
"627","Beacon of Ytar","Passive"
"628","Harmony","Passive"
"629","Alacrity","Passive"
"630","Seize the Initiative","Passive"
"631","Way of the Hundred Fists","Fists of Fury"
"632","Dashing Strike","Blinding Speed"
"633","Mantra of Salvation","Agility"
"634","Sweeping Wind","Inner Storm"
"635","Epiphany","Desert Shroud"
"636","Breath of Heaven","Infused with Light"
"637","Seize the Initiative","Passive"
"638","Alacrity","Passive"
"639","Beacon of Ytar","Passive"
"640","Harmony","Passive"
"641","Fists of Thunder","Quickening"
"642","Dashing Strike","Way of the Falling Star"
"643","Sweeping Wind","Inner Storm"
"644","Breath of Heaven","Infused with Light"
"645","Mantra of Salvation","Agility"
"646","Epiphany","Desert Shroud"
"647","Alacrity","Passive"
"648","Harmony","Passive"
"649","Beacon of Ytar","Passive"
"650","Seize the Initiative","Passive"
"651","Crippling Wave","Breaking Wave"
"652","Dashing Strike","Way of the Falling Star"
"653","Serenity","Ascension"
"654","Breath of Heaven","Circle of Life"
"655","Sweeping Wind","Cyclone"
"656","Mantra of Conviction","Annihilation"
"657","Seize the Initiative","Passive"
"658","Combination Strike","Passive"
"659","Near Death Experience","Passive"
"660",NA,"Passive"
"661","Way of the Hundred Fists","Fists of Fury"
"662","Sweeping Wind","Inner Storm"
"663","Dashing Strike","Way of the Falling Star"
"664","Breath of Heaven","Infused with Light"
"665","Mantra of Salvation","Agility"
"666","Epiphany","Desert Shroud"
"667","Harmony","Passive"
"668","Momentum","Passive"
"669","Seize the Initiative","Passive"
"670","Alacrity","Passive"
"671","Tempest Rush","Electric Field"
"672","Blinding Flash","Faith in the Light"
"673","Epiphany","Insight"
"674","Sweeping Wind","Inner Storm"
"675","Mystic Ally","Air Ally"
"676","Mantra of Salvation","Agility"
"677","Unity","Passive"
"678","Beacon of Ytar","Passive"
"679","Transcendence","Passive"
"680","Harmony","Passive"
"681","Way of the Hundred Fists","Fists of Fury"
"682","Epiphany","Desert Shroud"
"683","Dashing Strike","Way of the Falling Star"
"684","Mantra of Conviction","Annihilation"
"685","Sweeping Wind","Inner Storm"
"686","Mystic Ally","Air Ally"
"687","Harmony","Passive"
"688","Beacon of Ytar","Passive"
"689","Alacrity","Passive"
"690","Seize the Initiative","Passive"
"691","Way of the Hundred Fists","Fists of Fury"
"692","Sweeping Wind","Inner Storm"
"693","Epiphany","Desert Shroud"
"694","Dashing Strike","Blinding Speed"
"695","Mantra of Salvation","Agility"
"696","Breath of Heaven","Infused with Light"
"697","Seize the Initiative","Passive"
"698","Beacon of Ytar","Passive"
"699","Harmony","Passive"
"700","Alacrity","Passive"
"701","Way of the Hundred Fists","Fists of Fury"
"702","Epiphany","Desert Shroud"
"703","Sweeping Wind","Inner Storm"
"704","Mantra of Salvation","Agility"
"705","Breath of Heaven","Infused with Light"
"706","Dashing Strike","Radiance"
"707","Harmony","Passive"
"708","Seize the Initiative","Passive"
"709","Alacrity","Passive"
"710","Beacon of Ytar","Passive"
"711","Way of the Hundred Fists","Blazing Fists"
"712","Dashing Strike","Blinding Speed"
"713","Epiphany","Desert Shroud"
"714","Sweeping Wind","Inner Storm"
"715","Breath of Heaven","Infused with Light"
"716","Mantra of Salvation","Agility"
"717","Harmony","Passive"
"718","Seize the Initiative","Passive"
"719","Beacon of Ytar","Passive"
"720","Alacrity","Passive"
"721","Way of the Hundred Fists","Fists of Fury"
"722","Sweeping Wind","Inner Storm"
"723","Breath of Heaven","Infused with Light"
"724","Epiphany","Desert Shroud"
"725","Dashing Strike","Way of the Falling Star"
"726","Mantra of Conviction","Annihilation"
"727","Seize the Initiative","Passive"
"728","Alacrity","Passive"
"729","Fleet Footed","Passive"
"730","Beacon of Ytar","Passive"
"731","Crippling Wave","Breaking Wave"
"732","Cyclone Strike","Implosion"
"733","Mantra of Conviction","Overawe"
"734","Serenity","Ascension"
"735","Inner Sanctuary","Forbidden Palace"
"736","Epiphany","Insight"
"737","Sixth Sense","Passive"
"738","Alacrity","Passive"
"739","Beacon of Ytar","Passive"
"740","Chant of Resonance","Passive"
"741","Crippling Wave","Mangle"
"742","Inner Sanctuary","Forbidden Palace"
"743","Epiphany","Inner Fire"
"744","Exploding Palm","The Flesh is Weak"
"745","Lashing Tail Kick","Vulture Claw Kick"
"746","Mantra of Retribution","Transgression"
"747","Seize the Initiative","Passive"
"748","Mythic Rhythm","Passive"
"749","Beacon of Ytar","Passive"
"750",NA,"Passive"
"751","Way of the Hundred Fists","Fists of Fury"
"752","Sweeping Wind","Inner Storm"
"753","Mantra of Conviction","Overawe"
"754","Epiphany","Desert Shroud"
"755","Breath of Heaven","Infused with Light"
"756","Dashing Strike","Radiance"
"757","Beacon of Ytar","Passive"
"758","Seize the Initiative","Passive"
"759","Alacrity","Passive"
"760","Harmony","Passive"
"761","Crippling Wave","Breaking Wave"
"762","Epiphany","Insight"
"763","Inner Sanctuary","Forbidden Palace"
"764","Serenity","Ascension"
"765","Cyclone Strike","Implosion"
"766","Mantra of Conviction","Overawe"
"767","Beacon of Ytar","Passive"
"768","Near Death Experience","Passive"
"769","Unity","Passive"
"770","Harmony","Passive"
"771","Fists of Thunder","Quickening"
"772","Breath of Heaven","Infused with Light"
"773","Sweeping Wind","Inner Storm"
"774","Mantra of Salvation","Agility"
"775","Epiphany","Desert Shroud"
"776","Dashing Strike","Radiance"
"777","Beacon of Ytar","Passive"
"778","Alacrity","Passive"
"779","Seize the Initiative","Passive"
"780","Harmony","Passive"
"781","Fists of Thunder","Quickening"
