"","Spell","Rune"
"214","Battle Rage","Bloodshed"
"215","War Cry","Impunity"
"216","Wrath of the Berserker","Insanity"
"217","Berserker Rage","Passive"
"218","Boon of Bul-Kathos","Passive"
"219","Rampage","Passive"
"220","Ruthless","Passive"
"221","Call of the Ancients","The Council Rises"
"222","Furious Charge","Battering Ram"
"223","Sprint","War Cry"
"224","Charge!","Battle Rage"
"225","Bloodshed","Wrath of the Berserker"
"226","Insanity","Ruthless"
"227","Boon of Bul-Kathos","Passive"
"228","Rampage","Passive"
"229","Brawler","Passive"
"230",NA,"Passive"
"231","Ground Stomp","Wrenching Smash"
"232","Furious Charge","Stamina"
"233","Battle Rage","Bloodshed"
"234","War Cry","Impunity"
"235","Sprint","Forced March"
"236","Wrath of the Berserker","Striding Giant"
"237","Ruthless","Passive"
"238","Boon of Bul-Kathos","Passive"
"239","Berserker Rage","Passive"
"240","Rampage","Passive"
"241","Call of the Ancients","Together as One"
"242","Furious Charge","Merciless Assault"
"243","Rend","Mutilate"
"244","Threatening Shout","Grim Harvest"
"245","Ground Stomp","Jarring Slam"
"246","Wrath of the Berserker","Striding Giant"
"247","Relentless","Passive"
"248","Tough as Nails","Passive"
"249","Superstition","Passive"
"250","Nerves of Steel","Passive"
"251","Call of the Ancients","The Council Rises"
"252","Furious Charge","Merciless Assault"
"253","Sprint","Marathon"
"254","War Cry","Charge!"
"255","Battle Rage","Bloodshed"
"256","Wrath of the Berserker","Insanity"
"257","Berserker Rage","Passive"
"258","Rampage","Passive"
"259","Boon of Bul-Kathos","Passive"
"260","Ruthless","Passive"
"261","Call of the Ancients","The Council Rises"
"262","Wrath of the Berserker","Insanity"
"263","Sprint","Marathon"
"264","Battle Rage","Bloodshed"
"265","Furious Charge","Battering Ram"
"266","War Cry","Impunity"
"267","Berserker Rage","Passive"
"268","Boon of Bul-Kathos","Passive"
"269","Ruthless","Passive"
"270","Rampage","Passive"
"271","Ground Stomp","Wrenching Smash"
"272","Furious Charge","Stamina"
"273","Ignore Pain","Ignorance is Bliss"
"274","Battle Rage","Bloodshed"
"275","Call of the Ancients","The Council Rises"
"276","Wrath of the Berserker","Insanity"
"277","Berserker Rage","Passive"
"278","Ruthless","Passive"
"279","Rampage","Passive"
"280","Boon of Bul-Kathos","Passive"
"281","Call of the Ancients","The Council Rises"
"282","Furious Charge","Stamina"
"283","Battle Rage","Bloodshed"
"284","War Cry","Impunity"
"285","Ignore Pain","Ignorance is Bliss"
"286","Wrath of the Berserker","Insanity"
"287","Boon of Bul-Kathos","Passive"
"288","Rampage","Passive"
"289","Berserker Rage","Passive"
"290","Ruthless","Passive"
"291","Whirlwind","Dust Devils"
"292","Call of the Ancients","Ancients' Fury"
"293","War Cry","Charge!"
"294","Sprint","Run Like the Wind"
"295","Furious Charge","Merciless Assault"
"296","Battle Rage","Bloodshed"
"297","Unforgiving","Passive"
"298","Animosity","Passive"
"299","Rampage","Passive"
"300","Weapons Master","Passive"
"301","Call of the Ancients","Together as One"
"302","Ignore Pain","Ignorance is Bliss"
"303","Furious Charge","Merciless Assault"
"304","Sprint","Forced March"
"305","Battle Rage","Bloodshed"
"306","Wrath of the Berserker","Insanity"
"307","Rampage","Passive"
"308","Superstition","Passive"
"309","Berserker Rage","Passive"
"310","Boon of Bul-Kathos","Passive"
"311","Leap","Death from Above"
"312","Battle Rage","Bloodshed"
"313","War Cry","Impunity"
"314","Furious Charge","Merciless Assault"
"315","Sprint","Marathon"
"316","Wrath of the Berserker","Insanity"
"317","Ruthless","Passive"
"318","Berserker Rage","Passive"
"319","Rampage","Passive"
"320","Boon of Bul-Kathos","Passive"
"321","Call of the Ancients","The Council Rises"
"322","Sprint","Marathon"
"323","Furious Charge","Merciless Assault"
"324","Overpower","Killing Spree"
"325","Battle Rage","Bloodshed"
"326","Wrath of the Berserker","Insanity"
"327","Boon of Bul-Kathos","Passive"
"328","Berserker Rage","Passive"
"329","Rampage","Passive"
"330","Ruthless","Passive"
"331","Call of the Ancients","The Council Rises"
"332","Furious Charge","Merciless Assault"
"333","Sprint","Forced March"
"334","War Cry","Impunity"
"335","Battle Rage","Bloodshed"
"336","Wrath of the Berserker","Insanity"
"337","Rampage","Passive"
"338","Boon of Bul-Kathos","Passive"
"339","Berserker Rage","Passive"
"340","Ruthless","Passive"
"341","Call of the Ancients","Ancients' Blessing"
"342","Furious Charge","Stamina"
"343","War Cry","Impunity"
"344","Battle Rage","Bloodshed"
"345","Wrath of the Berserker","Insanity"
"346","Sprint","Marathon"
"347","Berserker Rage","Passive"
"348","Rampage","Passive"
"349","Boon of Bul-Kathos","Passive"
"350","Ruthless","Passive"
"351","Ground Stomp","Wrenching Smash"
"352","Furious Charge","Battering Ram"
"353","Ignore Pain","Ignorance is Bliss"
"354","Battle Rage","Bloodshed"
"355","Call of the Ancients","The Council Rises"
"356","Wrath of the Berserker","Insanity"
"357","Berserker Rage","Passive"
"358","Ruthless","Passive"
"359","Rampage","Passive"
"360","Boon of Bul-Kathos","Passive"
"361","Call of the Ancients","The Council Rises"
"362","Ground Stomp","Wrenching Smash"
"363","Furious Charge","Merciless Assault"
"364","Ignore Pain","Iron Hide"
"365","Battle Rage","Bloodshed"
"366","Wrath of the Berserker","Insanity"
"367","Boon of Bul-Kathos","Passive"
"368","Ruthless","Passive"
"369","Rampage","Passive"
"370","Berserker Rage","Passive"
"371","Frenzy","Maniac"
"372","Furious Charge","Stamina"
"373","Battle Rage","Bloodshed"
"374","War Cry","Impunity"
"375","Wrath of the Berserker","Insanity"
"376","Call of the Ancients","The Council Rises"
"377","Brawler","Passive"
"378","Boon of Bul-Kathos","Passive"
"379","Rampage","Passive"
"380","Berserker Rage","Passive"
"381","Furious Charge","Merciless Assault"
"382","Call of the Ancients","The Council Rises"
"383","Sprint","Marathon"
"384","Battle Rage","Bloodshed"
"385","War Cry","Impunity"
"386","Wrath of the Berserker","Insanity"
"387","Rampage","Passive"
"388","Brawler","Passive"
"389","Ruthless","Passive"
"390","Boon of Bul-Kathos","Passive"
"391","Furious Charge","Merciless Assault"
"392","Battle Rage","Bloodshed"
"393","War Cry","Impunity"
"394","Ignore Pain","Mob Rule"
"395","Threatening Shout","Grim Harvest"
"396","Wrath of the Berserker","Insanity"
"397","Rampage","Passive"
"398","Brawler","Passive"
"399","Berserker Rage","Passive"
"400","Boon of Bul-Kathos","Passive"
"401","Seismic Slam","Rumble"
"402","Ground Stomp","Wrenching Smash"
"403","Battle Rage","Bloodshed"
"404","Wrath of the Berserker","Insanity"
"405","Ignore Pain","Ignorance is Bliss"
"406","Furious Charge","Stamina"
"407","Boon of Bul-Kathos","Passive"
"408","Rampage","Passive"
"409","Ruthless","Passive"
"410","Berserker Rage","Passive"
"411","Call of the Ancients","The Council Rises"
"412","Furious Charge","Merciless Assault"
"413","War Cry","Impunity"
"414","Overpower","Killing Spree"
"415","Wrath of the Berserker","Insanity"
"416","Battle Rage","Bloodshed"
"417","Rampage","Passive"
"418","Boon of Bul-Kathos","Passive"
"419","Berserker Rage","Passive"
"420","Weapons Master","Passive"
"421","Call of the Ancients","The Council Rises"
"422","Leap","Death from Above"
"423","War Cry","Charge!"
"424","Sprint","Marathon"
"425","Earthquake","Molten Fury"
"426","Wrath of the Berserker","Insanity"
"427","Rampage","Passive"
"428","Ruthless","Passive"
"429","Boon of Bul-Kathos","Passive"
"430","Superstition","Passive"
"431","Furious Charge","Stamina"
"432","War Cry","Impunity"
"433","Sprint","Forced March"
"434","Battle Rage","Bloodshed"
"435","Wrath of the Berserker","Insanity"
"436","Overpower","Killing Spree"
"437","Rampage","Passive"
"438","Berserker Rage","Passive"
"439","Ruthless","Passive"
"440","Brawler","Passive"
"441","Earthquake","Molten Fury"
"442","Leap","Call of Arreat"
"443","Ignore Pain","Ignorance is Bliss"
"444","Battle Rage","Bloodshed"
"445","War Cry","Impunity"
"446","Wrath of the Berserker","Insanity"
"447","Boon of Bul-Kathos","Passive"
"448","Superstition","Passive"
"449","Brawler","Passive"
"450","Ruthless","Passive"
"451","Call of the Ancients","The Council Rises"
"452","Overpower","Killing Spree"
"453","Furious Charge","Battering Ram"
"454","Ignore Pain","Iron Hide"
"455","Battle Rage","Bloodshed"
"456","Wrath of the Berserker","Insanity"
"457","Ruthless","Passive"
"458","Brawler","Passive"
"459","Rampage","Passive"
"460","Berserker Rage","Passive"
"461","Frenzy","Maniac"
"462","Ground Stomp","Wrenching Smash"
"463","Ignore Pain","Iron Hide"
"464","Furious Charge","Battering Ram"
"465","Call of the Ancients","The Council Rises"
"466","Wrath of the Berserker","Insanity"
"467","Superstition","Passive"
"468","Tough as Nails","Passive"
"469","Nerves of Steel","Passive"
"470","Relentless","Passive"
"471","Frenzy","Maniac"
"472","Battle Rage","Bloodshed"
"473","Furious Charge","Battering Ram"
"474","Ignore Pain","Iron Hide"
"475","War Cry","Impunity"
"476","Wrath of the Berserker","Insanity"
"477","Berserker Rage","Passive"
"478","Boon of Bul-Kathos","Passive"
"479","Ruthless","Passive"
"480","Rampage","Passive"
"481","Ground Stomp","Wrenching Smash"
"482","Call of the Ancients","The Council Rises"
"483","Wrath of the Berserker","Insanity"
"484","Ignore Pain","Ignorance is Bliss"
"485","Furious Charge","Merciless Assault"
"486","Battle Rage","Bloodshed"
"487","Berserker Rage","Passive"
"488","Rampage","Passive"
"489","Boon of Bul-Kathos","Passive"
"490","Ruthless","Passive"
"491","Call of the Ancients","The Council Rises"
"492","Furious Charge","Battering Ram"
"493","Ignore Pain","Ignorance is Bliss"
"494","Ground Stomp","Wrenching Smash"
"495","Battle Rage","Bloodshed"
"496","Wrath of the Berserker","Insanity"
"497","Rampage","Passive"
"498","Ruthless","Passive"
"499","Berserker Rage","Passive"
"500","Boon of Bul-Kathos","Passive"
"501","Ground Stomp","Wrenching Smash"
"502","Furious Charge","Battering Ram"
"503","Wrath of the Berserker","Insanity"
"504","Call of the Ancients","The Council Rises"
"505","Ignore Pain","Ignorance is Bliss"
"506","Battle Rage","Bloodshed"
"507","Ruthless","Passive"
"508","Boon of Bul-Kathos","Passive"
"509","Berserker Rage","Passive"
"510","Rampage","Passive"
"511","Call of the Ancients","The Council Rises"
"512","Furious Charge","Merciless Assault"
"513","Ignore Pain","Iron Hide"
"514","Battle Rage","Bloodshed"
"515","War Cry","Impunity"
"516","Wrath of the Berserker","Insanity"
"517","Ruthless","Passive"
"518","Rampage","Passive"
"519","Boon of Bul-Kathos","Passive"
"520","Berserker Rage","Passive"
"521","Call of the Ancients","The Council Rises"
"522","Wrath of the Berserker","Insanity"
"523","Ignore Pain","Ignorance is Bliss"
"524","Battle Rage","Bloodshed"
"525","Furious Charge","Stamina"
"526","Ground Stomp","Wrenching Smash"
"527","Berserker Rage","Passive"
"528","Boon of Bul-Kathos","Passive"
"529","Rampage","Passive"
"530","Ruthless","Passive"
"531","Furious Charge","Merciless Assault"
"532","Ignore Pain","Iron Hide"
"533","Wrath of the Berserker","Insanity"
"534","Call of the Ancients","Together as One"
"535","Battle Rage","Bloodshed"
"536","Ground Stomp","Wrenching Smash"
"537","Boon of Bul-Kathos","Passive"
"538","Ruthless","Passive"
"539","Berserker Rage","Passive"
"540","Superstition","Passive"
"541","Call of the Ancients","The Council Rises"
"542","Furious Charge","Merciless Assault"
"543","Frenzy","Maniac"
"544","Battle Rage","Bloodshed"
"545","Ignore Pain","Ignorance is Bliss"
"546","Wrath of the Berserker","Insanity"
"547","Boon of Bul-Kathos","Passive"
"548","Berserker Rage","Passive"
"549","Rampage","Passive"
"550","Ruthless","Passive"
"551","Call of the Ancients","Together as One"
"552","Furious Charge","Battering Ram"
"553","Ignore Pain","Ignorance is Bliss"
"554","War Cry","Impunity"
"555","Battle Rage","Bloodshed"
"556","Wrath of the Berserker","Striding Giant"
"557","Boon of Bul-Kathos","Passive"
"558","Brawler","Passive"
"559","Berserker Rage","Passive"
"560","Rampage","Passive"
"561","Call of the Ancients","Together as One"
"562","Furious Charge","Battering Ram"
"563","Battle Rage","Bloodshed"
"564","Ignore Pain","Ignorance is Bliss"
"565","War Cry","Impunity"
"566","Wrath of the Berserker","Striding Giant"
"567","Brawler","Passive"
"568","Berserker Rage","Passive"
"569","Boon of Bul-Kathos","Passive"
"570","Rampage","Passive"
"571","Earthquake","Molten Fury"
"572","Ignore Pain","Ignorance is Bliss"
"573","Battle Rage","Marauder's Rage"
"574","Leap","Death from Above"
"575","War Cry","Impunity"
"576","Wrath of the Berserker","Insanity"
"577","Berserker Rage","Passive"
"578","Boon of Bul-Kathos","Passive"
"579","Ruthless","Passive"
"580","Rampage","Passive"
"581","Furious Charge","Battering Ram"
"582","Call of the Ancients","Together as One"
"583","War Cry","Impunity"
"584","Battle Rage","Bloodshed"
"585","Ignore Pain","Ignorance is Bliss"
"586","Wrath of the Berserker","Insanity"
"587","Rampage","Passive"
"588","Boon of Bul-Kathos","Passive"
"589","Brawler","Passive"
"590","Berserker Rage","Passive"
"591","Furious Charge","Stamina"
"592","Wrath of the Berserker","Insanity"
"593","Battle Rage","Bloodshed"
"594","Overpower","Killing Spree"
"595","War Cry","Impunity"
"596","Call of the Ancients","The Council Rises"
"597","Superstition","Passive"
"598","Berserker Rage","Passive"
"599","Ruthless","Passive"
"600","Boon of Bul-Kathos","Passive"
"601","Frenzy","Maniac"
"602","Furious Charge","Battering Ram"
"603","Ignore Pain","Bravado"
"604","Battle Rage","Bloodshed"
"605","Call of the Ancients","The Council Rises"
"606","Wrath of the Berserker","Insanity"
"607","Brawler","Passive"
"608","Ruthless","Passive"
"609","Berserker Rage","Passive"
"610","Boon of Bul-Kathos","Passive"
"611","Call of the Ancients","The Council Rises"
"612","War Cry","Impunity"
"613","Battle Rage","Bloodshed"
"614","Ignore Pain","Iron Hide"
"615","Furious Charge","Merciless Assault"
"616","Wrath of the Berserker","Insanity"
"617","Berserker Rage","Passive"
"618","Ruthless","Passive"
"619","Boon of Bul-Kathos","Passive"
"620","Rampage","Passive"
"621","Call of the Ancients","The Council Rises"
"622","Sprint","Run Like the Wind"
"623","Furious Charge","Merciless Assault"
"624","Battle Rage","Bloodshed"
"625","War Cry","Impunity"
"626","Wrath of the Berserker","Insanity"
"627","Berserker Rage","Passive"
"628","Brawler","Passive"
"629","Boon of Bul-Kathos","Passive"
"630","Rampage","Passive"
"631","Bash","Punish"
"632","Rend","Lacerate"
"633","Wrath of the Berserker","Insanity"
"634","Revenge","Provocation"
"635","Earthquake","Molten Fury"
"636","Battle Rage","Into the Fray"
"637","Ruthless","Passive"
"638","Nerves of Steel","Passive"
"639","Weapons Master","Passive"
"640",NA,"Passive"
"641","Frenzy","Maniac"
"642","Wrath of the Berserker","Insanity"
"643","Ignore Pain","Ignorance is Bliss"
"644","Furious Charge","Stamina"
"645","Battle Rage","Bloodshed"
"646","Call of the Ancients","The Council Rises"
"647","Berserker Rage","Passive"
"648","Ruthless","Passive"
"649","Boon of Bul-Kathos","Passive"
"650","Rampage","Passive"
"651","Call of the Ancients","The Council Rises"
"652","Furious Charge","Battering Ram"
"653","Sprint","Forced March"
"654","Wrath of the Berserker","Striding Giant"
"655","Battle Rage","Bloodshed"
"656","War Cry","Impunity"
"657","Boon of Bul-Kathos","Passive"
"658","Rampage","Passive"
"659","Superstition","Passive"
"660","Berserker Rage","Passive"
"661","Call of the Ancients","Together as One"
"662","Wrath of the Berserker","Insanity"
"663","Sprint","Run Like the Wind"
"664","Battle Rage","Bloodshed"
"665","Furious Charge","Merciless Assault"
"666","War Cry","Impunity"
"667","Rampage","Passive"
"668","Brawler","Passive"
"669","Berserker Rage","Passive"
"670","Boon of Bul-Kathos","Passive"
"671","Call of the Ancients","Together as One"
"672","Furious Charge","Merciless Assault"
"673","War Cry","Impunity"
"674","Wrath of the Berserker","Insanity"
"675","Ignore Pain","Iron Hide"
"676","Battle Rage","Bloodshed"
"677","Ruthless","Passive"
"678","Boon of Bul-Kathos","Passive"
"679","Berserker Rage","Passive"
"680","Rampage","Passive"
"681","Call of the Ancients","The Council Rises"
"682","Furious Charge","Stamina"
"683","Battle Rage","Bloodshed"
"684","Ignore Pain","Ignorance is Bliss"
"685","Sprint","Run Like the Wind"
"686","Wrath of the Berserker","Insanity"
"687","Berserker Rage","Passive"
"688","Ruthless","Passive"
"689","Boon of Bul-Kathos","Passive"
"690","Rampage","Passive"
"691","Call of the Ancients","The Council Rises"
"692","Overpower","Killing Spree"
"693","Furious Charge","Battering Ram"
"694","War Cry","Impunity"
"695","Battle Rage","Bloodshed"
"696","Wrath of the Berserker","Insanity"
"697","Boon of Bul-Kathos","Passive"
"698","Brawler","Passive"
"699","Berserker Rage","Passive"
"700","Rampage","Passive"
"701","Call of the Ancients","Ancients' Fury"
"702","Leap","Iron Impact"
"703","Ancient Spear","Boulder Toss"
"704","Battle Rage","Bloodshed"
"705","Earthquake","Cave-In"
"706","Wrath of the Berserker","Insanity"
"707","Brawler","Passive"
"708","Ruthless","Passive"
"709","Berserker Rage","Passive"
"710","Earthen Might","Passive"
"711","Ground Stomp","Wrenching Smash"
"712","Furious Charge","Merciless Assault"
"713","Battle Rage","Bloodshed"
"714","Call of the Ancients","The Council Rises"
"715","Wrath of the Berserker","Insanity"
"716","Sprint","Run Like the Wind"
"717","Ruthless","Passive"
"718","Boon of Bul-Kathos","Passive"
"719","Berserker Rage","Passive"
"720","Rampage","Passive"
"721","Call of the Ancients","Ancients' Blessing"
"722","War Cry","Impunity"
"723","Ignore Pain","Iron Hide"
"724","Wrath of the Berserker","Striding Giant"
"725","Battle Rage","Bloodshed"
"726","Superstition","Rampage"
"727","Brawler","Passive"
"728","Ruthless","Passive"
"729",NA,"Passive"
"730",NA,"Passive"
"731","Call of the Ancients","Together as One"
"732","Whirlwind","Hurricane"
"733","Sprint","Forced March"
"734","Wrath of the Berserker","Insanity"
"735","Leap","Call of Arreat"
"736","Earthquake","Chilling Earth"
"737","Superstition","Passive"
"738","Brawler","Passive"
"739","Tough as Nails","Passive"
"740","Boon of Bul-Kathos","Passive"
"741","Call of the Ancients","The Council Rises"
"742","Furious Charge","Stamina"
"743","Overpower","Killing Spree"
"744","Wrath of the Berserker","Insanity"
"745","Battle Rage","Bloodshed"
"746","War Cry","Impunity"
"747","Rampage","Passive"
"748","Berserker Rage","Passive"
"749","Ruthless","Passive"
"750","Weapons Master","Passive"
"751","Call of the Ancients","The Council Rises"
"752","Battle Rage","Bloodshed"
"753","Sprint","Marathon"
"754","War Cry","Hardened Wrath"
"755","Furious Charge","Merciless Assault"
"756","Wrath of the Berserker","Insanity"
"757","Boon of Bul-Kathos","Passive"
"758","Ruthless","Passive"
"759","Berserker Rage","Passive"
"760","Rampage","Passive"
"761","Frenzy","Maniac"
"762","Ignore Pain","Ignorance is Bliss"
"763","Battle Rage","Bloodshed"
"764","Call of the Ancients","The Council Rises"
"765","Furious Charge","Stamina"
"766","Wrath of the Berserker","Insanity"
"767","Ruthless","Passive"
"768","Boon of Bul-Kathos","Passive"
"769","Berserker Rage","Passive"
"770","Rampage","Passive"
"771","Ground Stomp","Wrenching Smash"
"772","Furious Charge","Merciless Assault"
"773","Battle Rage","Bloodshed"
"774","War Cry","Invigorate"
"775","Sprint","Marathon"
"776","Call of the Ancients","The Council Rises"
"777","Boon of Bul-Kathos","Passive"
"778","Brawler","Passive"
"779","Ruthless","Passive"
"780","Rampage","Passive"
"781","Call of the Ancients","The Council Rises"
"782","Furious Charge","Merciless Assault"
"783","Sprint","Marathon"
"784","Battle Rage","Bloodshed"
"785","War Cry","Impunity"
"786","Wrath of the Berserker","Insanity"
"787","Rampage","Passive"
"788","Berserker Rage","Passive"
"789","Ruthless","Passive"
"790","Boon of Bul-Kathos","Passive"
"791","Furious Charge","Battering Ram"
"792","Sprint","Run Like the Wind"
"793","Battle Rage","Bloodshed"
"794","War Cry","Impunity"
"795","Call of the Ancients","The Council Rises"
"796","Wrath of the Berserker","Insanity"
"797","Ruthless","Passive"
"798","Berserker Rage","Passive"
"799","Brawler","Passive"
"800","Rampage","Passive"
"801","Call of the Ancients","The Council Rises"
"802","Wrath of the Berserker","Insanity"
"803","War Cry","Impunity"
"804","Battle Rage","Bloodshed"
"805","Sprint","Marathon"
"806","Furious Charge","Merciless Assault"
"807","Boon of Bul-Kathos","Passive"
"808","Unforgiving","Passive"
"809","Rampage","Passive"
"810","Berserker Rage","Passive"
"811","Ground Stomp","Wrenching Smash"
"812","Sprint","Forced March"
"813","Wrath of the Berserker","Insanity"
"814","War Cry","Impunity"
"815","Battle Rage","Bloodshed"
"816","Furious Charge","Merciless Assault"
"817","Berserker Rage","Passive"
"818","Boon of Bul-Kathos","Passive"
