"","Spell","Rune"
"309","Elemental Exposure","Passive"
"310","Glass Cannon","Passive"
"311","Black Hole","Blazar"
"312","Teleport","Wormhole"
"313","Blizzard","Apocalypse"
"314","Familiar","Arcanot"
"315","Magic Weapon","Force Weapon"
"316","Energy Armor","Pinpoint Barrier"
"317","Evocation","Passive"
"318","Unstable Anomaly","Passive"
"319","Glass Cannon","Passive"
"320","Illusionist","Passive"
"321","Blizzard","Apocalypse"
"322","Hydra","Mammoth Hydra"
"323","Magic Weapon","Force Weapon"
"324","Black Hole","Blazar"
"325","Teleport","Safe Passage"
"326","Energy Armor","Prismatic Armor"
"327","Illusionist","Passive"
"328","Glass Cannon","Passive"
"329","Blur","Passive"
"330","Unstable Anomaly","Passive"
"331","Black Hole","Blazar"
"332","Hydra","Mammoth Hydra"
"333","Blizzard","Apocalypse"
"334","Teleport","Safe Passage"
"335","Magic Weapon","Force Weapon"
"336","Energy Armor","Prismatic Armor"
"337","Blur","Passive"
"338","Glass Cannon","Passive"
"339","Unstable Anomaly","Passive"
"340","Illusionist","Passive"
"341","Hydra","Mammoth Hydra"
"342","Black Hole","Blazar"
"343","Blizzard","Apocalypse"
"344","Energy Armor","Prismatic Armor"
"345","Magic Weapon","Force Weapon"
"346","Teleport","Safe Passage"
"347","Glass Cannon","Passive"
"348","Illusionist","Passive"
"349","Blur","Passive"
"350","Unstable Anomaly","Passive"
"351","Blizzard","Apocalypse"
"352","Teleport","Wormhole"
"353","Hydra","Mammoth Hydra"
"354","Black Hole","Blazar"
"355","Magic Weapon","Force Weapon"
"356","Energy Armor","Prismatic Armor"
"357","Glass Cannon","Passive"
"358","Evocation","Passive"
"359","Illusionist","Passive"
"360","Astral Presence","Passive"
"361","Blizzard","Apocalypse"
"362","Hydra","Mammoth Hydra"
"363","Black Hole","Blazar"
"364","Teleport","Calamity"
"365","Magic Weapon","Force Weapon"
"366","Energy Armor","Force Armor"
"367","Unstable Anomaly","Passive"
"368","Blur","Passive"
"369","Glass Cannon","Passive"
"370","Elemental Exposure","Passive"
"371","Blizzard","Apocalypse"
"372","Hydra","Mammoth Hydra"
"373","Teleport","Wormhole"
"374","Black Hole","Blazar"
"375","Magic Weapon","Force Weapon"
"376","Energy Armor","Force Armor"
"377","Illusionist","Passive"
"378","Unstable Anomaly","Passive"
"379","Blur","Passive"
"380","Glass Cannon","Passive"
"381","Blizzard","Apocalypse"
"382","Teleport","Wormhole"
"383","Black Hole","Blazar"
"384","Familiar","Sparkflint"
"385","Magic Weapon","Force Weapon"
"386","Storm Armor","Scramble"
"387","Glass Cannon","Passive"
"388","Astral Presence","Passive"
"389","Illusionist","Passive"
"390","Elemental Exposure","Passive"
"391","Blizzard","Apocalypse"
"392","Magic Weapon","Force Weapon"
"393","Black Hole","Blazar"
"394","Hydra","Mammoth Hydra"
"395","Teleport","Calamity"
"396","Energy Armor","Prismatic Armor"
"397","Unstable Anomaly","Passive"
"398","Glass Cannon","Passive"
"399","Illusionist","Passive"
"400","Blur","Passive"
"401","Blizzard","Apocalypse"
"402","Black Hole","Blazar"
"403","Teleport","Wormhole"
"404","Familiar","Arcanot"
"405","Energy Armor","Prismatic Armor"
"406","Magic Weapon","Force Weapon"
"407","Elemental Exposure","Passive"
"408","Glass Cannon","Passive"
"409","Unstable Anomaly","Passive"
"410","Illusionist","Passive"
"411","Blizzard","Apocalypse"
"412","Black Hole","Blazar"
"413","Hydra","Mammoth Hydra"
"414","Teleport","Wormhole"
"415","Magic Weapon","Force Weapon"
"416","Energy Armor","Prismatic Armor"
"417","Dominance","Passive"
"418","Unstable Anomaly","Passive"
"419","Illusionist","Passive"
"420","Glass Cannon","Passive"
"421","Black Hole","Blazar"
"422","Magic Weapon","Force Weapon"
"423","Explosive Blast","Chain Reaction"
"424","Frost Nova","Cold Snap"
"425","Teleport","Wormhole"
"426","Energy Armor","Prismatic Armor"
"427","Blur","Passive"
"428","Evocation","Passive"
"429","Dominance","Passive"
"430","Illusionist","Passive"
"431","Blizzard","Apocalypse"
"432","Slow Time","Time Shell"
"433","Hydra","Mammoth Hydra"
"434","Energy Armor","Prismatic Armor"
"435","Magic Weapon","Force Weapon"
"436","Teleport","Safe Passage"
"437","Blur","Passive"
"438","Illusionist","Passive"
"439","Unstable Anomaly","Passive"
"440","Glass Cannon","Passive"
"441","Black Hole","Blazar"
"442","Teleport","Calamity"
"443","Blizzard","Apocalypse"
"444","Hydra","Mammoth Hydra"
"445","Magic Weapon","Force Weapon"
"446","Energy Armor","Force Armor"
"447","Elemental Exposure","Passive"
"448","Illusionist","Passive"
"449","Unstable Anomaly","Passive"
"450","Glass Cannon","Passive"
"451","Blizzard","Apocalypse"
"452","Teleport","Calamity"
"453","Magic Weapon","Force Weapon"
"454","Energy Armor","Prismatic Armor"
"455","Black Hole","Blazar"
"456","Hydra","Mammoth Hydra"
"457","Audacity","Passive"
"458","Glass Cannon","Passive"
"459","Illusionist","Passive"
"460","Elemental Exposure","Passive"
"461","Blizzard","Apocalypse"
"462","Meteor","Molten Impact"
"463","Black Hole","Blazar"
"464","Ice Armor","Frozen Storm"
"465","Magic Weapon","Conduit"
"466","Teleport","Wormhole"
"467","Illusionist","Passive"
"468","Glass Cannon","Passive"
"469","Elemental Exposure","Passive"
"470","Unstable Anomaly","Passive"
"471","Blizzard","Apocalypse"
"472","Black Hole","Blazar"
"473","Hydra","Mammoth Hydra"
"474","Teleport","Calamity"
"475","Magic Weapon","Force Weapon"
"476","Energy Armor","Prismatic Armor"
"477","Blur","Passive"
"478","Illusionist","Passive"
"479","Evocation","Passive"
"480","Unstable Anomaly","Passive"
"481","Hydra","Mammoth Hydra"
"482","Blizzard","Apocalypse"
"483","Teleport","Wormhole"
"484","Black Hole","Blazar"
"485","Magic Weapon","Force Weapon"
"486","Energy Armor","Force Armor"
"487","Evocation","Passive"
"488","Glass Cannon","Passive"
"489","Illusionist","Passive"
"490","Unstable Anomaly","Passive"
"491","Black Hole","Blazar"
"492","Blizzard","Apocalypse"
"493","Hydra","Mammoth Hydra"
"494","Teleport","Safe Passage"
"495","Magic Weapon","Force Weapon"
"496","Energy Armor","Prismatic Armor"
"497","Unstable Anomaly","Passive"
"498","Glass Cannon","Passive"
"499","Illusionist","Passive"
"500","Evocation","Passive"
"501","Blizzard","Apocalypse"
"502","Black Hole","Blazar"
"503","Teleport","Calamity"
"504","Hydra","Mammoth Hydra"
"505","Magic Weapon","Force Weapon"
"506","Energy Armor","Force Armor"
"507","Illusionist","Passive"
"508","Elemental Exposure","Passive"
"509","Blur","Passive"
"510","Glass Cannon","Passive"
"511","Blizzard","Apocalypse"
"512","Teleport","Wormhole"
"513","Magic Weapon","Force Weapon"
"514","Black Hole","Blazar"
"515","Familiar","Sparkflint"
"516","Energy Armor","Prismatic Armor"
"517","Glass Cannon","Passive"
"518","Illusionist","Passive"
"519","Dominance","Passive"
"520","Unstable Anomaly","Passive"
"521","Blizzard","Apocalypse"
"522","Familiar","Sparkflint"
"523","Teleport","Wormhole"
"524","Storm Armor","Scramble"
"525","Magic Weapon","Force Weapon"
"526","Black Hole","Blazar"
"527","Elemental Exposure","Passive"
"528","Glass Cannon","Passive"
"529","Unstable Anomaly","Passive"
"530","Illusionist","Passive"
"531","Hydra","Mammoth Hydra"
"532","Teleport","Wormhole"
"533","Magic Weapon","Force Weapon"
"534","Black Hole","Blazar"
"535","Blizzard","Apocalypse"
"536","Energy Armor","Prismatic Armor"
"537","Glass Cannon","Passive"
"538","Blur","Passive"
"539","Unstable Anomaly","Passive"
"540","Illusionist","Passive"
"541","Hydra","Mammoth Hydra"
"542","Teleport","Wormhole"
"543","Energy Armor","Prismatic Armor"
"544","Magic Weapon","Force Weapon"
"545","Black Hole","Blazar"
"546","Blizzard","Apocalypse"
"547","Blur","Passive"
"548","Glass Cannon","Passive"
"549","Illusionist","Passive"
"550","Unstable Anomaly","Passive"
"551","Electrocute","Surge of Power"
"552","Disintegrate","Convergence"
"553","Hydra","Mammoth Hydra"
"554","Slow Time","Stretch Time"
"555","Magic Weapon","Conduit"
"556","Energy Armor","Force Armor"
"557","Glass Cannon","Passive"
"558","Arcane Dynamo","Passive"
"559","Astral Presence","Passive"
"560","Conflagration","Passive"
"561","Blizzard","Apocalypse"
"562","Black Hole","Blazar"
"563","Hydra","Mammoth Hydra"
"564","Magic Weapon","Force Weapon"
"565","Energy Armor","Prismatic Armor"
"566","Teleport","Safe Passage"
"567","Blur","Passive"
"568","Glass Cannon","Passive"
"569","Unstable Anomaly","Passive"
"570","Illusionist","Passive"
"571","Blizzard","Apocalypse"
"572","Black Hole","Spellsteal"
"573","Teleport","Safe Passage"
"574","Hydra","Mammoth Hydra"
"575","Energy Armor","Prismatic Armor"
"576","Magic Weapon","Force Weapon"
"577","Illusionist","Passive"
"578","Evocation","Passive"
"579","Blur","Passive"
"580","Unstable Anomaly","Passive"
"581","Blizzard","Apocalypse"
"582","Black Hole","Blazar"
"583","Magic Weapon","Conduit"
"584","Teleport","Calamity"
"585","Hydra","Blazing Hydra"
"586","Mirror Image","Duplicates"
"587","Illusionist","Passive"
"588","Glass Cannon","Passive"
"589","Blur","Passive"
"590","Unstable Anomaly","Passive"
"591","Blizzard","Apocalypse"
"592","Teleport","Wormhole"
"593","Hydra","Mammoth Hydra"
"594","Black Hole","Blazar"
"595","Magic Weapon","Force Weapon"
"596","Energy Armor","Prismatic Armor"
"597","Blur","Passive"
"598","Illusionist","Passive"
"599","Glass Cannon","Passive"
"600","Unstable Anomaly","Passive"
"601","Blizzard","Apocalypse"
"602","Hydra","Mammoth Hydra"
"603","Magic Weapon","Force Weapon"
"604","Black Hole","Blazar"
"605","Teleport","Safe Passage"
"606","Energy Armor","Prismatic Armor"
"607","Glass Cannon","Passive"
"608","Blur","Passive"
"609","Illusionist","Passive"
"610","Unstable Anomaly","Passive"
"611","Black Hole","Blazar"
"612","Familiar","Sparkflint"
"613","Teleport","Fracture"
"614","Blizzard","Apocalypse"
"615","Magic Weapon","Force Weapon"
"616","Energy Armor","Prismatic Armor"
"617","Glass Cannon","Passive"
"618","Blur","Passive"
"619","Illusionist","Passive"
"620","Unstable Anomaly","Passive"
"621","Blizzard","Apocalypse"
"622","Hydra","Mammoth Hydra"
"623","Magic Weapon","Force Weapon"
"624","Black Hole","Blazar"
"625","Teleport","Safe Passage"
"626","Energy Armor","Prismatic Armor"
"627","Blur","Passive"
"628","Glass Cannon","Passive"
"629","Illusionist","Passive"
"630","Unstable Anomaly","Passive"
"631","Blizzard","Apocalypse"
"632","Familiar","Sparkflint"
"633","Teleport","Wormhole"
"634","Black Hole","Blazar"
"635","Magic Weapon","Force Weapon"
"636","Energy Armor","Pinpoint Barrier"
"637","Illusionist","Passive"
"638","Unstable Anomaly","Passive"
"639","Glass Cannon","Passive"
"640","Elemental Exposure","Passive"
"641","Electrocute","Forked Lightning"
"642","Diamond Skin","Diamond Shards"
"643","Frost Nova","Deep Freeze"
"644","Explosive Blast","Chain Reaction"
"645","Teleport","Wormhole"
"646","Storm Armor","Scramble"
"647","Cold Blooded","Passive"
"648","Evocation","Passive"
"649",NA,"Passive"
"650",NA,"Passive"
"651","Black Hole","Spellsteal"
"652","Arcane Torrent","Cascade"
"653","Energy Armor","Prismatic Armor"
"654","Magic Weapon","Force Weapon"
"655","Familiar","Sparkflint"
"656","Archon","Improved Archon"
"657","Blur","Passive"
"658","Evocation","Passive"
"659","Astral Presence","Passive"
"660","Unwavering Will","Passive"
"661","Meteor","Molten Impact"
"662","Blizzard","Apocalypse"
"663","Teleport","Wormhole"
"664","Black Hole","Blazar"
"665","Magic Weapon","Force Weapon"
"666","Energy Armor","Prismatic Armor"
"667","Dominance","Passive"
"668","Illusionist","Passive"
"669","Evocation","Passive"
"670","Glass Cannon","Passive"
"671","Blizzard","Apocalypse"
"672","Black Hole","Blazar"
"673","Teleport","Calamity"
"674","Hydra","Mammoth Hydra"
"675","Magic Weapon","Force Weapon"
"676","Energy Armor","Force Armor"
"677","Glass Cannon","Passive"
"678","Unstable Anomaly","Passive"
"679","Blur","Passive"
"680","Illusionist","Passive"
"681","Blizzard","Apocalypse"
"682","Hydra","Mammoth Hydra"
"683","Black Hole","Blazar"
"684","Magic Weapon","Force Weapon"
"685","Energy Armor","Force Armor"
"686","Teleport","Calamity"
"687","Glass Cannon","Passive"
"688","Elemental Exposure","Passive"
"689","Unstable Anomaly","Passive"
"690","Illusionist","Passive"
"691","Blizzard","Apocalypse"
"692","Hydra","Mammoth Hydra"
"693","Teleport","Wormhole"
"694","Magic Weapon","Force Weapon"
"695","Energy Armor","Prismatic Armor"
"696","Black Hole","Blazar"
"697","Illusionist","Passive"
"698","Glass Cannon","Passive"
"699","Unstable Anomaly","Passive"
"700","Blur","Passive"
"701","Black Hole","Blazar"
"702","Teleport","Calamity"
"703","Blizzard","Apocalypse"
"704","Slow Time","Point of No Return"
"705","Magic Weapon","Force Weapon"
"706","Energy Armor","Prismatic Armor"
"707","Illusionist","Passive"
"708","Blur","Passive"
"709","Elemental Exposure","Passive"
"710","Glass Cannon","Passive"
"711","Blizzard","Apocalypse"
"712","Hydra","Mammoth Hydra"
"713","Black Hole","Blazar"
"714","Teleport","Calamity"
"715","Magic Weapon","Force Weapon"
"716","Energy Armor","Force Armor"
"717","Blur","Passive"
"718","Glass Cannon","Passive"
"719","Unstable Anomaly","Passive"
"720","Illusionist","Passive"
"721","Black Hole","Blazar"
"722","Magic Weapon","Force Weapon"
"723","Blizzard","Apocalypse"
"724","Hydra","Mammoth Hydra"
"725","Teleport","Wormhole"
"726","Energy Armor","Force Armor"
"727","Elemental Exposure","Passive"
"728","Glass Cannon","Passive"
"729","Unstable Anomaly","Passive"
"730","Illusionist","Passive"
"731","Blizzard","Apocalypse"
"732","Hydra","Mammoth Hydra"
"733","Black Hole","Blazar"
"734","Teleport","Safe Passage"
"735","Magic Weapon","Force Weapon"
"736","Energy Armor","Prismatic Armor"
"737","Unstable Anomaly","Passive"
"738","Glass Cannon","Passive"
"739","Illusionist","Passive"
"740","Blur","Passive"
"741","Blizzard","Apocalypse"
"742","Hydra","Mammoth Hydra"
"743","Mirror Image","Duplicates"
"744","Energy Armor","Prismatic Armor"
"745","Black Hole","Blazar"
"746","Teleport","Wormhole"
"747","Glass Cannon","Passive"
"748","Illusionist","Passive"
"749","Unstable Anomaly","Passive"
"750","Blur","Passive"
"751","Black Hole","Blazar"
"752","Magic Weapon","Force Weapon"
"753","Teleport","Wormhole"
"754","Ice Armor","Frozen Storm"
"755","Hydra","Mammoth Hydra"
"756","Blizzard","Apocalypse"
"757","Conflagration","Passive"
"758","Elemental Exposure","Passive"
"759","Illusionist","Passive"
"760","Astral Presence","Passive"
"761","Blizzard","Apocalypse"
"762","Hydra","Mammoth Hydra"
"763","Teleport","Safe Passage"
"764","Black Hole","Blazar"
"765","Energy Armor","Prismatic Armor"
"766","Magic Weapon","Force Weapon"
"767","Glass Cannon","Passive"
"768","Conflagration","Passive"
"769","Illusionist","Passive"
"770","Unstable Anomaly","Passive"
"771","Blizzard","Apocalypse"
"772","Black Hole","Blazar"
"773","Hydra","Mammoth Hydra"
"774","Teleport","Wormhole"
"775","Magic Weapon","Force Weapon"
"776","Energy Armor","Prismatic Armor"
"777","Illusionist","Passive"
"778","Blur","Passive"
"779","Unstable Anomaly","Passive"
"780","Glass Cannon","Passive"
"781","Black Hole","Blazar"
"782","Teleport","Safe Passage"
"783","Blizzard","Apocalypse"
"784","Familiar","Sparkflint"
"785","Magic Weapon","Force Weapon"
"786","Energy Armor","Energy Tap"
"787","Glass Cannon","Passive"
"788","Astral Presence","Passive"
"789","Evocation","Passive"
"790","Illusionist","Passive"
"791","Blizzard","Apocalypse"
"792","Magic Weapon","Force Weapon"
"793","Teleport","Wormhole"
"794","Diamond Skin","Sleek Shell"
"795","Black Hole","Blazar"
"796","Storm Armor","Scramble"
"797","Illusionist","Passive"
"798","Dominance","Passive"
"799","Astral Presence","Passive"
"800","Elemental Exposure","Passive"
"801","Blizzard","Apocalypse"
"802","Hydra","Mammoth Hydra"
"803","Teleport","Safe Passage"
"804","Magic Weapon","Force Weapon"
"805","Energy Armor","Force Armor"
"806","Black Hole","Blazar"
"807","Blur","Passive"
"808","Illusionist","Passive"
"809","Glass Cannon","Passive"
"810","Unstable Anomaly","Passive"
"811","Electrocute","Surge of Power"
"812","Disintegrate","Convergence"
"813","Hydra","Mammoth Hydra"
"814","Slow Time","Stretch Time"
"815","Energy Armor","Pinpoint Barrier"
"816","Magic Weapon","Force Weapon"
"817","Unstable Anomaly","Passive"
"818","Astral Presence","Passive"
"819","Glass Cannon","Passive"
"820","Arcane Dynamo","Passive"
"821","Black Hole","Blazar"
"822","Teleport","Safe Passage"
"823","Magic Weapon","Force Weapon"
"824","Hydra","Mammoth Hydra"
"825","Blizzard","Apocalypse"
"826","Energy Armor","Prismatic Armor"
"827","Blur","Passive"
"828","Astral Presence","Passive"
"829","Unstable Anomaly","Passive"
"830","Illusionist","Passive"
"831","Hydra","Mammoth Hydra"
"832","Black Hole","Blazar"
"833","Blizzard","Apocalypse"
"834","Teleport","Calamity"
"835","Magic Weapon","Force Weapon"
"836","Energy Armor","Prismatic Armor"
"837","Evocation","Passive"
"838","Unstable Anomaly","Passive"
"839","Illusionist","Passive"
"840","Glass Cannon","Passive"
"841","Hydra","Mammoth Hydra"
"842","Blizzard","Apocalypse"
"843","Teleport","Wormhole"
"844","Black Hole","Blazar"
"845","Magic Weapon","Force Weapon"
"846","Storm Armor","Scramble"
"847","Elemental Exposure","Passive"
"848","Glass Cannon","Passive"
"849","Astral Presence","Passive"
"850","Illusionist","Passive"
"851","Blizzard","Apocalypse"
"852","Teleport","Calamity"
"853","Black Hole","Blazar"
"854","Energy Armor","Force Armor"
