"","Spell","Rune"
"123","Mystic Ally","Air Ally"
"124","Dashing Strike","Blinding Speed"
"125","Mantra of Salvation","Agility"
"126","Cyclone Strike","Implosion"
"127","The Guardian's Path","Passive"
"128","Beacon of Ytar","Passive"
"129","Near Death Experience","Passive"
"130","Chant of Resonance","Passive"
"131","Fists of Thunder","Thunderclap"
"132","Exploding Palm","Shocking Grasp"
"133","Mystic Ally","Air Ally"
"134","Sweeping Wind","Inner Storm"
"135","Cyclone Strike","Implosion"
"136","Mantra of Conviction","Submission"
"137","Near Death Experience","Passive"
"138","Exalted Soul","Passive"
"139","Sixth Sense","Passive"
"140","Fleet Footed","Passive"
"141","Wave of Light","Explosive Light"
"142","Mystic Ally","Air Ally"
"143","Mantra of Conviction","Annihilation"
"144","Sweeping Wind","Inner Storm"
"145","Epiphany","Insight"
"146","Dashing Strike","Way of the Falling Star"
"147","Harmony","Passive"
"148","Momentum","Passive"
"149","Near Death Experience","Passive"
"150","Beacon of Ytar","Passive"
"151","Wave of Light","Pillar of the Ancients"
"152","Dashing Strike","Blinding Speed"
"153","Epiphany","Desert Shroud"
"154","Mystic Ally","Air Ally"
"155","Exploding Palm","Shocking Grasp"
"156","Mantra of Salvation","Agility"
"157","Near Death Experience","Passive"
"158","Harmony","Passive"
"159","Sixth Sense","Passive"
"160","Beacon of Ytar","Passive"
"161","Wave of Light","Explosive Light"
"162","Dashing Strike","Blinding Speed"
"163","Mystic Ally","Fire Ally"
"164","Epiphany","Desert Shroud"
"165","Mantra of Healing","Circular Breathing"
"166","Sweeping Wind","Inner Storm"
"167","Harmony","Passive"
"168","Beacon of Ytar","Passive"
"169","Sixth Sense","Passive"
"170","Near Death Experience","Passive"
"171","Wave of Light","Explosive Light"
"172","Mystic Ally","Air Ally"
"173","Epiphany","Desert Shroud"
"174","Dashing Strike","Blinding Speed"
"175","Sweeping Wind","Inner Storm"
"176","Mantra of Healing","Circular Breathing"
"177","Beacon of Ytar","Passive"
"178","Harmony","Passive"
"179","Sixth Sense","Passive"
"180","Exalted Soul","Passive"
"181","Wave of Light","Pillar of the Ancients"
"182","Epiphany","Desert Shroud"
"183","Dashing Strike","Way of the Falling Star"
"184","Sweeping Wind","Inner Storm"
"185","Cyclone Strike","Implosion"
"186","Mystic Ally","Air Ally"
"187","Near Death Experience","Passive"
"188","Harmony","Passive"
"189","Exalted Soul","Passive"
"190","Beacon of Ytar","Passive"
"191","Exploding Palm","Shocking Grasp"
"192","Cyclone Strike","Implosion"
"193","Dashing Strike","Quicksilver"
"194","Sweeping Wind","Inner Storm"
"195","Mystic Ally","Air Ally"
"196","Epiphany","Desert Shroud"
"197","Sixth Sense","Passive"
"198","Beacon of Ytar","Passive"
"199","Harmony","Passive"
"200","Near Death Experience","Passive"
"201","Wave of Light","Explosive Light"
"202","Mantra of Salvation","Agility"
"203","Sweeping Wind","Inner Storm"
"204","Dashing Strike","Way of the Falling Star"
"205","Epiphany","Desert Shroud"
"206","Mystic Ally","Air Ally"
"207","Near Death Experience","Passive"
"208","Harmony","Passive"
"209","Beacon of Ytar","Passive"
"210","Momentum","Passive"
"211","Exploding Palm","Shocking Grasp"
"212","Dashing Strike","Blinding Speed"
"213","Wave of Light","Pillar of the Ancients"
"214","Sweeping Wind","Inner Storm"
"215","Mystic Ally","Air Ally"
"216","Epiphany","Desert Shroud"
"217","Beacon of Ytar","Passive"
"218","Unity","Passive"
"219","Sixth Sense","Passive"
"220","Harmony","Passive"
"221","Crippling Wave","Breaking Wave"
"222","Cyclone Strike","Implosion"
"223","Serenity","Ascension"
"224","Mantra of Conviction","Overawe"
"225","Inner Sanctuary","Forbidden Palace"
"226","Epiphany","Desert Shroud"
"227","Beacon of Ytar","Passive"
"228","Near Death Experience","Passive"
"229","Sixth Sense","Passive"
"230","Harmony","Passive"
"231","Wave of Light","Pillar of the Ancients"
"232","Mystic Ally","Air Ally"
"233","Dashing Strike","Blinding Speed"
"234","Sweeping Wind","Inner Storm"
"235","Exploding Palm","Shocking Grasp"
"236","Epiphany","Desert Shroud"
"237","Near Death Experience","Passive"
"238","Exalted Soul","Passive"
"239","Beacon of Ytar","Passive"
"240","Harmony","Passive"
"241","Wave of Light","Explosive Light"
"242","Dashing Strike","Radiance"
"243","Mantra of Salvation","Hard Target"
"244","Epiphany","Desert Shroud"
"245","Mystic Ally","Air Ally"
"246","Sweeping Wind","Inner Storm"
"247","Harmony","Passive"
"248","Near Death Experience","Passive"
"249","Unity","Passive"
"250","Beacon of Ytar","Passive"
"251","Wave of Light","Explosive Light"
"252","Sweeping Wind","Inner Storm"
"253","Epiphany","Desert Shroud"
"254","Dashing Strike","Blinding Speed"
"255","Mantra of Salvation","Agility"
"256","Mystic Ally","Air Ally"
"257","Near Death Experience","Passive"
"258","Sixth Sense","Passive"
"259","Harmony","Passive"
"260","Beacon of Ytar","Passive"
"261","Wave of Light","Explosive Light"
"262","Sweeping Wind","Inner Storm"
"263","Mantra of Salvation","Agility"
"264","Epiphany","Desert Shroud"
"265","Mystic Ally","Air Ally"
"266","Dashing Strike","Blinding Speed"
"267","Unity","Passive"
"268","Near Death Experience","Passive"
"269","Beacon of Ytar","Passive"
"270","Momentum","Passive"
"271","Crippling Wave","Tsunami"
"272","Inner Sanctuary","Forbidden Palace"
"273","Cyclone Strike","Implosion"
"274","Serenity","Tranquility"
"275","Epiphany","Desert Shroud"
"276","Mantra of Conviction","Dishearten"
"277","Beacon of Ytar","Passive"
"278","Near Death Experience","Passive"
"279","Sixth Sense","Passive"
"280","Harmony","Passive"
"281",NA,NA
"282",NA,NA
"283",NA,NA
"284",NA,NA
"285",NA,NA
"286",NA,NA
"287",NA,NA
"288",NA,NA
"289",NA,NA
"290",NA,NA
"291","Cyclone Strike","Implosion"
"292","Crippling Wave","Tsunami"
"293","Dashing Strike","Quicksilver"
"294","Serenity","Ascension"
"295","Epiphany","Desert Shroud"
"296","Mantra of Salvation","Agility"
"297","Unity","Passive"
"298","Near Death Experience","Passive"
"299","Alacrity","Passive"
"300","Beacon of Ytar","Passive"
"301","Fists of Thunder","Quickening"
"302","Exploding Palm","Shocking Grasp"
"303","Epiphany","Desert Shroud"
"304","Cyclone Strike","Eye of the Storm"
"305","Dashing Strike","Quicksilver"
"306","Mantra of Healing","Time of Need"
"307","Beacon of Ytar","Passive"
"308","Near Death Experience","Passive"
"309","Momentum","Passive"
"310","Sixth Sense","Passive"
"311","Wave of Light","Explosive Light"
"312","Mystic Ally","Air Ally"
"313","Mantra of Salvation","Agility"
"314","Dashing Strike","Quicksilver"
"315","Epiphany","Desert Shroud"
"316","Sweeping Wind","Inner Storm"
"317","Harmony","Passive"
"318","Near Death Experience","Passive"
"319","Beacon of Ytar","Passive"
"320","Sixth Sense","Passive"
"321","Exploding Palm","Shocking Grasp"
"322","Cyclone Strike","Sunburst"
"323","Dashing Strike","Blinding Speed"
"324","Sweeping Wind","Inner Storm"
"325","Epiphany","Desert Shroud"
"326","Mystic Ally","Air Ally"
"327","Unity","Passive"
"328","Near Death Experience","Passive"
"329","Harmony","Passive"
"330","Beacon of Ytar","Passive"
"331","Wave of Light","Explosive Light"
"332","Mantra of Conviction","Annihilation"
"333","Dashing Strike","Way of the Falling Star"
"334","Serenity","Ascension"
"335","Mystic Ally","Air Ally"
"336","Epiphany","Insight"
"337","Near Death Experience","Passive"
"338","Harmony","Passive"
"339","Seize the Initiative","Passive"
"340","Beacon of Ytar","Passive"
"341","Fists of Thunder","Thunderclap"
"342","Lashing Tail Kick","Sweeping Armada "
"343","Blinding Flash","Self Reflection"
"344","Dashing Strike","Way of the Falling Star"
"345","Breath of Heaven","Circle of Scorn"
"346","Fleet Footed",NA
"347",NA,"Passive"
"348",NA,"Passive"
"349",NA,"Passive"
"350",NA,"Passive"
"351","Exploding Palm","Impending Doom"
"352","Mantra of Conviction","Annihilation"
"353","Dashing Strike","Quicksilver"
"354","Mystic Ally","Air Ally"
"355","Cyclone Strike","Implosion"
"356","Epiphany","Desert Shroud"
"357","Beacon of Ytar","Passive"
"358","Near Death Experience","Passive"
"359","Chant of Resonance","Passive"
"360","Harmony","Passive"
"361","Crippling Wave","Breaking Wave"
"362","Inner Sanctuary","Forbidden Palace"
"363","Epiphany","Desert Shroud"
"364","Serenity","Ascension"
"365","Cyclone Strike","Implosion"
"366","Mantra of Conviction","Dishearten"
"367","Harmony","Passive"
"368","The Guardian's Path","Passive"
"369","Near Death Experience","Passive"
"370","Beacon of Ytar","Passive"
"371",NA,NA
"372",NA,NA
"373",NA,NA
"374",NA,NA
"375",NA,NA
"376",NA,NA
"377",NA,NA
"378",NA,NA
"379",NA,NA
"380",NA,NA
"381",NA,NA
"382",NA,NA
"383",NA,NA
"384",NA,NA
"385",NA,NA
"386",NA,NA
"387",NA,NA
"388",NA,NA
"389",NA,NA
"390",NA,NA
"391","Exploding Palm","The Flesh is Weak"
"392","Wave of Light","Explosive Light"
"393","Serenity","Ascension"
"394","Sweeping Wind","Inner Storm"
"395","Dashing Strike","Blinding Speed"
"396","Mystic Ally","Air Ally"
"397","Transcendence","Passive"
"398","Sixth Sense","Passive"
"399","Near Death Experience","Passive"
"400","Harmony","Passive"
"401","Fists of Thunder","Thunderclap"
"402","Wave of Light","Pillar of the Ancients"
"403","Sweeping Wind","Cyclone"
"404","Dashing Strike","Quicksilver"
"405","Mantra of Salvation","Agility"
"406","Mystic Ally","Fire Ally"
"407","Determination","Passive"
"408","The Guardian's Path","Passive"
"409","Harmony","Passive"
"410","Combination Strike","Passive"
"411","Wave of Light","Explosive Light"
"412","Mystic Ally","Air Ally"
"413","Epiphany","Insight"
"414","Dashing Strike","Way of the Falling Star"
"415","Mantra of Conviction","Intimidation"
"416","Blinding Flash","Faith in the Light"
"417","Beacon of Ytar","Passive"
"418","Harmony","Passive"
"419","Sixth Sense","Passive"
"420","Near Death Experience","Passive"
"421","Wave of Light","Pillar of the Ancients"
"422","Sweeping Wind","Inner Storm"
"423","Dashing Strike","Quicksilver"
"424","Epiphany","Desert Shroud"
"425","Mystic Ally","Air Ally"
"426","Mantra of Salvation","Agility"
"427","Harmony","Passive"
"428","Beacon of Ytar","Passive"
"429","Exalted Soul","Passive"
"430","Near Death Experience","Passive"
"431","Exploding Palm","Shocking Grasp"
"432","Sweeping Wind","Cyclone"
"433","Epiphany","Desert Shroud"
"434","Dashing Strike","Way of the Falling Star"
"435","Mystic Ally","Air Ally"
"436","Mantra of Salvation","Agility"
"437","Exalted Soul","Passive"
"438","Harmony","Passive"
"439","Sixth Sense","Passive"
"440","Unity","Passive"
"441","Tempest Rush","Flurry"
"442","Epiphany","Insight"
"443","Serenity","Ascension"
"444","Sweeping Wind","Inner Storm"
"445","Mystic Ally","Air Ally"
"446","Mantra of Salvation","Agility"
"447","Unity","Passive"
"448","Momentum","Passive"
"449","Near Death Experience","Passive"
"450","Exalted Soul","Passive"
"451","Wave of Light","Pillar of the Ancients"
"452","Exploding Palm","Impending Doom"
"453","Dashing Strike","Quicksilver"
"454","Mystic Ally","Air Ally"
"455","Epiphany","Insight"
"456","Mantra of Salvation","Agility"
"457","Unity","Passive"
"458","Sixth Sense","Passive"
"459","Near Death Experience","Passive"
"460","Beacon of Ytar","Passive"
"461","Wave of Light","Pillar of the Ancients"
"462","Epiphany","Desert Shroud"
"463","Dashing Strike","Quicksilver"
"464","Sweeping Wind","Inner Storm"
"465","Mystic Ally","Air Ally"
"466","Mantra of Healing","Circular Breathing"
"467","Exalted Soul","Passive"
"468","Unity","Passive"
"469","Harmony","Passive"
"470","Near Death Experience","Passive"
"471","Wave of Light","Explosive Light"
"472","Dashing Strike","Quicksilver"
"473","Epiphany","Desert Shroud"
"474","Sweeping Wind","Inner Storm"
"475","Mystic Ally","Air Ally"
"476","Mantra of Salvation","Perseverance"
"477","Sixth Sense","Passive"
"478","Near Death Experience","Passive"
"479","Unity","Passive"
"480","Beacon of Ytar","Passive"
"481","Fists of Thunder","Quickening"
"482","Dashing Strike","Quicksilver"
"483","Epiphany","Desert Shroud"
"484","Sweeping Wind","Inner Storm"
"485","Wave of Light","Pillar of the Ancients"
"486","Mantra of Salvation","Hard Target"
"487","Near Death Experience","Passive"
"488","Beacon of Ytar","Passive"
"489","Transcendence","Passive"
"490","Harmony","Passive"
"491","Way of the Hundred Fists","Fists of Fury"
"492","Sweeping Wind","Inner Storm"
"493","Breath of Heaven","Infused with Light"
"494","Dashing Strike","Radiance"
"495","Epiphany","Desert Shroud"
"496","Mantra of Salvation","Agility"
"497","Beacon of Ytar","Passive"
"498","Alacrity","Passive"
"499","Harmony","Passive"
"500","Near Death Experience","Passive"
"501","Wave of Light","Explosive Light"
"502","Exploding Palm","Impending Doom"
"503","Dashing Strike","Way of the Falling Star"
"504","Sweeping Wind","Inner Storm"
"505","Mystic Ally","Air Ally"
"506","Epiphany","Desert Shroud"
"507","Beacon of Ytar","Passive"
"508","Near Death Experience","Passive"
"509","Sixth Sense","Passive"
"510","Harmony","Passive"
"511","Exploding Palm","Strong Spirit"
"512","Dashing Strike","Quicksilver"
"513","Wave of Light","Pillar of the Ancients"
"514","Epiphany","Desert Shroud"
"515","Mantra of Salvation","Agility"
"516","Mystic Ally","Air Ally"
"517","Near Death Experience","Passive"
"518","Exalted Soul","Passive"
"519","Sixth Sense","Passive"
"520","Harmony","Passive"
"521","Way of the Hundred Fists","Fists of Fury"
"522","Wave of Light","Empowered Wave"
"523","Dashing Strike","Quicksilver"
"524","Sweeping Wind","Inner Storm"
"525","Cyclone Strike","Implosion"
"526","Mantra of Salvation","Agility"
"527","Sixth Sense","Passive"
"528","Harmony","Passive"
"529","Near Death Experience","Passive"
"530","Seize the Initiative","Passive"
"531","Wave of Light","Pillar of the Ancients"
"532","Mystic Ally","Air Ally"
"533","Serenity","Instant Karma"
"534","Sweeping Wind","Inner Storm"
"535","Epiphany","Desert Shroud"
"536","Mantra of Salvation","Agility"
"537","Harmony","Passive"
"538","Near Death Experience","Passive"
"539","Unity","Passive"
"540","Sixth Sense","Passive"
"541","Tempest Rush","Electric Field"
"542","Epiphany","Desert Shroud"
"543","Sweeping Wind","Inner Storm"
"544","Dashing Strike","Quicksilver"
"545","Mantra of Conviction","Annihilation"
"546","Mystic Ally","Air Ally"
"547","Fleet Footed","Passive"
"548","Momentum","Passive"
"549","Beacon of Ytar","Passive"
"550","Exalted Soul","Passive"
"551","Fists of Thunder","Bounding Light"
"552","Lashing Tail Kick","Sweeping Armada "
"553","Blinding Flash","Faith in the Light"
"554","Breath of Heaven","Blazing Wrath"
"555","Sweeping Wind","Inner Storm"
"556","Mantra of Salvation","Agility"
"557","Unity","Passive"
"558","Near Death Experience","Passive"
"559","Harmony","Passive"
"560",NA,"Passive"
"561","Wave of Light","Pillar of the Ancients"
"562","Mystic Ally","Air Ally"
"563","Epiphany","Desert Shroud"
"564","Dashing Strike","Quicksilver"
"565","Sweeping Wind","Inner Storm"
"566","Inner Sanctuary","Forbidden Palace"
"567","Near Death Experience","Passive"
"568","Beacon of Ytar","Passive"
"569","Harmony","Passive"
"570","Unity","Passive"
"571","Wave of Light","Pillar of the Ancients"
"572","Dashing Strike","Way of the Falling Star"
"573","Exploding Palm","Shocking Grasp"
"574","Mystic Ally","Air Ally"
"575","Epiphany","Insight"
"576","Mantra of Salvation","Agility"
"577","Near Death Experience","Passive"
"578","Beacon of Ytar","Passive"
"579","Seize the Initiative","Passive"
"580","Sixth Sense","Passive"
"581","Wave of Light","Pillar of the Ancients"
"582","Exploding Palm","Shocking Grasp"
"583","Dashing Strike","Blinding Speed"
"584","Epiphany","Desert Shroud"
"585","Mystic Ally","Air Ally"
"586","Sweeping Wind","Inner Storm"
"587","Near Death Experience","Passive"
"588","Sixth Sense","Passive"
"589","Harmony","Passive"
"590","Beacon of Ytar","Passive"
"591","Tempest Rush","Flurry"
"592","Mystic Ally","Air Ally"
"593","Sweeping Wind","Inner Storm"
"594","Dashing Strike","Quicksilver"
"595","Mantra of Healing","Circular Breathing"
"596","Epiphany","Beacon of Ytar"
"597","Harmony","Passive"
"598","Near Death Experience","Passive"
"599","Sixth Sense","Passive"
"600",NA,"Passive"
"601","Wave of Light","Pillar of the Ancients"
"602","Epiphany","Desert Shroud"
"603","Dashing Strike","Way of the Falling Star"
"604","Sweeping Wind","Inner Storm"
"605","Mystic Ally","Air Ally"
"606","Serenity","Ascension"
"607","Beacon of Ytar","Passive"
"608","Harmony","Passive"
"609","Sixth Sense","Passive"
"610","Near Death Experience","Passive"
"611","Wave of Light","Pillar of the Ancients"
"612","Dashing Strike","Way of the Falling Star"
"613","Serenity","Peaceful Repose"
"614","Sweeping Wind","Inner Storm"
"615","Epiphany","Desert Shroud"
"616","Mystic Ally","Air Ally"
"617","Exalted Soul","Passive"
"618","Sixth Sense","Passive"
"619","Near Death Experience","Passive"
"620","Harmony","Passive"
"621","Wave of Light","Explosive Light"
"622","Mantra of Salvation","Hard Target"
"623","Sweeping Wind","Fire Storm"
"624","Dashing Strike","Quicksilver"
"625","Mystic Ally","Air Ally"
"626","Epiphany","Desert Shroud"
"627","Seize the Initiative","Passive"
"628","Beacon of Ytar","Passive"
"629","Harmony","Passive"
"630","Near Death Experience","Passive"
"631",NA,NA
"632",NA,NA
"633",NA,NA
"634",NA,NA
"635",NA,NA
"636",NA,NA
"637",NA,NA
"638",NA,NA
"639",NA,NA
"640",NA,NA
"641","Exploding Palm","Impending Doom"
"642","Wave of Light","Pillar of the Ancients"
"643","Dashing Strike","Blinding Speed"
"644","Epiphany","Desert Shroud"
"645","Mystic Ally","Air Ally"
"646","Sweeping Wind","Inner Storm"
"647","Near Death Experience","Passive"
"648","Beacon of Ytar","Passive"
"649","Harmony","Passive"
"650","Momentum","Passive"
"651","Wave of Light","Explosive Light"
"652","Dashing Strike","Blinding Speed"
"653","Epiphany","Desert Shroud"
"654","Mystic Ally","Air Ally"
"655","Sweeping Wind","Inner Storm"
"656","Mantra of Salvation","Agility"
"657","Harmony","Passive"
"658","Beacon of Ytar","Passive"
"659","Near Death Experience","Passive"
"660","Unity","Passive"
"661","Exploding Palm","Shocking Grasp"
"662","Dashing Strike","Quicksilver"
"663","Wave of Light","Pillar of the Ancients"
"664","Mystic Ally","Air Ally"
"665","Sweeping Wind","Inner Storm"
"666","Epiphany","Desert Shroud"
"667","Harmony","Passive"
"668","Near Death Experience","Passive"
"669","Sixth Sense","Passive"
"670","Beacon of Ytar","Passive"
"671","Wave of Light","Pillar of the Ancients"
"672","Epiphany","Desert Shroud"
"673","Mystic Ally","Air Ally"
"674","Dashing Strike","Quicksilver"
"675","Sweeping Wind","Inner Storm"
"676","Mantra of Salvation","Agility"
"677","Near Death Experience","Passive"
"678","Harmony","Passive"
"679","Sixth Sense","Passive"
"680","Beacon of Ytar","Passive"
"681","Crippling Wave","Breaking Wave"
"682","Serenity","Ascension"
"683","Dashing Strike","Blinding Speed"
"684","Cyclone Strike","Implosion"
"685","Inner Sanctuary","Forbidden Palace"
"686","Exploding Palm","Impending Doom"
"687","Near Death Experience","Passive"
"688","Harmony","Passive"
"689","Beacon of Ytar","Passive"
"690","The Guardian's Path","Passive"
"691","Wave of Light","Explosive Light"
"692","Dashing Strike","Quicksilver"
"693","Mystic Ally","Air Ally"
"694","Sweeping Wind","Inner Storm"
"695","Epiphany","Desert Shroud"
"696","Mantra of Salvation","Agility"
"697","Harmony","Passive"
"698","Beacon of Ytar","Passive"
"699","Exalted Soul","Passive"
"700","Momentum","Passive"
"701","Way of the Hundred Fists","Fists of Fury"
"702","Dashing Strike","Way of the Falling Star"
"703","Sweeping Wind","Inner Storm"
"704","Mantra of Conviction","Annihilation"
"705","Breath of Heaven","Infused with Light"
"706","Epiphany","Desert Shroud"
"707","Beacon of Ytar","Passive"
"708","Near Death Experience","Passive"
"709","Seize the Initiative","Passive"
"710","Harmony","Passive"
"711","Wave of Light","Empowered Wave"
"712","Sweeping Wind","Inner Storm"
"713","Epiphany","Insight"
"714","Mystic Ally","Air Ally"
"715","Dashing Strike","Quicksilver"
"716","Mantra of Salvation","Agility"
"717","Exalted Soul","Passive"
"718","Near Death Experience","Passive"
"719","Beacon of Ytar","Passive"
"720","Harmony","Passive"
"721","Wave of Light","Pillar of the Ancients"
"722","Dashing Strike","Quicksilver"
"723","Epiphany","Desert Shroud"
"724","Mystic Ally","Air Ally"
"725","Sweeping Wind","Inner Storm"
"726","Mantra of Conviction","Annihilation"
"727","Near Death Experience","Passive"
"728","Sixth Sense","Passive"
"729","Harmony","Passive"
"730","Beacon of Ytar","Passive"
"731","Wave of Light","Pillar of the Ancients"
"732","Mystic Ally","Air Ally"
"733","Epiphany","Desert Shroud"
"734","Exploding Palm","Shocking Grasp"
"735","Dashing Strike","Blinding Speed"
"736","Inner Sanctuary","Forbidden Palace"
"737","Harmony","Passive"
"738","Near Death Experience","Passive"
"739","Beacon of Ytar","Passive"
"740","Sixth Sense","Passive"
"741","Crippling Wave","Tsunami"
"742","Serenity","Ascension"
"743","Epiphany","Desert Shroud"
"744","Inner Sanctuary","Forbidden Palace"
"745","Mantra of Salvation","Perseverance"
"746","Cyclone Strike","Implosion"
"747","Beacon of Ytar","Passive"
"748","Harmony","Passive"
"749","Sixth Sense","Passive"
"750","Near Death Experience","Passive"
"751","Wave of Light","Explosive Light"
"752","Mystic Ally","Air Ally"
"753","Dashing Strike","Way of the Falling Star"
"754","Sweeping Wind","Inner Storm"
"755","Mantra of Conviction","Annihilation"
"756","Epiphany","Insight"
"757","Beacon of Ytar","Passive"
"758","Fleet Footed","Passive"
"759","Momentum","Passive"
"760","Seize the Initiative","Passive"
"761","Wave of Light","Pillar of the Ancients"
"762","Epiphany","Desert Shroud"
"763","Sweeping Wind","Inner Storm"
"764","Dashing Strike","Blinding Speed"
"765","Mystic Ally","Air Ally"
"766","Mantra of Salvation","Agility"
"767","Exalted Soul","Passive"
"768","Near Death Experience","Passive"
"769","Harmony","Passive"
"770","Chant of Resonance","Passive"
"771","Wave of Light","Pillar of the Ancients"
"772","Mystic Ally","Air Ally"
"773","Epiphany","Desert Shroud"
"774","Sweeping Wind","Inner Storm"
"775","Inner Sanctuary","Forbidden Palace"
"776","Dashing Strike","Blinding Speed"
"777","Sixth Sense","Passive"
"778","Harmony","Passive"
"779","Near Death Experience","Passive"
"780","Beacon of Ytar","Passive"
"781","Wave of Light","Pillar of the Ancients"
"782","Dashing Strike","Quicksilver"
"783","Sweeping Wind","Inner Storm"
"784","Mystic Ally","Air Ally"
"785","Epiphany","Desert Shroud"
"786","Serenity","Ascension"
"787","Near Death Experience","Passive"
"788","Harmony","Passive"
"789","Beacon of Ytar","Passive"
"790","Unity","Passive"
"791","Way of the Hundred Fists","Windforce Flurry"
"792","Dashing Strike","Blinding Speed"
"793","Sweeping Wind","Master of Wind"
"794","Mystic Ally","Fire Ally"
"795","Mantra of Salvation","Agility"
"796","Cyclone Strike","Wall of Wind"
"797","Near Death Experience","Passive"
"798","The Guardian's Path","Passive"
"799","Relentless Assault","Passive"
"800","Harmony","Passive"
"801","Tempest Rush","Flurry"
"802","Dashing Strike","Blinding Speed"
"803","Sweeping Wind","Inner Storm"
"804","Epiphany","Desert Shroud"
"805","Mystic Ally","Air Ally"
"806","Mantra of Conviction","Annihilation"
"807","Unity","Passive"
"808","Sixth Sense","Passive"
"809","Near Death Experience","Passive"
"810","Harmony","Passive"
"811","Wave of Light","Pillar of the Ancients"
"812","Dashing Strike","Blinding Speed"
"813","Epiphany","Desert Shroud"
