"","Spell","Rune"
"183","Smoke Screen","Displacement"
"184","Preparation","Punishment"
"185","Companion","Wolf Companion"
"186","Sentry","Polar Station"
"187","Steady Aim","Passive"
"188","Awareness","Passive"
"189","Perfectionist","Passive"
"190","Tactical Advantage","Passive"
"191","Entangling Shot","Justice is Served"
"192","Multishot","Arsenal"
"193","Sentry","Polar Station"
"194","Vault","Trail of Cinders"
"195","Companion","Wolf Companion"
"196","Preparation","Punishment"
"197","Awareness","Passive"
"198","Ballistics","Passive"
"199","Custom Engineering","Passive"
"200","Blood Vengeance","Passive"
"201","Evasive Fire","Focus"
"202","Cluster Arrow","Maelstrom"
"203","Sentry","Polar Station"
"204","Companion","Wolf Companion"
"205","Preparation","Punishment"
"206","Smoke Screen","Lingering Fog"
"207","Custom Engineering","Passive"
"208","Steady Aim","Passive"
"209","Awareness","Passive"
"210","Ballistics","Passive"
"211","Elemental Arrow","Frost Arrow"
"212","Cluster Arrow","Maelstrom"
"213","Companion","Wolf Companion"
"214","Vault","Tumble"
"215","Sentry","Spitfire Turret"
"216","Preparation","Punishment"
"217","Awareness","Passive"
"218","Blood Vengeance","Passive"
"219","Ballistics","Passive"
"220","Custom Engineering","Passive"
"221","Multishot","Arsenal"
"222","Vault","Tumble"
"223","Sentry","Spitfire Turret"
"224","Vengeance","Seethe"
"225","Companion","Wolf Companion"
"226","Evasive Fire","Focus"
"227","Steady Aim","Passive"
"228","Ballistics","Passive"
"229","Custom Engineering","Passive"
"230","Awareness","Passive"
"231","Evasive Fire","Focus"
"232","Cluster Arrow","Maelstrom"
"233","Companion","Wolf Companion"
"234","Vault","Tumble"
"235","Sentry","Polar Station"
"236","Preparation","Punishment"
"237","Awareness","Passive"
"238","Custom Engineering","Passive"
"239","Ballistics","Passive"
"240","Cull the Weak","Passive"
"241","Evasive Fire","Focus"
"242","Multishot","Arsenal"
"243","Vault","Tumble"
"244","Sentry","Spitfire Turret"
"245","Preparation","Punishment"
"246","Companion","Wolf Companion"
"247","Ballistics","Passive"
"248","Steady Aim","Passive"
"249","Custom Engineering","Passive"
"250","Awareness","Passive"
"251","Evasive Fire","Focus"
"252","Cluster Arrow","Maelstrom"
"253","Preparation","Punishment"
"254","Sentry","Polar Station"
"255","Vault","Tumble"
"256","Companion","Ferret Companion"
"257","Tactical Advantage","Passive"
"258","Cull the Weak","Passive"
"259","Awareness","Passive"
"260","Ballistics","Passive"
"261","Entangling Shot","Justice is Served"
"262","Cluster Arrow","Loaded for Bear"
"263","Smoke Screen","Healing Vapors"
"264","Preparation","Punishment"
"265","Companion","Wolf Companion"
"266","Sentry","Spitfire Turret"
"267","Steady Aim","Passive"
"268","Ballistics","Passive"
"269","Awareness","Passive"
"270","Custom Engineering","Passive"
"271","Multishot","Arsenal"
"272","Preparation","Punishment"
"273","Smoke Screen","Vanishing Powder"
"274","Vault","Trail of Cinders"
"275","Sentry","Spitfire Turret"
"276","Companion","Bat Companion"
"277","Custom Engineering","Passive"
"278","Tactical Advantage","Passive"
"279","Awareness","Passive"
"280","Ballistics","Passive"
"281","Evasive Fire","Focus"
"282","Cluster Arrow","Maelstrom"
"283","Sentry","Polar Station"
"284","Vault","Tumble"
"285","Preparation","Punishment"
"286","Companion","Wolf Companion"
"287","Ballistics","Passive"
"288","Cull the Weak","Passive"
"289","Custom Engineering","Passive"
"290","Awareness","Passive"
"291","Evasive Fire","Focus"
"292","Sentry","Polar Station"
"293","Companion","Wolf Companion"
"294","Vault","Tumble"
"295","Preparation","Punishment"
"296","Cluster Arrow","Maelstrom"
"297","Awareness","Passive"
"298","Ballistics","Passive"
"299","Cull the Weak","Passive"
"300","Custom Engineering","Passive"
"301","Evasive Fire","Focus"
"302","Cluster Arrow","Maelstrom"
"303","Vault","Tumble"
"304","Sentry","Polar Station"
"305","Companion","Boar Companion"
"306","Preparation","Punishment"
"307","Custom Engineering","Passive"
"308","Awareness","Passive"
"309","Cull the Weak","Passive"
"310","Ballistics","Passive"
"311","Cluster Arrow","Maelstrom"
"312","Sentry","Polar Station"
"313","Vault","Tumble"
"314","Companion","Wolf Companion"
"315","Preparation","Punishment"
"316","Evasive Fire","Focus"
"317","Night Stalker","Passive"
"318","Ballistics","Passive"
"319","Awareness","Passive"
"320","Custom Engineering","Passive"
"321","Sentry","Polar Station"
"322","Evasive Fire","Focus"
"323","Preparation","Punishment"
"324","Vault","Tumble"
"325","Companion","Bat Companion"
"326","Cluster Arrow","Maelstrom"
"327","Steady Aim","Passive"
"328","Ballistics","Passive"
"329","Awareness","Passive"
"330","Cull the Weak","Passive"
"331","Evasive Fire","Focus"
"332","Cluster Arrow","Maelstrom"
"333","Sentry","Polar Station"
"334","Vault","Tumble"
"335","Companion","Wolf Companion"
"336","Preparation","Punishment"
"337","Ballistics","Passive"
"338","Custom Engineering","Passive"
"339","Cull the Weak","Passive"
"340","Awareness","Passive"
"341","Evasive Fire","Focus"
"342","Cluster Arrow","Maelstrom"
"343","Preparation","Punishment"
"344","Vault","Tumble"
"345","Sentry","Spitfire Turret"
"346","Companion","Boar Companion"
"347","Custom Engineering","Passive"
"348","Ballistics","Passive"
"349","Awareness","Passive"
"350","Blood Vengeance","Passive"
"351","Evasive Fire","Focus"
"352","Cluster Arrow","Maelstrom"
"353","Sentry","Polar Station"
"354","Companion","Bat Companion"
"355","Preparation","Punishment"
"356","Smoke Screen","Lingering Fog"
"357","Ballistics","Passive"
"358","Awareness","Passive"
"359","Custom Engineering","Passive"
"360","Steady Aim","Passive"
"361","Evasive Fire","Focus"
"362","Cluster Arrow","Maelstrom"
"363","Sentry","Polar Station"
"364","Vault","Tumble"
"365","Preparation","Punishment"
"366","Companion","Wolf Companion"
"367","Cull the Weak","Passive"
"368","Custom Engineering","Passive"
"369","Awareness","Passive"
"370","Ballistics","Passive"
"371","Evasive Fire","Focus"
"372","Cluster Arrow","Maelstrom"
"373","Vault","Tumble"
"374","Companion","Wolf Companion"
"375","Marked for Death","Contagion"
"376","Sentry","Polar Station"
"377","Custom Engineering","Passive"
"378","Ballistics","Passive"
"379","Night Stalker","Passive"
"380","Awareness","Passive"
"381","Hungering Arrow",NA
"382",NA,NA
"383",NA,NA
"384",NA,NA
"385",NA,NA
"386",NA,NA
"387",NA,"Passive"
"388",NA,"Passive"
"389",NA,"Passive"
"390",NA,"Passive"
"391","Evasive Fire","Focus"
"392","Cluster Arrow","Maelstrom"
"393","Vault","Tumble"
"394","Preparation","Punishment"
"395","Companion","Wolf Companion"
"396","Sentry","Polar Station"
"397","Awareness","Passive"
"398","Custom Engineering","Passive"
"399","Ballistics","Passive"
"400","Steady Aim","Passive"
"401","Evasive Fire","Focus"
"402","Cluster Arrow","Loaded for Bear"
"403","Preparation","Punishment"
"404","Vault","Tumble"
"405","Sentry","Spitfire Turret"
"406","Companion","Boar Companion"
"407","Archery","Passive"
"408","Custom Engineering","Passive"
"409","Steady Aim","Passive"
"410","Awareness","Passive"
"411","Evasive Fire","Focus"
"412","Companion","Bat Companion"
"413","Sentry","Polar Station"
"414","Cluster Arrow","Maelstrom"
"415","Vault","Tumble"
"416","Preparation","Punishment"
"417","Custom Engineering","Passive"
"418","Cull the Weak","Passive"
"419","Awareness","Passive"
"420","Ballistics","Passive"
"421","Elemental Arrow","Frost Arrow"
"422","Cluster Arrow","Maelstrom"
"423","Sentry","Polar Station"
"424","Companion","Boar Companion"
"425","Vault","Tumble"
"426","Preparation","Punishment"
"427","Cull the Weak","Passive"
"428","Custom Engineering","Passive"
"429","Ballistics","Passive"
"430","Awareness","Passive"
"431","Evasive Fire","Focus"
"432","Companion","Wolf Companion"
"433","Vault","Tumble"
"434","Cluster Arrow","Maelstrom"
"435","Smoke Screen","Displacement"
"436","Sentry","Polar Station"
"437","Custom Engineering","Passive"
"438","Cull the Weak","Passive"
"439","Awareness","Passive"
"440","Ballistics","Passive"
"441",NA,NA
"442",NA,NA
"443",NA,NA
"444",NA,NA
"445",NA,NA
"446",NA,NA
"447",NA,NA
"448",NA,NA
"449",NA,NA
"450",NA,NA
"451","Evasive Fire","Focus"
"452","Cluster Arrow","Loaded for Bear"
"453","Preparation","Punishment"
"454","Smoke Screen","Lingering Fog"
"455","Sentry","Spitfire Turret"
"456","Companion","Wolf Companion"
"457","Steady Aim","Passive"
"458","Custom Engineering","Passive"
"459","Awareness","Passive"
"460","Archery","Passive"
"461","Evasive Fire","Focus"
"462","Vault","Tumble"
"463","Sentry","Polar Station"
"464","Multishot","Arsenal"
"465","Companion","Wolf Companion"
"466","Preparation","Punishment"
"467","Cull the Weak","Passive"
"468","Ballistics","Passive"
"469","Awareness","Passive"
"470","Custom Engineering","Passive"
"471","Multishot","Arsenal"
"472","Evasive Fire","Focus"
"473","Preparation","Punishment"
"474","Vault","Tumble"
"475","Sentry","Spitfire Turret"
"476","Companion","Wolf Companion"
"477","Custom Engineering","Passive"
"478","Ballistics","Passive"
"479","Awareness","Passive"
"480","Blood Vengeance","Passive"
"481","Cluster Arrow","Loaded for Bear"
"482","Preparation","Punishment"
"483","Sentry","Spitfire Turret"
"484","Companion","Vault"
"485","Tumble","Evasive Fire"
"486","Focus","Custom Engineering"
"487","Cull the Weak","Passive"
"488","Awareness","Passive"
"489","Steady Aim","Passive"
"490",NA,"Passive"
"491","Evasive Fire","Focus"
"492","Cluster Arrow","Maelstrom"
"493","Vault","Tumble"
"494","Sentry","Polar Station"
"495","Companion","Wolf Companion"
"496","Preparation","Punishment"
"497","Custom Engineering","Passive"
"498","Ballistics","Passive"
"499","Awareness","Passive"
"500","Cull the Weak","Passive"
"501","Marked for Death","Contagion"
"502","Elemental Arrow","Ball Lightning"
"503","Sentry","Polar Station"
"504","Smoke Screen","Lingering Fog"
"505","Companion","Boar Companion"
"506","Rain of Vengeance","Flying Strike"
"507","Custom Engineering","Passive"
"508","Cull the Weak","Passive"
"509","Brooding","Passive"
"510","Awareness","Passive"
"511","Sentry","Spitfire Turret"
"512","Cluster Arrow","Maelstrom"
"513","Elemental Arrow","Frost Arrow"
"514","Companion","Wolf Companion"
"515","Vault","Tumble"
"516","Multishot","Arsenal"
"517","Ballistics","Passive"
"518","Cull the Weak","Passive"
"519","Awareness","Passive"
"520","Custom Engineering","Passive"
"521","Evasive Fire","Focus"
"522","Cluster Arrow","Maelstrom"
"523","Sentry","Polar Station"
"524","Smoke Screen","Healing Vapors"
"525","Companion","Wolf Companion"
"526","Preparation","Punishment"
"527","Custom Engineering","Passive"
"528","Awareness","Passive"
"529","Ballistics","Passive"
"530","Steady Aim","Passive"
"531","Evasive Fire","Focus"
"532","Cluster Arrow","Loaded for Bear"
"533","Vault","Trail of Cinders"
"534","Preparation","Punishment"
"535","Sentry","Polar Station"
"536","Companion","Wolf Companion"
"537","Steady Aim","Passive"
"538","Custom Engineering","Passive"
"539","Blood Vengeance","Passive"
"540","Awareness","Passive"
"541","Evasive Fire","Focus"
"542","Cluster Arrow","Maelstrom"
"543","Vault","Tumble"
"544","Preparation","Punishment"
"545","Sentry","Polar Station"
"546","Companion","Wolf Companion"
"547","Custom Engineering","Passive"
"548","Ballistics","Passive"
"549","Cull the Weak","Passive"
"550","Awareness","Passive"
"551","Entangling Shot","Justice is Served"
"552","Multishot","Arsenal"
"553","Vault","Tumble"
"554","Sentry","Polar Station"
"555","Preparation","Punishment"
"556","Companion","Wolf Companion"
"557","Awareness","Passive"
"558","Custom Engineering","Passive"
"559","Brooding","Passive"
"560","Cull the Weak","Passive"
"561","Chakram","Twin Chakrams"
"562","Multishot","Arsenal"
"563","Preparation","Punishment"
"564","Vault","Tumble"
"565","Sentry","Spitfire Turret"
"566","Companion","Bat Companion"
"567","Awareness","Passive"
"568","Ballistics","Passive"
"569","Custom Engineering","Passive"
"570","Steady Aim","Passive"
"571","Evasive Fire","Focus"
"572","Cluster Arrow","Maelstrom"
"573","Companion","Bat Companion"
"574","Vault","Rattling Roll"
"575","Sentry","Polar Station"
"576","Preparation","Punishment"
"577","Ballistics","Passive"
"578","Awareness","Passive"
"579","Custom Engineering","Passive"
"580","Steady Aim","Passive"
"581","Spike Trap","Lightning Rod"
"582","Sentry","Polar Station"
"583","Rain of Vengeance","Shade"
"584","Smoke Screen","Healing Vapors"
"585","Companion","Boar Companion"
"586","Bolas","Imminent Doom"
"587","Awareness","Passive"
"588","Steady Aim","Passive"
"589","Custom Engineering","Passive"
"590","Tactical Advantage","Passive"
"591","Elemental Arrow","Frost Arrow"
"592","Cluster Arrow","Maelstrom"
"593","Preparation","Punishment"
"594","Vault","Tumble"
"595","Sentry","Spitfire Turret"
"596","Companion","Wolf Companion"
"597","Cull the Weak","Passive"
"598","Custom Engineering","Passive"
"599","Awareness","Passive"
"600","Ballistics","Passive"
"601","Entangling Shot","Justice is Served"
"602","Multishot","Arsenal"
"603","Preparation","Punishment"
"604","Vault","Tumble"
"605","Sentry","Spitfire Turret"
"606","Companion","Wolf Companion"
"607","Awareness","Passive"
"608","Steady Aim","Passive"
"609","Custom Engineering","Passive"
"610","Ballistics","Passive"
"611","Evasive Fire","Focus"
"612","Cluster Arrow","Maelstrom"
"613","Sentry","Polar Station"
"614","Vault","Tumble"
"615","Preparation","Punishment"
"616","Companion","Wolf Companion"
"617","Cull the Weak","Passive"
"618","Awareness","Passive"
"619","Custom Engineering","Passive"
"620","Ballistics","Passive"
"621","Evasive Fire","Focus"
"622","Cluster Arrow","Maelstrom"
"623","Sentry","Polar Station"
"624","Vault","Tumble"
"625","Preparation","Punishment"
"626","Companion","Wolf Companion"
"627","Ballistics","Passive"
"628","Cull the Weak","Passive"
"629","Awareness","Passive"
"630","Custom Engineering","Passive"
"631",NA,NA
"632",NA,NA
"633",NA,NA
"634",NA,NA
"635",NA,NA
"636",NA,NA
"637",NA,NA
"638",NA,NA
"639",NA,NA
"640",NA,NA
"641","Evasive Fire","Focus"
"642","Sentry","Polar Station"
"643","Vault","Tumble"
"644","Preparation","Punishment"
"645","Cluster Arrow","Maelstrom"
"646","Companion","Wolf Companion"
"647","Awareness","Passive"
"648","Ballistics","Passive"
"649","Custom Engineering","Passive"
"650","Steady Aim","Passive"
"651","Evasive Fire","Focus"
"652","Cluster Arrow","Maelstrom"
"653","Preparation","Punishment"
"654","Vault","Tumble"
"655","Sentry","Polar Station"
"656","Companion","Wolf Companion"
"657","Custom Engineering","Passive"
"658","Ballistics","Passive"
"659","Awareness","Passive"
"660","Cull the Weak","Passive"
"661",NA,NA
"662",NA,NA
"663",NA,NA
"664",NA,NA
"665",NA,NA
"666",NA,NA
"667",NA,NA
"668",NA,NA
"669",NA,NA
"670",NA,NA
"671","Evasive Fire","Focus"
"672","Sentry","Spitfire Turret"
"673","Cluster Arrow","Maelstrom"
"674","Vault","Tumble"
"675","Companion","Wolf Companion"
"676","Preparation","Punishment"
"677","Steady Aim","Passive"
"678","Cull the Weak","Passive"
"679","Awareness","Passive"
"680","Ballistics","Passive"
"681","Elemental Arrow","Frost Arrow"
"682","Sentry","Spitfire Turret"
"683","Vault","Tumble"
"684","Cluster Arrow","Maelstrom"
"685","Preparation","Punishment"
"686","Companion","Wolf Companion"
"687","Custom Engineering","Passive"
"688","Ballistics","Passive"
"689","Awareness","Passive"
"690","Cull the Weak","Passive"
"691","Entangling Shot","Justice is Served"
"692","Multishot","Arsenal"
"693","Vault","Tumble"
"694","Sentry","Polar Station"
"695","Vengeance","Seethe"
"696","Preparation","Punishment"
"697","Awareness","Passive"
"698","Cull the Weak","Passive"
"699","Ballistics","Passive"
"700","Custom Engineering","Passive"
"701","Entangling Shot","Justice is Served"
"702","Cluster Arrow","Loaded for Bear"
"703","Preparation","Punishment"
"704","Vault","Tumble"
"705","Companion","Wolf Companion"
"706","Sentry","Polar Station"
"707","Awareness","Passive"
"708","Tactical Advantage","Passive"
"709","Custom Engineering","Passive"
"710","Cull the Weak","Passive"
"711","Cluster Arrow","Maelstrom"
"712","Sentry","Polar Station"
"713","Preparation","Punishment"
"714","Vault","Tumble"
"715","Evasive Fire","Focus"
"716","Companion","Wolf Companion"
"717","Cull the Weak","Passive"
"718","Custom Engineering","Passive"
"719","Awareness","Passive"
"720","Ballistics","Passive"
"721","Evasive Fire","Focus"
"722","Cluster Arrow","Maelstrom"
"723","Companion","Wolf Companion"
"724","Vault","Tumble"
"725","Sentry","Polar Station"
"726","Preparation","Punishment"
"727","Ballistics","Passive"
"728","Cull the Weak","Passive"
"729","Custom Engineering","Passive"
"730","Awareness","Passive"
"731","Evasive Fire","Focus"
"732","Cluster Arrow","Maelstrom"
"733","Preparation","Punishment"
"734","Vault","Tumble"
"735","Sentry","Polar Station"
"736","Companion","Wolf Companion"
"737","Custom Engineering","Passive"
"738","Cull the Weak","Passive"
"739","Ballistics","Passive"
"740","Awareness","Passive"
"741","Evasive Fire","Focus"
"742","Cluster Arrow","Shooting Stars"
"743","Vault","Tumble"
"744","Sentry","Polar Station"
"745","Companion","Wolf Companion"
"746","Preparation","Punishment"
"747","Cull the Weak","Passive"
"748","Ballistics","Passive"
"749","Awareness","Passive"
"750","Custom Engineering","Passive"
"751","Evasive Fire","Focus"
"752","Cluster Arrow","Maelstrom"
"753","Sentry","Polar Station"
"754","Companion","Boar Companion"
"755","Vault","Tumble"
"756","Preparation","Punishment"
"757","Custom Engineering","Passive"
"758","Cull the Weak","Passive"
"759","Awareness","Passive"
"760","Ballistics","Passive"
"761","Evasive Fire","Focus"
"762","Cluster Arrow","Maelstrom"
"763","Sentry","Polar Station"
"764","Vault","Tumble"
"765","Preparation","Punishment"
"766","Companion","Wolf Companion"
"767","Awareness","Passive"
"768","Steady Aim","Passive"
"769","Custom Engineering","Passive"
"770","Ballistics","Passive"
"771",NA,NA
"772",NA,NA
"773",NA,NA
"774",NA,NA
"775",NA,NA
"776",NA,NA
"777",NA,NA
"778",NA,NA
"779",NA,NA
"780",NA,NA
"781","Evasive Fire","Focus"
"782","Sentry","Guardian Turret"
"783","Companion","Wolf Companion"
"784","Preparation","Punishment"
"785","Vault","Tumble"
"786","Cluster Arrow","Maelstrom"
"787","Steady Aim","Passive"
"788","Cull the Weak","Passive"
"789","Awareness","Passive"
"790","Custom Engineering","Passive"
"791","Chakram","Razor Disk"
"792","Cluster Arrow","Shooting Stars"
"793","Vault","Tumble"
"794","Sentry","Polar Station"
"795","Preparation","Punishment"
"796","Companion","Wolf Companion"
"797","Custom Engineering","Passive"
"798","Awareness","Passive"
"799","Cull the Weak","Passive"
"800","Ballistics","Passive"
"801","Entangling Shot","Justice is Served"
"802","Cluster Arrow","Maelstrom"
"803","Preparation","Punishment"
"804","Vault","Tumble"
"805","Sentry","Polar Station"
"806","Companion","Custom Engineering"
"807","Awareness","Passive"
"808","Cull the Weak","Passive"
"809","Ballistics","Passive"
"810",NA,"Passive"
"811","Evasive Fire","Focus"
"812","Cluster Arrow","Maelstrom"
"813","Vault","Tumble"
"814","Preparation","Punishment"
"815","Companion","Wolf Companion"
"816","Sentry","Spitfire Turret"
"817","Custom Engineering","Passive"
"818","Ballistics","Passive"
"819","Awareness","Passive"
"820","Cull the Weak","Passive"
"821","Evasive Fire","Focus"
"822","Cluster Arrow","Loaded for Bear"
"823","Vault","Tumble"
"824","Preparation","Punishment"
"825","Sentry","Polar Station"
"826","Companion","Wolf Companion"
"827","Cull the Weak","Passive"
"828","Grenadier","Passive"
"829","Awareness","Passive"
"830","Custom Engineering","Passive"
"831","Evasive Fire","Focus"
"832","Multishot","Arsenal"
"833","Preparation","Punishment"
"834","Vault","Trail of Cinders"
"835","Sentry","Polar Station"
"836","Companion","Custom Engineering"
"837","Awareness","Passive"
"838","Ballistics","Passive"
"839","Steady Aim","Passive"
"840",NA,"Passive"
"841","Evasive Fire","Focus"
"842","Preparation","Punishment"
"843","Sentry","Polar Station"
"844","Vault","Tumble"
"845","Cluster Arrow","Maelstrom"
"846","Companion","Boar Companion"
"847","Ballistics","Passive"
"848","Steady Aim","Passive"
"849","Custom Engineering","Passive"
"850","Cull the Weak","Passive"
"851","Entangling Shot","Justice is Served"
"852","Sentry","Polar Station"
"853","Vault","Tumble"
"854","Multishot","Arsenal"
"855","Companion","Wolf Companion"
"856","Preparation","Punishment"
"857","Steady Aim","Passive"
"858","Custom Engineering","Passive"
"859","Ballistics","Passive"
"860","Cull the Weak","Passive"
"861","Multishot","Arsenal"
"862","Cluster Arrow","Loaded for Bear"
"863","Preparation","Punishment"
"864","Smoke Screen","Lingering Fog"
"865","Sentry","Spitfire Turret"
"866","Companion","Wolf Companion"
"867","Custom Engineering","Passive"
"868","Ballistics","Passive"
"869","Archery","Passive"
"870","Awareness","Passive"
"871","Evasive Fire","Focus"
"872","Cluster Arrow","Maelstrom"
"873","Sentry","Polar Station"
"874","Companion","Wolf Companion"
"875","Vault","Tumble"
"876","Preparation","Punishment"
"877","Cull the Weak","Passive"
"878","Ballistics","Passive"
"879","Custom Engineering","Passive"
"880","Awareness","Passive"
"881","Evasive Fire","Focus"
"882","Cluster Arrow","Loaded for Bear"
"883","Companion","Wolf Companion"
"884","Vault","Tumble"
"885","Preparation","Punishment"
"886","Sentry","Polar Station"
"887","Custom Engineering","Passive"
"888","Cull the Weak","Passive"
"889","Ballistics","Passive"
"890","Awareness","Passive"
"891","Evasive Fire","Focus"
"892","Cluster Arrow","Maelstrom"
"893","Preparation","Punishment"
"894","Vault","Tumble"
"895","Companion","Wolf Companion"
"896","Sentry","Spitfire Turret"
"897","Awareness","Passive"
"898","Cull the Weak","Passive"
"899","Ballistics","Passive"
"900","Custom Engineering","Passive"
"901","Elemental Arrow","Frost Arrow"
"902","Sentry","Spitfire Turret"
"903","Preparation","Punishment"
"904","Vault","Tumble"
"905","Companion","Wolf Companion"
"906","Cluster Arrow","Maelstrom"
"907","Steady Aim","Passive"
"908","Awareness","Passive"
"909","Custom Engineering","Passive"
"910","Ballistics","Passive"
"911","Elemental Arrow","Ball Lightning"
"912","Preparation","Punishment"
"913","Companion","Wolf Companion"
"914","Sentry","Guardian Turret"
"915","Shadow Power","Gloom"
"916","Vault","Tumble"
"917","Custom Engineering","Passive"
"918","Cull the Weak","Passive"
"919","Brooding","Passive"
"920","Awareness","Passive"
"921","Evasive Fire","Focus"
"922","Cluster Arrow","Maelstrom"
