"","Spell","Rune"
"385","Companion","Sentry"
"386","Spitfire Turret","Cull the Weak"
"387","Archery","Passive"
"388","Ballistics","Passive"
"389","Awareness","Passive"
"390",NA,"Passive"
"391","Elemental Arrow","Ball Lightning"
"392","Sentry","Polar Station"
"393","Caltrops","Bait the Trap"
"394","Smoke Screen","Lingering Fog"
"395","Companion","Preparation"
"396","Punishment","Steady Aim"
"397","Cull the Weak","Passive"
"398","Awareness","Passive"
"399","Night Stalker","Passive"
"400",NA,"Passive"
"401","Elemental Arrow","Ball Lightning"
"402","Marked for Death","Contagion"
"403","Bolas","Thunder Ball"
"404","Sentry","Spitfire Turret"
"405","Caltrops","Bait the Trap"
"406","Companion","Wolf Companion"
"407","Ambush","Passive"
"408","Custom Engineering","Passive"
"409","Cull the Weak","Passive"
"410","Awareness","Passive"
"411","Elemental Arrow","Ball Lightning"
"412","Bolas","Thunder Ball"
"413","Sentry","Polar Station"
"414","Marked for Death","Mortal Enemy"
"415","Companion","Wolf Companion"
"416","Caltrops","Bait the Trap"
"417","Cull the Weak","Passive"
"418","Ambush","Passive"
"419","Steady Aim","Passive"
"420","Single Out","Passive"
"421","Elemental Arrow","Ball Lightning"
"422","Caltrops","Bait the Trap"
"423","Marked for Death","Mortal Enemy"
"424","Sentry","Polar Station"
"425","Companion","Bat Companion"
"426","Smoke Screen","Lingering Fog"
"427","Custom Engineering","Passive"
"428","Awareness","Passive"
"429","Cull the Weak","Passive"
"430","Night Stalker","Passive"
"431","Bolas","Thunder Ball"
"432","Elemental Arrow","Ball Lightning"
"433","Companion","Wolf Companion"
"434","Smoke Screen","Lingering Fog"
"435","Sentry","Polar Station"
"436","Marked for Death","Contagion"
"437","Cull the Weak","Passive"
"438","Awareness","Passive"
"439","Night Stalker","Passive"
"440","Custom Engineering","Passive"
"441","Sentry","Polar Station"
"442","Marked for Death","Mortal Enemy"
"443","Elemental Arrow","Ball Lightning"
"444","Companion","Wolf Companion"
"445","Smoke Screen","Lingering Fog"
"446","Preparation","Punishment"
"447","Steady Aim","Passive"
"448","Custom Engineering","Passive"
"449","Night Stalker","Passive"
"450","Cull the Weak","Passive"
"451","Elemental Arrow","Ball Lightning"
"452","Companion","Wolf Companion"
"453","Caltrops","Bait the Trap"
"454","Marked for Death","Valley of Death"
"455","Bolas","Thunder Ball"
"456","Sentry","Polar Station"
"457","Cull the Weak","Passive"
"458","Steady Aim","Passive"
"459","Custom Engineering","Passive"
"460","Ambush","Passive"
"461","Elemental Arrow","Ball Lightning"
"462","Marked for Death","Mortal Enemy"
"463","Companion","Ferret Companion"
"464","Smoke Screen","Lingering Fog"
"465","Sentry","Polar Station"
"466","Preparation","Punishment"
"467","Archery","Passive"
"468","Cull the Weak","Passive"
"469","Awareness","Passive"
"470","Night Stalker","Passive"
"471","Elemental Arrow","Ball Lightning"
"472","Vault","Tumble"
"473","Caltrops","Bait the Trap"
"474","Companion","Wolf Companion"
"475","Sentry","Polar Station"
"476","Marked for Death","Mortal Enemy"
"477","Steady Aim","Passive"
"478","Cull the Weak","Passive"
"479","Awareness","Passive"
"480","Archery","Passive"
"481","Elemental Arrow","Frost Arrow"
"482","Cluster Arrow","Maelstrom"
"483","Vault","Tumble"
"484","Multishot","Arsenal"
"485","Sentry","Spitfire Turret"
"486","Companion","Wolf Companion"
"487","Cull the Weak","Passive"
"488","Steady Aim","Passive"
"489","Tactical Advantage","Passive"
"490","Awareness","Passive"
"491","Elemental Arrow","Frost Arrow"
"492","Cluster Arrow","Maelstrom"
"493","Vault","Tumble"
"494","Sentry","Spitfire Turret"
"495","Companion","Wolf Companion"
"496","Multishot","Arsenal"
"497","Cull the Weak","Passive"
"498","Awareness","Passive"
"499","Custom Engineering","Passive"
"500","Ballistics","Passive"
"501","Elemental Arrow","Frost Arrow"
"502","Cluster Arrow","Maelstrom"
"503","Multishot","Arsenal"
"504","Sentry","Spitfire Turret"
"505","Companion","Wolf Companion"
"506","Caltrops","Bait the Trap"
"507","Custom Engineering","Passive"
"508","Cull the Weak","Passive"
"509","Ballistics","Passive"
"510","Steady Aim","Passive"
"511","Elemental Arrow","Frost Arrow"
"512","Cluster Arrow","Maelstrom"
"513","Sentry","Spitfire Turret"
"514","Multishot","Arsenal"
"515","Vault","Tumble"
"516","Companion","Wolf Companion"
"517","Archery","Passive"
"518","Steady Aim","Passive"
"519","Ballistics","Passive"
"520","Awareness","Passive"
"521","Elemental Arrow","Frost Arrow"
"522","Cluster Arrow","Maelstrom"
"523","Multishot","Arsenal"
"524","Vault","Tumble"
"525","Companion","Wolf Companion"
"526","Sentry","Spitfire Turret"
"527","Ballistics","Passive"
"528","Awareness","Passive"
"529","Custom Engineering","Passive"
"530","Steady Aim","Passive"
"531","Elemental Arrow","Ball Lightning"
"532","Entangling Shot","Justice is Served"
"533","Companion","Wolf Companion"
"534","Sentry","Spitfire Turret"
"535","Caltrops","Bait the Trap"
"536","Marked for Death","Contagion"
"537","Awareness","Passive"
"538","Cull the Weak","Passive"
"539","Steady Aim","Passive"
"540","Custom Engineering","Passive"
"541","Elemental Arrow","Ball Lightning"
"542","Marked for Death","Mortal Enemy"
"543","Preparation","Backup Plan"
"544","Smoke Screen","Lingering Fog"
"545","Sentry","Polar Station"
"546","Companion","Wolf Companion"
"547","Steady Aim","Passive"
"548","Awareness","Passive"
"549","Night Stalker","Passive"
"550","Cull the Weak","Passive"
"551","Elemental Arrow","Frost Arrow"
"552","Vengeance","Seethe"
"553","Sentry","Spitfire Turret"
"554","Vault","Tumble"
"555","Rain of Vengeance","Flying Strike"
"556","Companion","Wolf Companion"
"557","Awareness","Passive"
"558","Steady Aim","Passive"
"559","Cull the Weak","Passive"
"560","Tactical Advantage","Passive"
"561","Marked for Death","Mortal Enemy"
"562","Elemental Arrow","Ball Lightning"
"563","Cluster Arrow","Dazzling Arrow"
"564","Companion","Wolf Companion"
"565","Vault","Tumble"
"566","Sentry","Polar Station"
"567","Awareness","Passive"
"568","Custom Engineering","Passive"
"569","Cull the Weak","Passive"
"570","Steady Aim","Passive"
"571","Elemental Arrow","Frost Arrow"
"572","Vault","Tumble"
"573","Cluster Arrow","Maelstrom"
"574","Sentry","Spitfire Turret"
"575","Multishot","Arsenal"
"576","Companion","Wolf Companion"
"577","Ambush","Passive"
"578","Cull the Weak","Passive"
"579","Ballistics","Passive"
"580","Tactical Advantage","Passive"
"581","Elemental Arrow","Ball Lightning"
"582","Bolas","Thunder Ball"
"583","Caltrops","Bait the Trap"
"584","Companion","Wolf Companion"
"585","Spike Trap","Lightning Rod"
"586","Sentry","Polar Station"
"587","Cull the Weak","Passive"
"588","Steady Aim","Passive"
"589","Awareness","Passive"
"590","Custom Engineering","Passive"
"591","Multishot","Arsenal"
"592","Cluster Arrow","Maelstrom"
"593","Smoke Screen","Lingering Fog"
"594","Preparation","Punishment"
"595","Sentry","Polar Station"
"596","Companion","Wolf Companion"
"597","Custom Engineering","Passive"
"598","Awareness","Passive"
"599","Night Stalker","Passive"
"600","Cull the Weak","Passive"
"601","Elemental Arrow","Ball Lightning"
"602","Marked for Death","Mortal Enemy"
"603","Preparation","Punishment"
"604","Smoke Screen","Lingering Fog"
"605","Companion","Wolf Companion"
"606","Sentry","Polar Station"
"607","Awareness","Passive"
"608","Custom Engineering","Passive"
"609","Cull the Weak","Passive"
"610","Night Stalker","Passive"
"611","Elemental Arrow","Ball Lightning"
"612","Marked for Death","Mortal Enemy"
"613","Companion","Wolf Companion"
"614","Preparation","Punishment"
"615","Smoke Screen","Lingering Fog"
"616","Sentry","Polar Station"
"617","Custom Engineering","Passive"
"618","Cull the Weak","Passive"
"619","Night Stalker","Passive"
"620","Awareness","Passive"
"621","Elemental Arrow","Frost Arrow"
"622","Multishot","Arsenal"
"623","Sentry","Spitfire Turret"
"624","Vault","Tumble"
"625","Companion","Wolf Companion"
"626","Cluster Arrow","Loaded for Bear"
"627","Steady Aim","Passive"
"628","Tactical Advantage","Passive"
"629","Ballistics","Passive"
"630","Cull the Weak","Passive"
"631","Bolas","Thunder Ball"
"632","Sentry","Polar Station"
"633","Companion","Wolf Companion"
"634","Elemental Arrow","Ball Lightning"
"635","Caltrops","Bait the Trap"
"636","Marked for Death","Valley of Death"
"637","Steady Aim","Passive"
"638","Awareness","Passive"
"639","Custom Engineering","Passive"
"640","Cull the Weak","Passive"
"641","Elemental Arrow","Ball Lightning"
"642","Sentry","Spitfire Turret"
"643","Caltrops","Bait the Trap"
"644","Preparation","Punishment"
"645","Marked for Death","Mortal Enemy"
"646","Companion","Wolf Companion"
"647","Custom Engineering","Passive"
"648","Steady Aim","Passive"
"649","Cull the Weak","Passive"
"650","Awareness","Passive"
"651","Entangling Shot","Justice is Served"
"652","Cluster Arrow","Loaded for Bear"
"653","Sentry","Spitfire Turret"
"654","Elemental Arrow","Immolation Arrow"
"655","Companion","Ferret Companion"
"656","Multishot","Arsenal"
"657","Cull the Weak","Passive"
"658","Ballistics","Passive"
"659","Steady Aim","Passive"
"660","Ambush","Passive"
"661","Elemental Arrow","Ball Lightning"
"662","Bolas","Thunder Ball"
"663","Spike Trap","Lightning Rod"
"664","Sentry","Polar Station"
"665","Companion","Caltrops"
"666","Bait the Trap","Custom Engineering"
"667","Cull the Weak","Passive"
"668","Steady Aim","Passive"
"669","Ambush","Passive"
"670",NA,"Passive"
"671","Marked for Death","Valley of Death"
"672","Elemental Arrow","Ball Lightning"
"673","Caltrops","Bait the Trap"
"674","Bolas","Thunder Ball"
"675","Sentry","Spitfire Turret"
"676","Companion","Custom Engineering"
"677","Single Out","Passive"
"678","Steady Aim","Passive"
"679","Cull the Weak","Passive"
"680",NA,"Passive"
"681","Bolas","Thunder Ball"
"682","Sentry","Polar Station"
"683","Marked for Death","Valley of Death"
"684","Elemental Arrow","Ball Lightning"
"685","Companion","Wolf Companion"
"686","Caltrops","Bait the Trap"
"687","Archery","Passive"
"688","Steady Aim","Passive"
"689","Custom Engineering","Passive"
"690","Cull the Weak","Passive"
"691","Elemental Arrow","Frost Arrow"
"692","Multishot","Arsenal"
"693","Vault","Tumble"
"694","Sentry","Spitfire Turret"
"695","Cluster Arrow","Maelstrom"
"696","Companion","Wolf Companion"
"697","Awareness","Passive"
"698","Tactical Advantage","Passive"
"699","Ambush","Passive"
"700","Ballistics","Passive"
"701","Elemental Arrow","Ball Lightning"
"702","Bolas","Thunder Ball"
"703","Caltrops","Bait the Trap"
"704","Marked for Death","Contagion"
"705","Companion","Wolf Companion"
"706","Sentry","Spitfire Turret"
"707","Awareness","Passive"
"708","Cull the Weak","Passive"
"709","Steady Aim","Passive"
"710","Custom Engineering","Passive"
"711","Multishot","Arsenal"
"712","Cluster Arrow","Maelstrom"
"713","Companion","Wolf Companion"
"714","Vault","Tumble"
"715","Sentry","Spitfire Turret"
"716","Elemental Arrow","Frost Arrow"
"717","Cull the Weak","Passive"
"718","Tactical Advantage","Passive"
"719","Ballistics","Passive"
"720","Awareness","Passive"
"721","Chakram","Twin Chakrams"
"722","Multishot","Arsenal"
"723","Companion","Wolf Companion"
"724","Vault","Trail of Cinders"
"725","Preparation","Punishment"
"726","Vengeance","Seethe"
"727","Tactical Advantage","Passive"
"728","Grenadier","Passive"
"729","Custom Engineering","Passive"
"730","Awareness","Passive"
"731","Evasive Fire","Focus"
"732","Elemental Arrow","Ball Lightning"
"733","Caltrops","Bait the Trap"
"734","Sentry","Spitfire Turret"
"735","Marked for Death","Contagion"
"736","Companion","Steady Aim"
"737","Custom Engineering","Passive"
"738","Cull the Weak","Passive"
"739","Awareness","Passive"
"740",NA,"Passive"
"741","Marked for Death","Mortal Enemy"
"742","Smoke Screen","Lingering Fog"
"743","Sentry","Polar Station"
"744","Companion","Wolf Companion"
"745","Elemental Arrow","Ball Lightning"
"746","Caltrops","Bait the Trap"
"747","Awareness","Passive"
"748","Steady Aim","Passive"
"749","Single Out","Passive"
"750","Custom Engineering","Passive"
"751","Multishot","Arsenal"
"752","Cluster Arrow","Maelstrom"
"753","Vault","Tumble"
"754","Elemental Arrow","Frost Arrow"
"755","Sentry","Spitfire Turret"
"756","Companion","Wolf Companion"
"757","Awareness","Passive"
"758","Custom Engineering","Passive"
"759","Ballistics","Passive"
"760","Cull the Weak","Passive"
"761","Elemental Arrow","Ball Lightning"
"762","Vault","Tumble"
"763","Preparation","Punishment"
"764","Sentry","Polar Station"
"765","Companion","Smoke Screen"
"766","Lingering Fog","Awareness"
"767","Night Stalker","Passive"
"768","Blood Vengeance","Passive"
"769","Tactical Advantage","Passive"
"770",NA,"Passive"
"771","Cluster Arrow","Shooting Stars"
"772","Chakram","Shuriken Cloud"
"773","Vault","Action Shot"
"774","Smoke Screen","Displacement"
"775","Shadow Power","Shadow Glide"
"776","Preparation","Focused Mind"
"777","Tactical Advantage","Passive"
"778","Hot Pursuit","Passive"
"779","Ambush","Passive"
"780","Archery","Passive"
"781","Rain of Vengeance","Dark Cloud"
"782","Strafe","Stinging Steel"
"783","Vault","Trail of Cinders"
"784","Smoke Screen","Healing Vapors"
"785","Vengeance","Seethe"
"786","Preparation","Punishment"
"787","Tactical Advantage","Passive"
"788","Archery","Passive"
"789","Blood Vengeance","Passive"
"790","Night Stalker","Passive"
"791","Elemental Arrow","Ball Lightning"
"792","Bolas","Thunder Ball"
"793","Sentry","Spitfire Turret"
"794","Companion","Wolf Companion"
"795","Spike Trap","Lightning Rod"
"796","Caltrops","Bait the Trap"
"797","Cull the Weak","Passive"
"798","Custom Engineering","Passive"
"799","Steady Aim","Passive"
"800","Archery","Passive"
"801","Multishot","Suppression Fire"
"802","Shadow Power","Shadow Glide"
"803","Vault","Action Shot"
"804","Fan of Knives","Assassin's Knives"
"805","Rain of Vengeance","Dark Cloud"
"806","Companion","Bat Companion"
"807","Tactical Advantage","Passive"
"808","Hot Pursuit","Passive"
"809","Steady Aim","Passive"
"810","Archery","Passive"
"811","Elemental Arrow","Frost Arrow"
"812","Sentry","Spitfire Turret"
"813","Vault","Tumble"
"814","Companion","Wolf Companion"
"815","Multishot","Arsenal"
"816","Cluster Arrow","Maelstrom"
"817","Ballistics","Passive"
"818","Cull the Weak","Passive"
"819","Custom Engineering","Passive"
"820","Awareness","Passive"
"821","Multishot","Arsenal"
"822","Cluster Arrow","Maelstrom"
"823","Sentry","Spitfire Turret"
"824","Vault","Tumble"
"825","Elemental Arrow","Frost Arrow"
"826","Companion","Cull the Weak"
"827","Awareness","Passive"
"828","Tactical Advantage","Passive"
"829","Ballistics","Passive"
"830",NA,"Passive"
"831","Elemental Arrow","Ball Lightning"
"832","Sentry","Polar Station"
"833","Preparation","Backup Plan"
"834","Smoke Screen","Lingering Fog"
"835","Marked for Death","Mortal Enemy"
"836","Companion","Boar Companion"
"837","Night Stalker","Passive"
"838","Custom Engineering","Passive"
"839","Awareness","Passive"
"840","Cull the Weak","Passive"
"841","Elemental Arrow","Frost Arrow"
"842","Cluster Arrow","Maelstrom"
"843","Multishot","Arsenal"
"844","Vault","Tumble"
"845","Sentry","Spitfire Turret"
"846","Companion","Wolf Companion"
"847","Awareness","Passive"
"848","Tactical Advantage","Passive"
"849","Ballistics","Passive"
"850","Cull the Weak","Passive"
"851","Multishot","Arsenal"
"852","Elemental Arrow","Frost Arrow"
"853","Smoke Screen","Lingering Fog"
