"","Spell","Rune"
"5394","Piranhas","Piranhado"
"5395","Fetish Army","Legion of Daggers"
"5396","Summon Zombie Dogs","Life Link"
"5397","Fetish Sycophants","Passive"
"5398","Gruesome Feast","Passive"
"5399","Creeping Death","Passive"
"5400","Pierce the Veil","Passive"
"5401","Haunt","Resentful Spirits"
"5402","Piranhas","Piranhado"
"5403","Locust Swarm","Pestilence"
"5404","Soul Harvest","Siphon"
"5405","Spirit Walk","Jaunt"
"5406","Horrify","Frightening Aspect"
"5407","Pierce the Veil","Passive"
"5408","Spirit Vessel","Passive"
"5409","Grave Injustice","Passive"
"5410","Creeping Death","Passive"
"5411","Haunt","Poisoned Spirit"
"5412","Piranhas","Piranhado"
"5413","Locust Swarm","Pestilence"
"5414","Spirit Walk","Jaunt"
"5415","Horrify","Face of Death"
"5416","Soul Harvest","Siphon"
"5417","Grave Injustice","Passive"
"5418","Creeping Death","Passive"
"5419","Spirit Vessel","Passive"
"5420","Pierce the Veil","Passive"
"5421","Plague of Toads","Rain of Toads"
"5422","Piranhas","Frozen Piranhas"
"5423","Big Bad Voodoo","Slam Dance"
"5424","Spirit Walk","Healing Journey"
"5425","Summon Zombie Dogs","Life Link"
"5426","Fetish Army","Legion of Daggers"
"5427","Midnight Feast","Passive"
"5428","Spirit Vessel","Passive"
"5429","Fetish Sycophants","Passive"
"5430","Gruesome Feast","Passive"
"5431","Fetish Army","Head Hunters"
"5432","Summon Zombie Dogs","Final Gift"
"5433","Horrify","Face of Death"
"5434","Spirit Walk","Jaunt"
"5435","Sacrifice","Black Blood"
"5436","Big Bad Voodoo","Slam Dance"
"5437","Fierce Loyalty","Passive"
"5438","Tribal Rites","Passive"
"5439","Zombie Handler","Passive"
"5440","Spirit Vessel","Passive"
"5441","Plague of Toads","Rain of Toads"
"5442","Sacrifice","Provoke the Pack"
"5443","Spirit Walk","Jaunt"
"5444","Fetish Army","Legion of Daggers"
"5445","Summon Zombie Dogs","Final Gift"
"5446","Big Bad Voodoo","Slam Dance"
"5447","Pierce the Veil","Passive"
"5448","Spirit Vessel","Passive"
"5449","Fetish Sycophants","Passive"
"5450","Gruesome Feast","Passive"
"5451","Plague of Toads","Rain of Toads"
"5452","Summon Zombie Dogs","Rabid Dogs"
"5453","Spirit Walk","Jaunt"
"5454","Fetish Army","Legion of Daggers"
"5455","Piranhas","Frozen Piranhas"
"5456","Big Bad Voodoo","Slam Dance"
"5457","Gruesome Feast","Passive"
"5458","Midnight Feast","Passive"
"5459","Pierce the Veil","Passive"
"5460","Fetish Sycophants","Passive"
"5461","Poison Dart","Snake to the Face"
"5462","Wall of Zombies","Wrecking Crew"
"5463","Spirit Walk","Jaunt"
"5464","Piranhas","Wave of Mutilation"
"5465","Fetish Army","Legion of Daggers"
"5466","Summon Zombie Dogs","Life Link"
"5467","Gruesome Feast","Passive"
"5468","Pierce the Veil","Passive"
"5469","Fetish Sycophants","Passive"
"5470","Jungle Fortitude","Passive"
"5471","Haunt","Poisoned Spirit"
"5472","Spirit Walk","Jaunt"
"5473","Soul Harvest","Siphon"
"5474","Horrify","Frightening Aspect"
"5475","Locust Swarm","Pestilence"
"5476","Piranhas","Piranhado"
"5477","Gruesome Feast","Passive"
"5478","Pierce the Veil","Passive"
"5479","Spirit Vessel","Passive"
"5480","Grave Injustice","Passive"
"5481","Plague of Toads","Rain of Toads"
"5482","Haunt","Poisoned Spirit"
"5483","Horrify","Face of Death"
"5484","Spirit Walk","Jaunt"
"5485","Big Bad Voodoo","Slam Dance"
"5486","Fetish Army","Legion of Daggers"
"5487","Gruesome Feast","Passive"
"5488","Pierce the Veil","Passive"
"5489","Fetish Sycophants","Passive"
"5490","Spirit Vessel","Passive"
"5491","Haunt","Resentful Spirits"
"5492","Piranhas","Piranhado"
"5493","Spirit Walk","Jaunt"
"5494","Soul Harvest","Swallow Your Soul"
"5495","Horrify","Stalker"
"5496","Locust Swarm","Pestilence"
"5497","Spirit Vessel","Passive"
"5498","Pierce the Veil","Passive"
"5499","Creeping Death","Passive"
"5500","Grave Injustice","Passive"
"5501","Haunt","Resentful Spirits"
"5502","Locust Swarm","Pestilence"
"5503","Piranhas","Piranhado"
"5504","Spirit Walk","Honored Guest"
"5505","Soul Harvest","Siphon"
"5506","Horrify","Frightening Aspect"
"5507","Grave Injustice","Passive"
"5508","Pierce the Veil","Passive"
"5509","Spirit Vessel","Passive"
"5510","Creeping Death","Passive"
"5511","Haunt","Poisoned Spirit"
"5512","Piranhas","Piranhado"
"5513","Horrify","Frightening Aspect"
"5514","Spirit Walk","Jaunt"
"5515","Locust Swarm","Pestilence"
"5516","Soul Harvest","Siphon"
"5517","Spirit Vessel","Passive"
"5518","Gruesome Feast","Passive"
"5519","Creeping Death","Passive"
"5520","Grave Injustice","Passive"
"5521","Poison Dart","Snake to the Face"
"5522","Piranhas","Piranhado"
"5523","Spirit Walk","Jaunt"
"5524","Horrify","Frightening Aspect"
"5525","Big Bad Voodoo","Slam Dance"
"5526","Fetish Army","Legion of Daggers"
"5527","Pierce the Veil","Passive"
"5528","Fetish Sycophants","Passive"
"5529","Spirit Vessel","Passive"
"5530","Grave Injustice","Passive"
"5531","Haunt","Poisoned Spirit"
"5532","Locust Swarm","Pestilence"
"5533","Spirit Walk","Jaunt"
"5534","Soul Harvest","Siphon"
"5535","Piranhas","Piranhado"
"5536","Horrify","Frightening Aspect"
"5537","Spirit Vessel","Passive"
"5538","Pierce the Veil","Passive"
"5539","Creeping Death","Passive"
"5540","Grave Injustice","Passive"
"5541","Plague of Toads","Rain of Toads"
"5542","Acid Cloud","Lob Blob Bomb"
"5543","Piranhas","Zombie Piranhas"
"5544","Summon Zombie Dogs","Rabid Dogs"
"5545","Big Bad Voodoo","Slam Dance"
"5546","Fetish Army","Head Hunters"
"5547","Fierce Loyalty","Passive"
"5548","Pierce the Veil","Passive"
"5549","Midnight Feast","Passive"
"5550","Fetish Sycophants","Passive"
"5551","Haunt","Resentful Spirits"
"5552","Piranhas","Piranhado"
"5553","Horrify","Ruthless Terror"
"5554","Locust Swarm","Devouring Swarm"
"5555","Spirit Walk","Jaunt"
"5556","Soul Harvest","Siphon"
"5557","Pierce the Veil","Passive"
"5558","Grave Injustice","Passive"
"5559","Creeping Death","Passive"
"5560","Spirit Vessel","Passive"
"5561","Plague of Toads","Rain of Toads"
"5562","Spirit Walk","Healing Journey"
"5563","Haunt","Poisoned Spirit"
"5564","Summon Zombie Dogs","Rabid Dogs"
"5565","Fetish Army","Legion of Daggers"
"5566","Big Bad Voodoo","Slam Dance"
"5567","Midnight Feast","Passive"
"5568","Fetish Sycophants","Passive"
"5569","Pierce the Veil","Passive"
"5570","Gruesome Feast","Passive"
"5571","Plague of Toads","Rain of Toads"
"5572","Piranhas","Piranhado"
"5573","Spirit Walk","Jaunt"
"5574","Fetish Army","Legion of Daggers"
"5575","Big Bad Voodoo","Slam Dance"
"5576","Summon Zombie Dogs","Life Link"
"5577","Pierce the Veil","Passive"
"5578","Grave Injustice","Passive"
"5579","Fetish Sycophants","Passive"
"5580","Spirit Vessel","Passive"
"5581","Haunt","Resentful Spirits"
"5582","Locust Swarm","Pestilence"
"5583","Spirit Walk","Jaunt"
"5584","Piranhas","Piranhado"
"5585","Soul Harvest","Siphon"
"5586","Horrify","Stalker"
"5587","Creeping Death","Passive"
"5588","Gruesome Feast","Passive"
"5589","Grave Injustice","Passive"
"5590","Spirit Vessel","Passive"
"5591","Haunt","Poisoned Spirit"
"5592","Horrify","Frightening Aspect"
"5593","Spirit Walk","Jaunt"
"5594","Piranhas","Piranhado"
"5595","Soul Harvest","Siphon"
"5596","Locust Swarm","Pestilence"
"5597","Grave Injustice","Passive"
"5598","Pierce the Veil","Passive"
"5599","Spirit Vessel","Passive"
"5600","Creeping Death","Passive"
"5601","Acid Cloud","Acid Rain"
"5602","Horrify","Frightening Aspect"
"5603","Summon Zombie Dogs","Leeching Beasts"
"5604","Spirit Walk","Jaunt"
"5605","Big Bad Voodoo","Slam Dance"
"5606","Fetish Army","Legion of Daggers"
"5607","Midnight Feast","Passive"
"5608","Pierce the Veil","Passive"
"5609","Fierce Loyalty","Passive"
"5610","Spirit Vessel","Passive"
"5611","Plague of Toads","Rain of Toads"
"5612","Piranhas","Piranhado"
"5613","Summon Zombie Dogs","Burning Dogs"
"5614","Spirit Walk","Jaunt"
"5615","Fetish Army","Tiki Torchers"
"5616","Big Bad Voodoo","Slam Dance"
"5617","Fetish Sycophants","Passive"
"5618","Jungle Fortitude","Passive"
"5619","Midnight Feast","Passive"
"5620","Pierce the Veil","Passive"
"5621","Locust Swarm","Pestilence"
"5622","Haunt","Poisoned Spirit"
"5623","Piranhas","Piranhado"
"5624","Horrify","Stalker"
"5625","Spirit Walk","Jaunt"
"5626","Soul Harvest","Swallow Your Soul"
"5627","Grave Injustice","Passive"
"5628","Gruesome Feast","Passive"
"5629","Pierce the Veil","Passive"
"5630","Spirit Vessel","Passive"
"5631","Haunt","Resentful Spirits"
"5632","Locust Swarm","Pestilence"
"5633","Spirit Walk","Jaunt"
"5634","Soul Harvest","Vengeful Spirit"
"5635","Horrify","Stalker"
"5636","Piranhas","Piranhado"
"5637","Spirit Vessel","Passive"
"5638","Pierce the Veil","Passive"
"5639","Creeping Death","Passive"
"5640","Grave Injustice","Passive"
"5641","Plague of Toads","Rain of Toads"
"5642","Spirit Walk","Jaunt"
"5643","Summon Zombie Dogs","Leeching Beasts"
"5644","Big Bad Voodoo","Slam Dance"
"5645","Piranhas","Piranhado"
"5646","Fetish Army","Legion of Daggers"
"5647","Grave Injustice","Passive"
"5648","Spirit Vessel","Passive"
"5649","Fetish Sycophants","Passive"
"5650","Pierce the Veil","Passive"
"5651","Plague of Toads","Rain of Toads"
"5652","Horrify","Stalker"
"5653","Spirit Walk","Jaunt"
"5654","Big Bad Voodoo","Slam Dance"
"5655","Fetish Army","Legion of Daggers"
"5656","Sacrifice","Provoke the Pack"
"5657","Gruesome Feast","Passive"
"5658","Fetish Sycophants","Passive"
"5659","Circle of Life","Passive"
"5660","Grave Injustice","Passive"
"5661","Haunt","Resentful Spirits"
"5662","Locust Swarm","Pestilence"
"5663","Spirit Walk","Honored Guest"
"5664","Horrify","Frightening Aspect"
"5665","Soul Harvest","Siphon"
"5666","Piranhas","Piranhado"
"5667","Spirit Vessel","Passive"
"5668","Creeping Death","Passive"
"5669","Grave Injustice","Passive"
"5670","Pierce the Veil","Passive"
"5671","Plague of Toads","Rain of Toads"
"5672","Fetish Army","Legion of Daggers"
"5673","Spirit Walk","Jaunt"
"5674","Summon Zombie Dogs","Leeching Beasts"
"5675","Piranhas","Frozen Piranhas"
"5676","Big Bad Voodoo","Slam Dance"
"5677","Gruesome Feast","Passive"
"5678","Pierce the Veil","Passive"
"5679","Fetish Sycophants","Passive"
"5680","Spirit Vessel","Passive"
"5681","Piranhas","Piranhado"
"5682","Fetish Army","Head Hunters"
"5683","Big Bad Voodoo","Slam Dance"
"5684","Spirit Walk","Jaunt"
"5685","Haunt","Poisoned Spirit"
"5686","Horrify","Face of Death"
"5687","Jungle Fortitude","Passive"
"5688","Tribal Rites","Passive"
"5689","Spirit Vessel","Passive"
"5690","Grave Injustice","Passive"
"5691","Haunt","Poisoned Spirit"
"5692","Locust Swarm","Pestilence"
"5693","Spirit Walk","Jaunt"
"5694","Soul Harvest","Siphon"
"5695","Horrify","Frightening Aspect"
"5696","Piranhas","Piranhado"
"5697","Creeping Death","Passive"
"5698","Gruesome Feast","Passive"
"5699","Grave Injustice","Passive"
"5700","Spirit Vessel","Passive"
"5701","Poison Dart","Snake to the Face"
"5702","Piranhas","Piranhado"
"5703","Wall of Zombies","Wrecking Crew"
"5704","Fetish Army","Legion of Daggers"
"5705","Spirit Walk","Jaunt"
"5706","Big Bad Voodoo","Slam Dance"
"5707","Fetish Sycophants","Passive"
"5708","Spirit Vessel","Passive"
"5709","Gruesome Feast","Passive"
"5710","Pierce the Veil","Passive"
"5711","Poison Dart","Snake to the Face"
"5712","Wall of Zombies","Wrecking Crew"
"5713","Piranhas","Piranhado"
"5714","Spirit Walk","Jaunt"
"5715","Fetish Army","Legion of Daggers"
"5716","Big Bad Voodoo","Slam Dance"
"5717","Jungle Fortitude","Passive"
"5718","Fetish Sycophants","Passive"
"5719","Gruesome Feast","Passive"
"5720","Pierce the Veil","Passive"
"5721","Plague of Toads","Rain of Toads"
"5722","Horrify","Face of Death"
"5723","Piranhas","Piranhado"
"5724","Spirit Walk","Jaunt"
"5725","Haunt","Poisoned Spirit"
"5726","Big Bad Voodoo","Slam Dance"
"5727","Tribal Rites","Passive"
"5728","Creeping Death","Passive"
"5729","Spirit Vessel","Passive"
"5730","Grave Injustice","Passive"
"5731","Poison Dart","Snake to the Face"
"5732","Sacrifice","Next of Kin"
"5733","Horrify","Stalker"
"5734","Spirit Walk","Jaunt"
"5735","Summon Zombie Dogs","Leeching Beasts"
"5736","Haunt","Poisoned Spirit"
"5737","Spiritual Attunement","Passive"
"5738","Grave Injustice","Passive"
"5739","Fierce Loyalty","Passive"
"5740","Pierce the Veil","Passive"
"5741","Poison Dart","Snake to the Face"
"5742","Piranhas","Piranhado"
"5743","Horrify","Frightening Aspect"
"5744","Fetish Army","Legion of Daggers"
"5745","Spirit Walk","Jaunt"
"5746","Sacrifice","Provoke the Pack"
"5747","Pierce the Veil","Passive"
"5748","Fetish Sycophants","Passive"
"5749","Jungle Fortitude","Passive"
"5750","Spirit Vessel","Passive"
"5751","Haunt","Poisoned Spirit"
"5752","Horrify","Face of Death"
"5753","Spirit Walk","Jaunt"
"5754","Piranhas","Piranhado"
"5755","Fetish Army","Legion of Daggers"
"5756","Big Bad Voodoo","Slam Dance"
"5757","Creeping Death","Passive"
"5758","Jungle Fortitude","Passive"
"5759","Spirit Vessel","Passive"
"5760","Grave Injustice","Passive"
"5761","Plague of Toads","Rain of Toads"
"5762","Spirit Walk","Jaunt"
"5763","Sacrifice","Provoke the Pack"
"5764","Horrify","Face of Death"
"5765","Fetish Army","Legion of Daggers"
"5766","Big Bad Voodoo","Slam Dance"
"5767","Spirit Vessel","Passive"
"5768","Pierce the Veil","Passive"
"5769","Fetish Sycophants","Passive"
"5770","Gruesome Feast","Passive"
"5771","Haunt","Resentful Spirits"
"5772","Locust Swarm","Pestilence"
"5773","Spirit Walk","Jaunt"
"5774","Soul Harvest","Siphon"
"5775","Horrify","Stalker"
"5776","Piranhas","Piranhado"
"5777","Pierce the Veil","Passive"
"5778","Grave Injustice","Passive"
"5779","Creeping Death","Passive"
"5780","Spirit Vessel","Passive"
"5781","Sacrifice","Provoke the Pack"
"5782","Plague of Toads","Rain of Toads"
"5783","Summon Zombie Dogs","Final Gift"
"5784","Horrify","Face of Death"
"5785","Fetish Army","Legion of Daggers"
"5786","Big Bad Voodoo","Slam Dance"
"5787","Spirit Vessel","Passive"
"5788","Gruesome Feast","Passive"
"5789","Fetish Sycophants","Passive"
"5790","Pierce the Veil","Passive"
"5791","Haunt","Poisoned Spirit"
"5792","Horrify","Frightening Aspect"
"5793","Spirit Walk","Jaunt"
"5794","Soul Harvest","Siphon"
"5795","Locust Swarm","Pestilence"
"5796","Piranhas","Piranhado"
"5797","Grave Injustice","Passive"
"5798","Rush of Essence","Passive"
"5799","Pierce the Veil","Passive"
"5800","Creeping Death","Passive"
"5801","Big Bad Voodoo","Slam Dance"
"5802","Piranhas","Piranhado"
"5803","Spirit Walk","Jaunt"
"5804","Summon Zombie Dogs","Leeching Beasts"
"5805","Horrify","Face of Death"
"5806","Fetish Army","Legion of Daggers"
"5807","Jungle Fortitude","Passive"
"5808","Zombie Handler","Passive"
"5809","Tribal Rites","Passive"
"5810","Spirit Vessel","Passive"
"5811","Plague of Toads","Rain of Toads"
"5812","Piranhas","Piranhado"
"5813","Spirit Walk","Jaunt"
"5814","Big Bad Voodoo","Slam Dance"
"5815","Fetish Army","Legion of Daggers"
"5816","Summon Zombie Dogs","Rabid Dogs"
"5817","Fetish Sycophants","Passive"
"5818","Pierce the Veil","Passive"
"5819","Spirit Vessel","Passive"
"5820","Grave Injustice","Passive"
"5821","Plague of Toads","Rain of Toads"
"5822","Big Bad Voodoo","Slam Dance"
"5823","Spirit Walk","Jaunt"
"5824","Fetish Army","Legion of Daggers"
"5825","Summon Zombie Dogs","Leeching Beasts"
"5826","Piranhas","Wave of Mutilation"
"5827","Fetish Sycophants","Passive"
"5828","Jungle Fortitude","Passive"
"5829","Pierce the Veil","Passive"
"5830","Gruesome Feast","Passive"
"5831","Plague of Toads","Rain of Toads"
"5832","Piranhas","Piranhado"
"5833","Summon Zombie Dogs","Leeching Beasts"
"5834","Fetish Army","Legion of Daggers"
"5835","Big Bad Voodoo","Slam Dance"
"5836","Spirit Walk","Jaunt"
"5837","Fetish Sycophants","Passive"
"5838","Pierce the Veil","Passive"
"5839","Midnight Feast","Passive"
"5840","Zombie Handler","Passive"
"5841","Plague of Toads","Rain of Toads"
"5842","Piranhas","Wave of Mutilation"
"5843","Spirit Walk","Jaunt"
"5844","Big Bad Voodoo","Slam Dance"
"5845","Fetish Army","Tiki Torchers"
"5846","Summon Zombie Dogs","Burning Dogs"
"5847","Spirit Vessel","Passive"
"5848","Fetish Sycophants","Passive"
"5849","Gruesome Feast","Passive"
"5850","Pierce the Veil","Passive"
"5851","Plague of Toads","Addling Toads"
"5852","Piranhas","Wave of Mutilation"
"5853","Spirit Walk","Jaunt"
"5854","Big Bad Voodoo","Slam Dance"
"5855","Gargantuan","Restless Giant"
"5856","Summon Zombie Dogs","Rabid Dogs"
"5857","Midnight Feast","Passive"
"5858","Fetish Sycophants","Passive"
"5859","Zombie Handler","Passive"
"5860","Spirit Vessel","Passive"
"5861","Plague of Toads","Rain of Toads"
"5862","Piranhas","Piranhado"
"5863","Summon Zombie Dogs","Life Link"
"5864","Fetish Army","Legion of Daggers"
"5865","Sacrifice","Provoke the Pack"
"5866","Spirit Walk","Jaunt"
"5867","Spirit Vessel","Passive"
"5868","Pierce the Veil","Passive"
"5869","Fetish Sycophants","Passive"
"5870","Grave Injustice","Passive"
"5871","Piranhas","Piranhado"
"5872","Fetish Army","Legion of Daggers"
"5873","Spirit Walk","Jaunt"
"5874","Horrify","Face of Death"
"5875","Mass Confusion","Paranoia"
"5876","Big Bad Voodoo","Slam Dance"
"5877","Grave Injustice","Passive"
"5878","Spirit Vessel","Passive"
"5879","Tribal Rites","Passive"
"5880","Jungle Fortitude","Passive"
"5881","Haunt","Poisoned Spirit"
"5882","Locust Swarm","Pestilence"
"5883","Piranhas","Piranhado"
"5884","Summon Zombie Dogs","Life Link"
"5885","Spirit Walk","Jaunt"
"5886","Soul Harvest","Siphon"
"5887","Creeping Death","Passive"
"5888","Spirit Vessel","Passive"
"5889","Grave Injustice","Passive"
"5890","Bad Medicine","Passive"
"5891","Haunt","Resentful Spirits"
"5892","Locust Swarm","Pestilence"
"5893","Piranhas","Piranhado"
"5894","Summon Zombie Dogs","Leeching Beasts"
"5895","Spirit Walk","Jaunt"
"5896","Soul Harvest","Siphon"
"5897","Fierce Loyalty","Passive"
"5898","Grave Injustice","Passive"
"5899","Pierce the Veil","Passive"
"5900","Spirit Vessel","Passive"
"5901","Piranhas","Piranhado"
"5902","Plague of Toads","Rain of Toads"
"5903","Sacrifice","Provoke the Pack"
"5904","Spirit Walk","Jaunt"
"5905","Big Bad Voodoo","Slam Dance"
"5906","Fetish Army","Legion of Daggers"
"5907","Pierce the Veil","Passive"
"5908","Gruesome Feast","Passive"
"5909","Fierce Loyalty","Passive"
"5910","Fetish Sycophants","Passive"
"5911","Haunt","Resentful Spirits"
"5912","Locust Swarm","Pestilence"
"5913","Horrify","Stalker"
"5914","Soul Harvest","Siphon"
"5915","Spirit Walk","Jaunt"
"5916","Piranhas","Piranhado"
"5917","Pierce the Veil","Passive"
"5918","Spirit Vessel","Passive"
"5919","Grave Injustice","Passive"
"5920","Creeping Death","Passive"
"5921","Haunt","Poisoned Spirit"
"5922","Plague of Toads","Rain of Toads"
"5923","Spirit Walk","Jaunt"
"5924","Fetish Army","Legion of Daggers"
"5925","Summon Zombie Dogs","Leeching Beasts"
"5926","Big Bad Voodoo","Slam Dance"
"5927","Pierce the Veil","Passive"
"5928","Jungle Fortitude","Passive"
"5929","Gruesome Feast","Passive"
"5930","Fetish Sycophants","Passive"
"5931","Haunt","Resentful Spirits"
"5932","Spirit Walk","Jaunt"
"5933","Piranhas","Piranhado"
"5934","Horrify","Face of Death"
"5935","Locust Swarm","Pestilence"
"5936","Soul Harvest","Swallow Your Soul"
"5937","Creeping Death","Passive"
"5938","Spirit Vessel","Passive"
"5939","Grave Injustice","Passive"
"5940","Jungle Fortitude","Passive"
"5941","Haunt","Poisoned Spirit"
"5942","Locust Swarm","Pestilence"
"5943","Soul Harvest","Swallow Your Soul"
"5944","Spirit Walk","Jaunt"
"5945","Piranhas","Piranhado"
"5946","Horrify","Face of Death"
"5947","Pierce the Veil","Passive"
"5948","Gruesome Feast","Passive"
"5949","Creeping Death","Passive"
"5950","Spirit Vessel","Passive"
"5951","Haunt","Resentful Spirits"
"5952","Locust Swarm","Devouring Swarm"
"5953","Spirit Walk","Jaunt"
"5954","Soul Harvest","Siphon"
"5955","Piranhas","Piranhado"
"5956","Horrify","Stalker"
"5957","Spirit Vessel","Passive"
"5958","Creeping Death","Passive"
"5959","Grave Injustice","Passive"
"5960","Pierce the Veil","Passive"
"5961","Plague of Toads","Rain of Toads"
"5962","Spirit Walk","Jaunt"
"5963","Piranhas","Piranhado"
"5964","Summon Zombie Dogs","Life Link"
"5965","Fetish Army","Legion of Daggers"
"5966","Big Bad Voodoo","Slam Dance"
"5967","Midnight Feast","Passive"
"5968","Fetish Sycophants","Passive"
"5969","Pierce the Veil","Passive"
"5970","Jungle Fortitude","Passive"
"5971","Plague of Toads","Rain of Toads"
"5972","Horrify","Stalker"
"5973","Fetish Army","Legion of Daggers"
"5974","Spirit Walk","Jaunt"
"5975","Piranhas","Piranhado"
"5976","Big Bad Voodoo","Slam Dance"
"5977","Spirit Vessel","Passive"
"5978","Fetish Sycophants","Passive"
"5979","Grave Injustice","Passive"
"5980","Pierce the Veil","Passive"
"5981","Haunt","Poisoned Spirit"
"5982","Locust Swarm","Pestilence"
"5983","Spirit Walk","Jaunt"
"5984","Piranhas","Piranhado"
"5985","Soul Harvest","Siphon"
"5986","Horrify","Frightening Aspect"
"5987","Grave Injustice","Passive"
"5988","Creeping Death","Passive"
"5989","Pierce the Veil","Passive"
"5990","Spirit Vessel","Passive"
"5991","Plague of Toads","Rain of Toads"
"5992","Piranhas","Piranhado"
"5993","Fetish Army","Legion of Daggers"
"5994","Big Bad Voodoo","Slam Dance"
"5995","Spirit Walk","Jaunt"
"5996","Horrify","Face of Death"
"5997","Grave Injustice","Passive"
"5998","Spirit Vessel","Passive"
"5999","Fetish Sycophants","Passive"
"6000","Pierce the Veil","Passive"
"6001","Haunt","Poisoned Spirit"
"6002","Locust Swarm","Pestilence"
"6003","Piranhas","Piranhado"
"6004","Horrify","Stalker"
"6005","Spirit Walk","Jaunt"
"6006","Soul Harvest","Siphon"
"6007","Gruesome Feast","Passive"
"6008","Pierce the Veil","Passive"
"6009","Creeping Death","Passive"
"6010","Spirit Vessel","Passive"
"6011","Poison Dart","Snake to the Face"
"6012","Spirit Walk","Jaunt"
"6013","Piranhas","Piranhado"
"6014","Wall of Zombies","Wrecking Crew"
"6015","Big Bad Voodoo","Slam Dance"
"6016","Fetish Army","Legion of Daggers"
"6017","Tribal Rites","Passive"
"6018","Spirit Vessel","Passive"
"6019","Pierce the Veil","Passive"
"6020","Fetish Sycophants","Passive"
"6021","Haunt","Poisoned Spirit"
"6022","Spirit Walk","Jaunt"
"6023","Horrify","Frightening Aspect"
"6024","Locust Swarm","Pestilence"
"6025","Piranhas","Piranhado"
"6026","Soul Harvest","Siphon"
"6027","Creeping Death","Passive"
"6028","Grave Injustice","Passive"
"6029","Spirit Vessel","Passive"
"6030","Pierce the Veil","Passive"
"6031","Haunt","Poisoned Spirit"
"6032","Locust Swarm","Pestilence"
"6033","Spirit Walk","Honored Guest"
"6034","Soul Harvest","Siphon"
"6035","Horrify","Frightening Aspect"
"6036","Piranhas","Piranhado"
"6037","Creeping Death","Passive"
"6038","Pierce the Veil","Passive"
"6039","Grave Injustice","Passive"
"6040","Spirit Vessel","Passive"
"6041","Locust Swarm","Pestilence"
"6042","Haunt","Poisoned Spirit"
"6043","Horrify","Frightening Aspect"
"6044","Soul Harvest","Siphon"
"6045","Spirit Walk","Jaunt"
"6046","Piranhas","Piranhado"
"6047","Pierce the Veil","Passive"
"6048","Creeping Death","Passive"
"6049","Grave Injustice","Passive"
"6050","Spirit Vessel","Passive"
"6051","Haunt","Poisoned Spirit"
"6052","Locust Swarm","Devouring Swarm"
"6053","Soul Harvest","Siphon"
"6054","Horrify","Frightening Aspect"
"6055","Spirit Walk","Jaunt"
"6056","Piranhas","Piranhado"
"6057","Grave Injustice","Passive"
"6058","Pierce the Veil","Passive"
"6059","Spirit Vessel","Passive"
"6060","Creeping Death","Passive"
"6061","Haunt","Poisoned Spirit"
"6062","Locust Swarm","Pestilence"
"6063","Piranhas","Piranhado"
"6064","Spirit Walk","Jaunt"
"6065","Soul Harvest","Siphon"
"6066","Horrify","Frightening Aspect"
"6067","Creeping Death","Passive"
"6068","Pierce the Veil","Passive"
"6069","Gruesome Feast","Passive"
"6070","Grave Injustice","Passive"
"6071","Plague of Toads","Rain of Toads"
"6072","Horrify","Face of Death"
"6073","Fetish Army","Legion of Daggers"
"6074","Summon Zombie Dogs","Leeching Beasts"
"6075","Spirit Walk","Jaunt"
"6076","Big Bad Voodoo","Slam Dance"
"6077","Pierce the Veil","Passive"
"6078","Fetish Sycophants","Passive"
"6079","Midnight Feast","Passive"
"6080","Spirit Vessel","Passive"
"6081","Fetish Army","Legion of Daggers"
"6082","Piranhas","Piranhado"
"6083","Spirit Walk","Jaunt"
"6084","Horrify","Face of Death"
"6085","Haunt","Poisoned Spirit"
"6086","Big Bad Voodoo","Slam Dance"
"6087","Spirit Vessel","Passive"
"6088","Jungle Fortitude","Passive"
"6089","Grave Injustice","Passive"
"6090","Creeping Death","Passive"
"6091","Haunt","Poisoned Spirit"
"6092","Piranhas","Piranhado"
"6093","Spirit Walk","Jaunt"
"6094","Soul Harvest","Siphon"
"6095","Locust Swarm","Pestilence"
"6096","Horrify","Stalker"
"6097","Creeping Death","Passive"
"6098","Grave Injustice","Passive"
"6099","Gruesome Feast","Passive"
"6100","Spirit Vessel","Passive"
"6101","Plague of Toads","Rain of Toads"
"6102","Sacrifice","Provoke the Pack"
"6103","Big Bad Voodoo","Slam Dance"
"6104","Spirit Walk","Jaunt"
"6105","Horrify","Face of Death"
"6106","Fetish Army","Legion of Daggers"
"6107","Gruesome Feast","Passive"
"6108","Pierce the Veil","Passive"
"6109","Fetish Sycophants","Passive"
"6110","Fierce Loyalty","Passive"
"6111","Haunt","Resentful Spirits"
"6112","Locust Swarm","Devouring Swarm"
"6113","Piranhas","Piranhado"
"6114","Soul Harvest","Siphon"
"6115","Spirit Walk","Jaunt"
"6116","Horrify","Frightening Aspect"
"6117","Gruesome Feast","Passive"
"6118","Pierce the Veil","Passive"
"6119","Grave Injustice","Passive"
"6120","Creeping Death","Passive"
"6121","Plague of Toads","Rain of Toads"
"6122","Piranhas","Frozen Piranhas"
"6123","Spirit Walk","Healing Journey"
"6124","Fetish Army","Legion of Daggers"
"6125","Summon Zombie Dogs","Leeching Beasts"
"6126","Big Bad Voodoo","Slam Dance"
"6127","Fetish Sycophants","Passive"
"6128","Pierce the Veil","Passive"
"6129","Midnight Feast","Passive"
"6130","Fierce Loyalty","Passive"
"6131","Haunt","Poisoned Spirit"
